instructions.started,instructions.stopped,key_resp.keys,key_resp.rt,key_resp.duration,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.time,participant,session,date,expName,psychopyVersion,OS,frameRate,ISI.started,positions,ISI.stopped,corsi_present.started,corsi_present.stopped,block_sequence.thisRepN,block_sequence.thisTrialN,block_sequence.thisN,block_sequence.thisIndex,block_sequence.ran,corsi_respond.started,corsi_respond.stopped,corsi_mouse.x,corsi_mouse.y,corsi_mouse.leftButton,corsi_mouse.midButton,corsi_mouse.rightButton,corsi_mouse.time,corsi_mouse.clicked_name,correct_list,corsi_correct,feedback.started,feedback.stopped,corsi_task.thisRepN,corsi_task.thisTrialN,corsi_task.thisN,corsi_task.thisIndex,corsi_task.ran
0.0002,3.357,space,3.3302,,,,,,,,835280,001,2024-02-15_16h41.03.280,corsi_blocks,2023.2.2,MacIntel,62.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,835280,001,2024-02-15_16h41.03.280,corsi_blocks,2023.2.2,MacIntel,62.5,3.3672,"[[0.365,-0.27625],[-0.4075,0.11875],[0.45375,0.175],[-0.24625,0.04375],[-0.285,-0.27125],[0.05875,-0.0575],[-0.55125,-0.13375],[-0.68625,-0.225],[0.54,0.03625]]",3.8566,3.858,4.3575,0,0,0,0,1,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,835280,001,2024-02-15_16h41.03.280,corsi_blocks,2023.2.2,MacIntel,62.5,,,,4.3584,4.8604,1,0,1,0,1,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,835280,001,2024-02-15_16h41.03.280,corsi_blocks,2023.2.2,MacIntel,62.5,,,,4.8608,5.357,2,0,2,0,1,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,835280,001,2024-02-15_16h41.03.280,corsi_blocks,2023.2.2,MacIntel,62.5,,,,,,,,,,,5.3578,8.8906,"[0.36773695203993056,0.4266299099392361,-0.43715705023871526,0.46366536458333335]","[-0.2683755154079861,0.15341064453125,0.12350107828776041,-0.38118557400173614]","[1,1,1,1]","[0,0,0,0]","[0,0,0,0]","[1.2156000000089406,1.7971000000089408,2.4787000000029806,3.5286000000089395]","[""blk1"",""blk3"",""blk2""]","[1,0,0]",0,8.8917,9.8909,0,0,0,0,1
,,,,,,,,,,,835280,001,2024-02-15_16h41.03.280,corsi_blocks,2023.2.2,MacIntel,62.5,9.8925,"[[0.30125,-0.0175],[0.22,0.2425],[0.365,-0.27625],[-0.285,-0.27125],[0.45375,0.175],[0.16625,0.3825],[-0.68625,-0.225],[-0.01125,-0.295],[0.4625,0.35875]]",10.3895,10.3907,10.8903,0,0,0,0,1,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,835280,001,2024-02-15_16h41.03.280,corsi_blocks,2023.2.2,MacIntel,62.5,,,,10.8908,11.3901,1,0,1,0,1,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,835280,001,2024-02-15_16h41.03.280,corsi_blocks,2023.2.2,MacIntel,62.5,,,,11.3904,11.8904,2,0,2,0,1,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,835280,001,2024-02-15_16h41.03.280,corsi_blocks,2023.2.2,MacIntel,62.5,,,,,,,,,,,11.8906,15.1281,"[0.27194919162326386,0.2264661322699653,0.33980034722222224,0.4980178493923611]","[-0.015761820475260417,0.22228635999891494,-0.23288411458333333,-0.3819403076171875]","[1,1,1,1]","[0,0,0,0]","[0,0,0,0]","[1.4651000000089418,1.900400000005959,2.518400000005961,3.235700000002982]","[""blk1"",""blk2"",""blk3""]","[1,1,1]",1,15.1283,16.123,1,0,1,0,1
,,,,,,,,,,,835280,001,2024-02-15_16h41.03.280,corsi_blocks,2023.2.2,MacIntel,62.5,16.1234,"[[-0.0225,0.395],[-0.6025,0.0725],[-0.26625,0.235],[0.57875,-0.31375],[-0.12125,-0.12625],[-0.35125,0.36625],[-0.55125,-0.13375],[-0.3575,-0.05625],[-0.09875,0.065]]",16.6236,16.6256,17.1239,0,0,0,0,1,,,,,,,,,,,,,,,,,,
