instructions.started,instructions.stopped,key_resp.keys,key_resp.rt,key_resp.duration,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.time,participant,session,date,expName,psychopyVersion,OS,frameRate,ISI.started,positions,ISI.stopped,corsi_present.started,corsi_present.stopped,block_sequence.thisRepN,block_sequence.thisTrialN,block_sequence.thisN,block_sequence.thisIndex,block_sequence.ran,corsi_respond.started,corsi_respond.stopped,corsi_mouse.x,corsi_mouse.y,corsi_mouse.leftButton,corsi_mouse.midButton,corsi_mouse.rightButton,corsi_mouse.time,corsi_mouse.clicked_name,correct_list,corsi_correct,feedback.started,feedback.stopped,corsi_task.thisRepN,corsi_task.thisTrialN,corsi_task.thisN,corsi_task.thisIndex,corsi_task.ran,corsi_task.order,block_sequence.order
1E-04,4.4117,space,4.3802,,,,,,,,538759,001,2023-12-10_19h06.06.054,corsi_blocks,2023.2.2,MacIntel,60.0024001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,538759,001,2023-12-10_19h06.06.054,corsi_blocks,2023.2.2,MacIntel,60.0024001,4.4235,"[[-0.3575,-0.05625],[-0.01125,-0.295],[0.4125,-0.1325],[-0.24625,0.04375],[0.57875,-0.31375],[-0.16125,-0.28],[0.4625,0.35875],[-0.68625,-0.225],[-0.6025,0.0725]]",4.9262,4.9286,5.4287,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,538759,001,2023-12-10_19h06.06.054,corsi_blocks,2023.2.2,MacIntel,60.0024001,,,,5.4294,5.9282,1,0,1,0,1,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,538759,001,2023-12-10_19h06.06.054,corsi_blocks,2023.2.2,MacIntel,60.0024001,,,,5.929,6.4245,2,0,2,0,1,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,538759,001,2023-12-10_19h06.06.054,corsi_blocks,2023.2.2,MacIntel,60.0024001,,,,,,,,,,,6.4252,18.4382,"[-0.32069444444444445,-0.018993055555555555,0.1794140625,-0.2613107638888889,0.5282378472222222,0.5057291666666667]","[-0.0736328125,-0.303515625,-0.23883680555555556,0.023802083333333335,-0.43777777777777777,-0.4075347222222222]","[1,1,1,1,1,1]","[0,0,0,0,0,0]","[0,0,0,0,0,0]","[0.9842999999821185,1.6647999999821188,6.6274999999999995,9.21019999998808,11.041899999976154,12.009799999982116]","[""blk1"",""blk2"",""blk4""]","[1,1,0]",0,18.439,19.4387,0,0,0,0,1,,
,,,,,,,,,,,538759,001,2023-12-10_19h06.06.054,corsi_blocks,2023.2.2,MacIntel,60.0024001,19.4397,"[[-0.285,-0.27125],[0.03125,-0.41],[-0.4075,0.11875],[0.365,-0.27625],[0.54,0.03625],[-0.26625,0.235],[0.6375,0.27375],[-0.18625,0.41125],[0.30125,-0.0175]]",19.9348,19.9359,20.4349,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,538759,001,2023-12-10_19h06.06.054,corsi_blocks,2023.2.2,MacIntel,60.0024001,,,,20.4353,20.9346,1,0,1,0,1,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,538759,001,2023-12-10_19h06.06.054,corsi_blocks,2023.2.2,MacIntel,60.0024001,,,,20.9355,21.4376,2,0,2,0,1,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,538759,001,2023-12-10_19h06.06.054,corsi_blocks,2023.2.2,MacIntel,60.0024001,,,,,,,,,,,21.4377,25.3051,"[-0.30591145833333333,0.021809895833333332,-0.3656814236111111,0.5004644097222222]","[-0.25937934027777776,-0.4240668402777778,0.12652777777777777,-0.3825607638888889]","[1,1,1,1]","[0,0,0,0]","[0,0,0,0]","[1.2150999999940382,1.9644000000059592,2.9473000000119214,3.8648000000119183]","[""blk1"",""blk2"",""blk3""]","[1,1,1]",1,25.3054,26.3021,1,0,1,0,1,,
,,,,,,,,,,,538759,001,2023-12-10_19h06.06.054,corsi_blocks,2023.2.2,MacIntel,60.0024001,26.3025,"[[-0.675,0.29875],[0.365,-0.27625],[-0.3575,-0.05625],[-0.485,0.34625],[0.30125,-0.0175],[-0.0225,0.395],[-0.16125,-0.28],[0.57875,-0.31375],[-0.01875,0.235]]",26.8028,26.8053,27.3051,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,538759,001,2023-12-10_19h06.06.054,corsi_blocks,2023.2.2,MacIntel,60.0024001,,,,27.3057,27.8048,1,0,1,0,1,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,538759,001,2023-12-10_19h06.06.054,corsi_blocks,2023.2.2,MacIntel,60.0024001,,,,27.8054,28.305,2,0,2,0,1,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,538759,001,2023-12-10_19h06.06.054,corsi_blocks,2023.2.2,MacIntel,60.0024001,,,,28.3056,28.8014,3,0,3,0,1,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,538759,001,2023-12-10_19h06.06.054,corsi_blocks,2023.2.2,MacIntel,60.0024001,,,,,,,,,,,28.8015,33.3715,"[-0.6478689236111111,0.3671744791666667,-0.34078125,-0.4907595486111111,0.5102039930555555]","[0.2791927083333333,-0.29032552083333335,-0.040581597222222224,0.3541232638888889,-0.4014670138888889]","[1,1,1,1,1]","[0,0,0,0,0]","[0,0,0,0,0]","[0.4657999999821243,1.4187999999821201,2.332599999994045,3.0334000000059618,4.568299999982123]","[""blk1"",""blk2"",""blk3"",""blk4""]","[1,1,1,1]",1,33.3718,34.3693,2,0,2,0,1,,
,,,,,,,,,,,538759,001,2023-12-10_19h06.06.054,corsi_blocks,2023.2.2,MacIntel,60.0024001,34.3699,"[[-0.24625,0.04375],[-0.6025,0.0725],[0.25625,0.0975],[0.6375,0.27375],[-0.4075,0.11875],[-0.26625,0.235],[-0.485,0.34625],[-0.01875,0.235],[0.57875,-0.31375]]",34.8708,34.8725,35.368,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,538759,001,2023-12-10_19h06.06.054,corsi_blocks,2023.2.2,MacIntel,60.0024001,,,,35.3687,35.8678,1,0,1,0,1,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,538759,001,2023-12-10_19h06.06.054,corsi_blocks,2023.2.2,MacIntel,60.0024001,,,,35.8684,36.3689,2,0,2,0,1,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,538759,001,2023-12-10_19h06.06.054,corsi_blocks,2023.2.2,MacIntel,60.0024001,,,,36.3694,36.869,3,0,3,0,1,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,538759,001,2023-12-10_19h06.06.054,corsi_blocks,2023.2.2,MacIntel,60.0024001,,,,36.8696,37.3716,4,0,4,0,1,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,538759,001,2023-12-10_19h06.06.054,corsi_blocks,2023.2.2,MacIntel,60.0024001,,,,,,,,,,,37.3719,42.6366,"[-0.23905381944444445,-0.6105642361111111,0.24248263888888888,-0.37244357638888886,0.6413064236111111,0.5330034722222222]","[0.03298611111111111,0.07481336805555555,0.06131510416666667,0.12731336805555554,0.2801779513888889,-0.3942404513888889]","[1,1,1,1,1,1]","[0,0,0,0,0,0]","[0,0,0,0,0,0]","[1.1463999999761612,2.047699999988076,2.847999999999999,3.6300999999940373,4.41429999998212,5.262500000000003]","[""blk1"",""blk2"",""blk3"",""blk5"",""blk4""]","[1,1,1,0,0]",0,42.6373,43.6375,3,0,3,0,1,,
,,,,,,,,,,,538759,001,2023-12-10_19h06.06.054,corsi_blocks,2023.2.2,MacIntel,60.0024001,43.6378,"[[-0.16125,-0.28],[0.365,-0.27625],[-0.68625,-0.225],[-0.6025,0.0725],[-0.3575,-0.05625],[0.03125,-0.41],[-0.4075,0.11875],[-0.09875,0.065],[0.57875,-0.31375]]",44.1344,44.1363,44.634,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,538759,001,2023-12-10_19h06.06.054,corsi_blocks,2023.2.2,MacIntel,60.0024001,,,,44.6345,45.1351,1,0,1,0,1,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,538759,001,2023-12-10_19h06.06.054,corsi_blocks,2023.2.2,MacIntel,60.0024001,,,,45.1359,45.6376,2,0,2,0,1,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,538759,001,2023-12-10_19h06.06.054,corsi_blocks,2023.2.2,MacIntel,60.0024001,,,,45.638,,3,0,3,0,1,,,,,,,,,,,,,,4,0,4,0,1,999,4
