instructions.started,instructions.stopped,key_resp.keys,key_resp.rt,key_resp.duration,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.time,participant,session,date,expName,psychopyVersion,OS,frameRate,ISI.started,positions,ISI.stopped,corsi_present.started,corsi_present.stopped,block_sequence.thisRepN,block_sequence.thisTrialN,block_sequence.thisN,block_sequence.thisIndex,block_sequence.ran,corsi_respond.started,corsi_respond.stopped,corsi_mouse.x,corsi_mouse.y,corsi_mouse.leftButton,corsi_mouse.midButton,corsi_mouse.rightButton,corsi_mouse.time,corsi_mouse.clicked_name,correct_list,corsi_correct,feedback.started,feedback.stopped,corsi_task.thisRepN,corsi_task.thisTrialN,corsi_task.thisN,corsi_task.thisIndex,corsi_task.ran,corsi_task.order
0,4.711,space,4.694,,,,,,,,870258,001,2024-01-29_11h03.11.192,corsi_blocks,2023.2.2,Win32,59.95203837,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,870258,001,2024-01-29_11h03.11.192,corsi_blocks,2023.2.2,Win32,59.95203837,4.715,"[[-0.01875,0.235],[0.62875,-0.1825],[-0.24625,0.04375],[0.30125,-0.0175],[-0.6025,0.0725],[-0.0225,0.395],[0.25625,0.0975],[0.19375,-0.17125],[-0.18625,0.41125]]",5.21,5.211,5.71,0,0,0,0,1,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,870258,001,2024-01-29_11h03.11.192,corsi_blocks,2023.2.2,Win32,59.95203837,,,,5.711,6.211,1,0,1,0,1,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,870258,001,2024-01-29_11h03.11.192,corsi_blocks,2023.2.2,Win32,59.95203837,,,,6.211,6.71,2,0,2,0,1,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,870258,001,2024-01-29_11h03.11.192,corsi_blocks,2023.2.2,Win32,59.95203837,,,,,,,,,,,6.71,11.26,"[-0.044444444444444446,0.6157407407407407,-0.26666666666666666,0.537962962962963]","[0.22777777777777777,-0.15925925925925927,0.024074074074074074,-0.3990740740740741]","[1,1,1,1]","[0,0,0,0]","[0,0,0,0]","[2.0489999999999995,2.766000000000002,3.516000000000002,4.5489999999999995]","[""blk1"",""blk2"",""blk3""]","[1,1,1]",1,11.261,12.261,0,0,0,0,1,
,,,,,,,,,,,870258,001,2024-01-29_11h03.11.192,corsi_blocks,2023.2.2,Win32,59.95203837,12.261,"[[-0.18625,0.41125],[-0.16125,-0.28],[0.45375,0.175],[0.365,-0.27625],[0.03125,-0.41],[0.22,0.2425],[-0.0225,0.395],[-0.3575,-0.05625],[-0.675,0.29875]]",12.76,12.761,13.261,0,0,0,0,1,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,870258,001,2024-01-29_11h03.11.192,corsi_blocks,2023.2.2,Win32,59.95203837,,,,13.262,13.761,1,0,1,0,1,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,870258,001,2024-01-29_11h03.11.192,corsi_blocks,2023.2.2,Win32,59.95203837,,,,13.761,14.261,2,0,2,0,1,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,870258,001,2024-01-29_11h03.11.192,corsi_blocks,2023.2.2,Win32,59.95203837,,,,14.261,14.76,3,0,3,0,1,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,870258,001,2024-01-29_11h03.11.192,corsi_blocks,2023.2.2,Win32,59.95203837,,,,,,,,,,,14.76,19.144,"[-0.1675925925925926,-0.14074074074074075,0.44074074074074077,0.34629629629629627,0.42314814814814816]","[0.3888888888888889,-0.2601851851851852,0.13240740740740742,-0.2824074074074074,-0.3768518518518518]","[1,1,1,1,1]","[0,0,0,0,0]","[0,0,0,0,0]","[0.8490000000000002,1.6999999999999993,2.448999999999998,3.132999999999999,4.382999999999999]","[""blk1"",""blk2"",""blk3"",""blk4""]","[1,1,1,1]",1,19.145,20.144,1,0,1,0,1,
