instructions.started,instructions.stopped,key_resp.keys,key_resp.rt,key_resp.duration,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.time,participant,session,date,expName,psychopyVersion,OS,frameRate,ISI.started,positions,ISI.stopped,corsi_present.started,corsi_present.stopped,block_sequence.thisRepN,block_sequence.thisTrialN,block_sequence.thisN,block_sequence.thisIndex,block_sequence.ran,corsi_respond.started,corsi_respond.stopped,corsi_mouse.x,corsi_mouse.y,corsi_mouse.leftButton,corsi_mouse.midButton,corsi_mouse.rightButton,corsi_mouse.time,corsi_mouse.clicked_name,correct_list,corsi_correct,feedback.started,feedback.stopped,corsi_task.thisRepN,corsi_task.thisTrialN,corsi_task.thisN,corsi_task.thisIndex,corsi_task.ran
0.0004,2.7838,return,2.76,,,,,,,,286462,001,2024-02-19_13h39.53.117,corsi_blocks,2023.2.2,Win32,60.60606061,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,286462,001,2024-02-19_13h39.53.117,corsi_blocks,2023.2.2,Win32,60.60606061,2.7916,"[[-0.675,0.29875],[0.365,-0.27625],[-0.45875,-0.3],[-0.55125,-0.13375],[-0.18625,0.41125],[0.25625,0.0975],[0.16625,0.3825],[-0.12125,-0.12625],[0.45375,0.175]]",3.2955,3.2972,3.7966,0,0,0,0,1,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,286462,001,2024-02-19_13h39.53.117,corsi_blocks,2023.2.2,Win32,60.60606061,,,,3.7976,4.2954,1,0,1,0,1,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,286462,001,2024-02-19_13h39.53.117,corsi_blocks,2023.2.2,Win32,60.60606061,,,,4.2959,4.7996,2,0,2,0,1,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,286462,001,2024-02-19_13h39.53.117,corsi_blocks,2023.2.2,Win32,60.60606061,,,,,,,,,,,4.8,11.5341,"[-0.6972222222222222,0.3518519083658854,-0.48055555555555557,0.4759259541829427]","[0.30277777777777776,-0.25,-0.3138888888888889,-0.41944444444444445]","[1,1,1,1]","[0,0,0,0]","[0,0,0,0]","[2.8493999998569493,4.132200000047684,5.281000000000001,6.731299999952316]","[""blk1"",""blk2"",""blk3""]","[1,1,1]",1,11.5349,12.5281,0,0,0,0,1
,,,,,,,,,,,286462,001,2024-02-19_13h39.53.117,corsi_blocks,2023.2.2,Win32,60.60606061,12.5288,"[[0.30125,-0.0175],[0.57875,-0.31375],[0.28875,0.39875],[0.45375,0.175],[-0.68625,-0.225],[0.4125,-0.1325],[-0.6025,0.0725],[-0.09875,0.065],[0.1925,-0.295]]",13.0282,13.0298,13.5321,0,0,0,0,1,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,286462,001,2024-02-19_13h39.53.117,corsi_blocks,2023.2.2,Win32,60.60606061,,,,13.5325,14.0277,1,0,1,0,1,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,286462,001,2024-02-19_13h39.53.117,corsi_blocks,2023.2.2,Win32,60.60606061,,,,14.0282,14.5277,2,0,2,0,1,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,286462,001,2024-02-19_13h39.53.117,corsi_blocks,2023.2.2,Win32,60.60606061,,,,14.5282,15.0321,3,0,3,0,1,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,286462,001,2024-02-19_13h39.53.117,corsi_blocks,2023.2.2,Win32,60.60606061,,,,,,,,,,,15.0321,20.1156,"[0.3055555555555556,0.5972222222222222,0.32592595418294273,0.42129635281032984,0.45925928751627604]","[-0.01851853264702691,-0.3388888888888889,0.37222222222222223,0.18981480068630643,-0.4185185750325521]","[1,1,1,1,1]","[0,0,0,0,0]","[0,0,0,0,0]","[0.9617999999523157,1.9443999998569481,3.065999999999999,4.0147999999523165,5.08239999985695]","[""blk1"",""blk2"",""blk3"",""blk4""]","[1,1,1,1]",1,20.1161,21.1104,1,0,1,0,1
