instructions.started,instructions.stopped,key_resp.keys,key_resp.rt,key_resp.duration,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.time,participant,session,date,expName,psychopyVersion,OS,frameRate,ISI.started,positions,ISI.stopped,corsi_present.started,corsi_present.stopped,block_sequence.thisRepN,block_sequence.thisTrialN,block_sequence.thisN,block_sequence.thisIndex,block_sequence.ran,corsi_respond.started,corsi_respond.stopped,corsi_mouse.x,corsi_mouse.y,corsi_mouse.leftButton,corsi_mouse.midButton,corsi_mouse.rightButton,corsi_mouse.time,corsi_mouse.clicked_name,correct_list,corsi_correct,feedback.started,feedback.stopped,corsi_task.thisRepN,corsi_task.thisTrialN,corsi_task.thisN,corsi_task.thisIndex,corsi_task.ran
0.0006,17.5102,space,17.4989,,,,,,,,931782,001,2024-02-19_13h29.44.146,corsi_blocks,2023.2.2,Linux x86_64,59.99160118,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,931782,001,2024-02-19_13h29.44.146,corsi_blocks,2023.2.2,Linux x86_64,59.99160118,17.5276,"[[0.03125,-0.41],[-0.35125,0.36625],[0.19375,-0.17125],[-0.675,0.29875],[-0.55125,-0.13375],[-0.09875,0.065],[0.4125,-0.1325],[0.05875,-0.0575],[0.57875,-0.31375]]",18.0156,18.018,18.5157,0,0,0,0,1,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,931782,001,2024-02-19_13h29.44.146,corsi_blocks,2023.2.2,Linux x86_64,59.99160118,,,,18.5165,19.0155,1,0,1,0,1,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,931782,001,2024-02-19_13h29.44.146,corsi_blocks,2023.2.2,Linux x86_64,59.99160118,,,,19.0163,19.5153,2,0,2,0,1,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,931782,001,2024-02-19_13h29.44.146,corsi_blocks,2023.2.2,Linux x86_64,59.99160118,,,,,,,,,,,19.5161,23.9155,"[0.021277809143066408,-0.3160304069519043,0.1745330810546875,0.48213297526041665]","[-0.4011347452799479,0.39439755280812583,-0.1730203628540039,-0.40297921498616535]","[1,1,1,1]","[0,0,0,0]","[0,0,0,0]","[1.4473999999761595,2.39689999997616,3.330000000000002,4.3965]","[""blk1"",""blk2"",""blk3""]","[1,1,1]",1,23.9166,24.9152,0,0,0,0,1
,,,,,,,,,,,931782,001,2024-02-19_13h29.44.146,corsi_blocks,2023.2.2,Linux x86_64,59.99160118,24.9158,"[[-0.4075,0.11875],[0.54,0.03625],[-0.26625,0.235],[-0.3575,-0.05625],[-0.68625,-0.225],[-0.285,-0.27125],[-0.55125,-0.13375],[-0.09875,0.065],[-0.01875,0.235]]",25.4147,25.4159,25.915,0,0,0,0,1,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,931782,001,2024-02-19_13h29.44.146,corsi_blocks,2023.2.2,Linux x86_64,59.99160118,,,,25.9154,26.4149,1,0,1,0,1,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,931782,001,2024-02-19_13h29.44.146,corsi_blocks,2023.2.2,Linux x86_64,59.99160118,,,,26.4154,26.9147,2,0,2,0,1,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,931782,001,2024-02-19_13h29.44.146,corsi_blocks,2023.2.2,Linux x86_64,59.99160118,,,,26.9153,27.4151,3,0,3,0,1,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,931782,001,2024-02-19_13h29.44.146,corsi_blocks,2023.2.2,Linux x86_64,59.99160118,,,,,,,,,,,27.4153,33.6815,"[-0.3762401898701986,0.5634133656819661,-0.30705439249674477,-0.34524030685424806,0.4755950927734375]","[0.09121128718058268,0.04553063710530599,0.2233533223470052,-0.09255294799804688,-0.3950907389322917]","[1,1,1,1,1]","[0,0,0,0,0]","[0,0,0,0,0]","[0.581800000071528,2.5985000000000085,3.7321000000238485,4.514500000000005,6.265000000000008]","[""blk1"",""blk2"",""blk3"",""blk4""]","[1,1,1,1]",1,33.6821,34.6811,1,0,1,0,1
