instructions.started,instructions.stopped,key_resp.keys,key_resp.rt,key_resp.duration,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.time,participant,session,date,expName,psychopyVersion,OS,frameRate,ISI.started,positions,ISI.stopped,corsi_present.started,corsi_present.stopped,block_sequence.thisRepN,block_sequence.thisTrialN,block_sequence.thisN,block_sequence.thisIndex,block_sequence.ran,corsi_respond.started,corsi_respond.stopped,corsi_mouse.x,corsi_mouse.y,corsi_mouse.leftButton,corsi_mouse.midButton,corsi_mouse.rightButton,corsi_mouse.time,corsi_mouse.clicked_name,correct_list,corsi_correct,feedback.started,feedback.stopped,corsi_task.thisRepN,corsi_task.thisTrialN,corsi_task.thisN,corsi_task.thisIndex,corsi_task.ran
0.0004,6.027,space,5.9671,,,,,,,,705006,001,2024-02-21_13h41.34.755,corsi_blocks,2023.2.2,Win32,59.88023952,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,705006,001,2024-02-21_13h41.34.755,corsi_blocks,2023.2.2,Win32,59.88023952,6.0377,"[[0.4125,-0.1325],[0.62875,-0.1825],[0.57875,-0.31375],[-0.675,0.29875],[-0.24625,0.04375],[0.22,0.2425],[-0.485,0.34625],[0.30125,-0.0175],[-0.285,-0.27125]]",6.5263,6.5285,7.0265,0,0,0,0,1,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,705006,001,2024-02-21_13h41.34.755,corsi_blocks,2023.2.2,Win32,59.88023952,,,,7.0273,7.5258,1,0,1,0,1,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,705006,001,2024-02-21_13h41.34.755,corsi_blocks,2023.2.2,Win32,59.88023952,,,,7.5263,8.0255,2,0,2,0,1,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,705006,001,2024-02-21_13h41.34.755,corsi_blocks,2023.2.2,Win32,59.88023952,,,,,,,,,,,8.0262,12.041,"[0.4324073791503906,0.6064814814814815,0.5509259259259259,0.5472222787362558]","[-0.11018519931369358,-0.19907407407407407,-0.35925928751627606,-0.41203703703703703]","[1,1,1,1]","[0,0,0,0]","[0,0,0,0]","[0.8800999999940391,1.5794999999999995,2.2452999999970196,4.011500000000002]","[""blk1"",""blk2"",""blk3""]","[1,1,1]",1,12.0417,13.0394,0,0,0,0,1
,,,,,,,,,,,705006,001,2024-02-21_13h41.34.755,corsi_blocks,2023.2.2,Win32,59.88023952,13.0401,"[[0.57875,-0.31375],[0.4625,0.35875],[-0.68625,-0.225],[0.6375,0.27375],[-0.55125,-0.13375],[-0.24625,0.04375],[0.1925,-0.295],[-0.4075,0.11875],[0.54,0.03625]]",13.5391,13.5402,14.039,0,0,0,0,1,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,705006,001,2024-02-21_13h41.34.755,corsi_blocks,2023.2.2,Win32,59.88023952,,,,14.0396,14.5387,1,0,1,0,1,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,705006,001,2024-02-21_13h41.34.755,corsi_blocks,2023.2.2,Win32,59.88023952,,,,14.5392,15.0386,2,0,2,0,1,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,705006,001,2024-02-21_13h41.34.755,corsi_blocks,2023.2.2,Win32,59.88023952,,,,15.0391,15.5387,3,0,3,0,1,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,705006,001,2024-02-21_13h41.34.755,corsi_blocks,2023.2.2,Win32,59.88023952,,,,,,,,,,,15.5388,20.1859,"[0.5694444444444444,0.4601851569281684,-0.659259248662878,0.6435185185185185,0.5055556120695891]","[-0.33703705116554544,0.3435185220506456,-0.1833333615903501,0.2749999894036187,-0.41944447270146124]","[1,1,1,1,1]","[0,0,0,0,0]","[0,0,0,0,0]","[0.36499999999999844,1.5306000000089384,2.663300000011919,3.712800000011921,4.64560000000894]","[""blk1"",""blk2"",""blk3"",""blk4""]","[1,1,1,0,0]",0,20.1863,21.1849,1,0,1,0,1
,,,,,,,,,,,705006,001,2024-02-21_13h41.34.755,corsi_blocks,2023.2.2,Win32,59.88023952,21.1857,"[[-0.35125,0.36625],[0.57875,-0.31375],[-0.285,-0.27125],[-0.68625,-0.225],[0.365,-0.27625],[0.22,0.2425],[0.62875,-0.1825],[-0.0225,0.395],[-0.09875,0.065]]",21.6848,21.6859,22.1844,0,0,0,0,1,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,705006,001,2024-02-21_13h41.34.755,corsi_blocks,2023.2.2,Win32,59.88023952,,,,22.185,22.6841,1,0,1,0,1,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,705006,001,2024-02-21_13h41.34.755,corsi_blocks,2023.2.2,Win32,59.88023952,,,,22.6846,23.1842,2,0,2,0,1,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,705006,001,2024-02-21_13h41.34.755,corsi_blocks,2023.2.2,Win32,59.88023952,,,,23.1846,23.6834,3,0,3,0,1,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,705006,001,2024-02-21_13h41.34.755,corsi_blocks,2023.2.2,Win32,59.88023952,,,,,,,,,,,23.6838,25.7664,[-0.3111110969826027],[0.31851851498639144],[1],[0],[0],[1.6645999999940422],"[""blk1""]",[1],1,25.7666,26.7648,2,0,2,0,1
,,,,,,,,,,,705006,001,2024-02-21_13h41.34.755,corsi_blocks,2023.2.2,Win32,59.88023952,26.7653,"[[0.16625,0.3825],[-0.35125,0.36625],[0.19375,-0.17125],[0.22,0.2425],[0.28875,0.39875],[0.62875,-0.1825],[0.4625,0.35875],[-0.45875,-0.3],[0.54,0.03625]]",27.2645,27.2661,27.7646,0,0,0,0,1,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,705006,001,2024-02-21_13h41.34.755,corsi_blocks,2023.2.2,Win32,59.88023952,,,,27.7651,28.2642,1,0,1,0,1,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,705006,001,2024-02-21_13h41.34.755,corsi_blocks,2023.2.2,Win32,59.88023952,,,,28.2649,28.7648,2,0,2,0,1,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,705006,001,2024-02-21_13h41.34.755,corsi_blocks,2023.2.2,Win32,59.88023952,,,,28.7655,29.2636,3,0,3,0,1,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,705006,001,2024-02-21_13h41.34.755,corsi_blocks,2023.2.2,Win32,59.88023952,,,,29.2641,29.7638,4,0,4,0,1,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,705006,001,2024-02-21_13h41.34.755,corsi_blocks,2023.2.2,Win32,59.88023952,,,,,,,,,,,29.7641,36.0105,"[0.15555558381257234,-0.3175925855283384,0.21203705116554541,0.23796300534848813,0.2824074074074074,0.45462968614366317]","[0.37407407054194697,0.3944444391462538,-0.18888890301739727,0.25185184125547055,0.40833332803514266,-0.39444443031593607]","[1,1,1,1,1,1]","[0,0,0,0,0,0]","[0,0,0,0,0,0]","[1.1146999999880762,1.9302999999970183,2.7465999999940394,3.895899999991059,4.4293999999910625,6.244299999997018]","[""blk1"",""blk2"",""blk3"",""blk4"",""blk5""]","[1,1,1,1,1]",1,36.011,37.0092,3,0,3,0,1
,,,,,,,,,,,705006,001,2024-02-21_13h41.34.755,corsi_blocks,2023.2.2,Win32,59.88023952,37.0096,"[[-0.09875,0.065],[0.4625,0.35875],[-0.68625,-0.225],[0.28875,0.39875],[0.16625,0.3825],[-0.35125,0.36625],[0.54,0.03625],[-0.01125,-0.295],[-0.45875,-0.3]]",37.5092,37.5103,38.0087,0,0,0,0,1,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,705006,001,2024-02-21_13h41.34.755,corsi_blocks,2023.2.2,Win32,59.88023952,,,,38.0092,38.5088,1,0,1,0,1,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,705006,001,2024-02-21_13h41.34.755,corsi_blocks,2023.2.2,Win32,59.88023952,,,,38.5094,39.0087,2,0,2,0,1,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,705006,001,2024-02-21_13h41.34.755,corsi_blocks,2023.2.2,Win32,59.88023952,,,,39.0093,39.5084,3,0,3,0,1,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,705006,001,2024-02-21_13h41.34.755,corsi_blocks,2023.2.2,Win32,59.88023952,,,,39.5089,40.0077,4,0,4,0,1,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,705006,001,2024-02-21_13h41.34.755,corsi_blocks,2023.2.2,Win32,59.88023952,,,,40.0083,40.5085,5,0,5,0,1,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,705006,001,2024-02-21_13h41.34.755,corsi_blocks,2023.2.2,Win32,59.88023952,,,,,,,,,,,40.5086,50.4193,"[-0.0749999858714916,0.4398148148148148,-0.7064814744172273,0.302777749520761,-0.3388888747603805,-0.4351851851851852,0.5685186032895688,0.4935185467755353]","[0.043518525582772714,0.3101851851851852,-0.20833333333333334,0.4074074074074074,0.3851851798869945,-0.27314814814814814,-0.4287037319607205,-0.4037036895751953]","[1,1,1,1,1,1,1,1]","[0,0,0,0,0,0,0,0]","[0,0,0,0,0,0,0,0]","[0.33149999999999835,1.2641999999880795,2.280099999994043,3.4631999999880776,4.862000000000002,7.793199999988083,8.776499999999999,9.909199999988083]","[""blk1"",""blk2"",""blk3"",""blk4"",""blk6"",""blk9""]","[1,1,1,1,1,1,0]",0,50.4197,51.4183,4,0,4,0,1
,,,,,,,,,,,705006,001,2024-02-21_13h41.34.755,corsi_blocks,2023.2.2,Win32,59.88023952,51.4187,"[[-0.675,0.29875],[0.22,0.2425],[-0.68625,-0.225],[0.4625,0.35875],[0.1925,-0.295],[0.16625,0.3825],[-0.3575,-0.05625],[0.365,-0.27625],[-0.18625,0.41125]]",51.918,51.9188,52.4177,0,0,0,0,1,,,,,,,,,,,,,,,,,,
