instructions.started,instructions.stopped,key_resp.keys,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.time,participant,session,date,expName,psychopyVersion,OS,frameRate,ISI.started,positions,ISI.stopped,corsi_present.started,corsi_present.stopped,block_sequence.thisRepN,block_sequence.thisTrialN,block_sequence.thisN,block_sequence.thisIndex,block_sequence.ran,corsi_respond.started,corsi_respond.stopped,corsi_mouse.x,corsi_mouse.y,corsi_mouse.leftButton,corsi_mouse.midButton,corsi_mouse.rightButton,corsi_mouse.time,corsi_mouse.clicked_name,correct_list,corsi_correct,feedback.started,feedback.stopped,corsi_task.thisRepN,corsi_task.thisTrialN,corsi_task.thisN,corsi_task.thisIndex,corsi_task.ran,corsi_task.order,block_sequence.order
0.0001,1.6592,,0.043518519,-0.099074074,1,0,0,1.6578,1,001,2024-02-28_22h11.46.318,corsi_blocks,2023.2.2,Win32,142.8571429,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,1,001,2024-02-28_22h11.46.318,corsi_blocks,2023.2.2,Win32,142.8571429,1.6616,"[[0.30125,-0.0175],[-0.09875,0.065],[-0.0225,0.395],[0.62875,-0.1825],[-0.24625,0.04375],[0.25625,0.0975],[0.16625,0.3825],[-0.68625,-0.225],[-0.285,-0.27125]]",2.1591,2.1596,2.6592,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,1,001,2024-02-28_22h11.46.318,corsi_blocks,2023.2.2,Win32,142.8571429,,,,2.6594,3.1592,1,0,1,0,1,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,1,001,2024-02-28_22h11.46.318,corsi_blocks,2023.2.2,Win32,142.8571429,,,,3.1593,3.659,2,0,2,0,1,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,1,001,2024-02-28_22h11.46.318,corsi_blocks,2023.2.2,Win32,142.8571429,,,,,,,,,,,3.6591,9.9648,"[-0.09814814814814815,-0.08518518518518518,-0.03888888888888889,0.1685185185185185,0.5]","[0.062037037037037036,0.37592592592592594,0.38333333333333336,0.36944444444444446,-0.37592592592592594]","[1,1,1,1,1]","[0,0,0,0,0]","[0,0,0,0,0]","[1.923,2.423,2.7284999999999986,4.8812000000476825,6.304799999952314]","[""blk2"",""blk3"",""blk7""]","[0,0,0]",0,9.965,10.9647,0,0,0,0,1,,
,,,,,,,,,1,001,2024-02-28_22h11.46.318,corsi_blocks,2023.2.2,Win32,142.8571429,10.9649,"[[-0.01125,-0.295],[-0.35125,0.36625],[-0.01875,0.235],[0.22,0.2425],[0.45375,0.175],[-0.16125,-0.28],[0.54,0.03625],[-0.12125,-0.12625],[0.30125,-0.0175]]",11.4647,11.4651,11.9646,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,1,001,2024-02-28_22h11.46.318,corsi_blocks,2023.2.2,Win32,142.8571429,,,,11.9648,12.4647,1,0,1,0,1,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,1,001,2024-02-28_22h11.46.318,corsi_blocks,2023.2.2,Win32,142.8571429,,,,12.4649,12.9646,2,0,2,0,1,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,1,001,2024-02-28_22h11.46.318,corsi_blocks,2023.2.2,Win32,142.8571429,,,,,,,,,,,12.9647,15.7147,"[-0.010185185185185186,-0.35,-0.04351851851851852,0.48703703703703705]","[-0.2935185185185185,0.3611111111111111,0.25,-0.40925925925925927]","[1,1,1,1]","[0,0,0,0]","[0,0,0,0]","[1.1687999999523164,1.6665999999046335,1.9950999999046317,2.749599999904632]","[""blk1"",""blk2"",""blk3""]","[1,1,1]",1,15.7148,16.7103,1,0,1,0,1,,
,,,,,,,,,1,001,2024-02-28_22h11.46.318,corsi_blocks,2023.2.2,Win32,142.8571429,16.7105,"[[0.62875,-0.1825],[0.25625,0.0975],[-0.01875,0.235],[-0.485,0.34625],[0.1925,-0.295],[-0.3575,-0.05625],[0.22,0.2425],[-0.24625,0.04375],[0.4625,0.35875]]",17.2078,17.2082,17.7078,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,
