instructions.started,instructions.stopped,key_resp.keys,key_resp.rt,key_resp.duration,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.time,participant,session,date,expName,psychopyVersion,OS,frameRate,ISI.started,positions,ISI.stopped,corsi_present.started,corsi_present.stopped,block_sequence.thisRepN,block_sequence.thisTrialN,block_sequence.thisN,block_sequence.thisIndex,block_sequence.ran,corsi_respond.started,corsi_respond.stopped,corsi_mouse.x,corsi_mouse.y,corsi_mouse.leftButton,corsi_mouse.midButton,corsi_mouse.rightButton,corsi_mouse.time,corsi_mouse.clicked_name,correct_list,corsi_correct,feedback.started,feedback.stopped,corsi_task.thisRepN,corsi_task.thisTrialN,corsi_task.thisN,corsi_task.thisIndex,corsi_task.ran,end.started
0.0002,8.9644,space,8.9505,,,,,,,,741276,001,2023-10-27_19h00.46.172,corsi_blocks,2023.2.2,MacIntel,59.95203837,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,741276,001,2023-10-27_19h00.46.172,corsi_blocks,2023.2.2,MacIntel,59.95203837,8.9725,"[[-0.45875,-0.3],[-0.485,0.34625],[-0.24625,0.04375],[-0.18625,0.41125],[-0.16125,-0.28],[-0.09875,0.065],[0.19375,-0.17125],[0.6375,0.27375],[-0.285,-0.27125]]",9.475,9.4782,9.9751,0,0,0,0,1,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,741276,001,2023-10-27_19h00.46.172,corsi_blocks,2023.2.2,MacIntel,59.95203837,,,,9.9762,10.4763,1,0,1,0,1,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,741276,001,2023-10-27_19h00.46.172,corsi_blocks,2023.2.2,MacIntel,59.95203837,,,,10.4772,10.9785,2,0,2,0,1,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,741276,001,2023-10-27_19h00.46.172,corsi_blocks,2023.2.2,MacIntel,59.95203837,,,,,,,,,,,10.9805,14.8466,"[-0.4473659939236111,-0.45406629774305557,-0.2563259548611111,0.4648491753472222]","[-0.3082275390625,0.3245659722222222,0.0465576171875,-0.4107123480902778]","[1,1,1,1]","[0,0,0,0]","[0,0,0,0]","[0.8467999999998135,1.7147000000001853,2.310899999999908,3.8631000000000917]","[""blk1"",""blk2"",""blk3""]","[1,1,1]",1,14.8473,15.8494,0,0,0,0,1,
,,,,,,,,,,,741276,001,2023-10-27_19h00.46.172,corsi_blocks,2023.2.2,MacIntel,59.95203837,15.8503,"[[-0.12125,-0.12625],[-0.26625,0.235],[-0.68625,-0.225],[0.62875,-0.1825],[-0.285,-0.27125],[0.0675,0.07375],[-0.35125,0.36625],[0.4625,0.35875],[0.25625,0.0975]]",16.3468,16.3481,16.8509,0,0,0,0,1,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,741276,001,2023-10-27_19h00.46.172,corsi_blocks,2023.2.2,MacIntel,59.95203837,,,,16.8514,17.3489,1,0,1,0,1,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,741276,001,2023-10-27_19h00.46.172,corsi_blocks,2023.2.2,MacIntel,59.95203837,,,,17.3494,17.8488,2,0,2,0,1,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,741276,001,2023-10-27_19h00.46.172,corsi_blocks,2023.2.2,MacIntel,59.95203837,,,,17.8494,18.352,3,0,3,0,1,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,741276,001,2023-10-27_19h00.46.172,corsi_blocks,2023.2.2,MacIntel,59.95203837,,,,,,,,,,,18.3522,22.039,"[-0.1168701171875,-0.2259548611111111,-0.6625759548611111,0.5939236111111111,0.44656575520833336]","[-0.130517578125,0.21175944010416667,-0.21948784722222223,-0.17244194878472222,-0.3932373046875]","[1,1,1,1,1]","[0,0,0,0,0]","[0,0,0,0,0]","[0.43210000000009074,0.9983999999999043,1.7824999999999989,2.6662999999998114,3.6858999999999043]","[""blk1"",""blk2"",""blk3"",""blk4""]","[1,1,1,1]",1,22.0393,23.0357,1,0,1,0,1,
