instructions.started,instructions.stopped,key_resp.keys,key_resp.rt,key_resp.duration,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.time,participant,session,date,expName,psychopyVersion,OS,frameRate,ISI.started,positions,ISI.stopped,corsi_present.started,corsi_present.stopped,block_sequence.thisRepN,block_sequence.thisTrialN,block_sequence.thisN,block_sequence.thisIndex,block_sequence.ran,corsi_respond.started,corsi_respond.stopped,corsi_mouse.x,corsi_mouse.y,corsi_mouse.leftButton,corsi_mouse.midButton,corsi_mouse.rightButton,corsi_mouse.time,corsi_mouse.clicked_name,correct_list,corsi_correct,feedback.started,feedback.stopped,corsi_task.thisRepN,corsi_task.thisTrialN,corsi_task.thisN,corsi_task.thisIndex,corsi_task.ran,corsi_task.order
0.001,10.973,space,10.942,,,,,,,,134450,001,2024-02-19_13h26.44.993,corsi_blocks,2023.2.2,MacIntel,58.82352941,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,134450,001,2024-02-19_13h26.44.993,corsi_blocks,2023.2.2,MacIntel,58.82352941,10.98,"[[-0.18625,0.41125],[-0.09875,0.065],[-0.35125,0.36625],[0.4625,0.35875],[0.05875,-0.0575],[-0.285,-0.27125],[0.54,0.03625],[-0.0225,0.395],[-0.26625,0.235]]",11.473,11.476,11.97,0,0,0,0,1,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,134450,001,2024-02-19_13h26.44.993,corsi_blocks,2023.2.2,MacIntel,58.82352941,,,,11.97,12.474,1,0,1,0,1,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,134450,001,2024-02-19_13h26.44.993,corsi_blocks,2023.2.2,MacIntel,58.82352941,,,,12.474,12.97,2,0,2,0,1,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,134450,001,2024-02-19_13h26.44.993,corsi_blocks,2023.2.2,MacIntel,58.82352941,,,,,,,,,,,12.97,15.654,"[-0.19175347222222222,-0.06916232638888889,-0.3639192708333333,0.44186631944444443]","[0.39133680555555556,0.02879340277777778,0.3368793402777778,-0.4045138888888889]","[1,1,1,1]","[0,0,0,0]","[0,0,0,0]","[0.7179999999999982,1.2359999999999989,1.7520000000000007,2.682999999999998]","[""blk1"",""blk2"",""blk3""]","[1,1,1]",1,15.654,16.654,0,0,0,0,1,
,,,,,,,,,,,134450,001,2024-02-19_13h26.44.993,corsi_blocks,2023.2.2,MacIntel,58.82352941,16.655,"[[0.16625,0.3825],[-0.485,0.34625],[-0.285,-0.27125],[-0.18625,0.41125],[-0.12125,-0.12625],[0.03125,-0.41],[-0.26625,0.235],[-0.35125,0.36625],[0.365,-0.27625]]",17.153,17.155,17.656,0,0,0,0,1,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,134450,001,2024-02-19_13h26.44.993,corsi_blocks,2023.2.2,MacIntel,58.82352941,,,,17.656,18.156,1,0,1,0,1,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,134450,001,2024-02-19_13h26.44.993,corsi_blocks,2023.2.2,MacIntel,58.82352941,,,,18.156,18.656,2,0,2,0,1,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,134450,001,2024-02-19_13h26.44.993,corsi_blocks,2023.2.2,MacIntel,58.82352941,,,,18.656,19.157,3,0,3,0,1,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,134450,001,2024-02-19_13h26.44.993,corsi_blocks,2023.2.2,MacIntel,58.82352941,,,,,,,,,,,19.157,22.253,"[0.18463541666666666,-0.47953993055555555,-0.2983637152777778,-0.18765625,0.48200086805555553]","[0.3995225694444444,0.3573307291666667,-0.25360677083333333,0.43526475694444444,-0.3935416666666667]","[1,1,1,1,1]","[0,0,0,0,0]","[0,0,0,0,0]","[0.46499999999999986,1.0150000000000006,1.600999999999999,2.1000000000000014,3.096]","[""blk1"",""blk2"",""blk3"",""blk4""]","[1,1,1,1]",1,22.253,23.257,1,0,1,0,1,
,,,,,,,,,,,134450,001,2024-02-19_13h26.44.993,corsi_blocks,2023.2.2,MacIntel,58.82352941,23.258,"[[-0.4075,0.11875],[-0.35125,0.36625],[-0.01875,0.235],[0.45375,0.175],[0.16625,0.3825],[-0.55125,-0.13375],[-0.24625,0.04375],[0.54,0.03625],[0.57875,-0.31375]]",23.754,23.755,24.253,0,0,0,0,1,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,134450,001,2024-02-19_13h26.44.993,corsi_blocks,2023.2.2,MacIntel,58.82352941,,,,24.253,24.74,1,0,1,0,1,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,134450,001,2024-02-19_13h26.44.993,corsi_blocks,2023.2.2,MacIntel,58.82352941,,,,24.74,25.24,2,0,2,0,1,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,134450,001,2024-02-19_13h26.44.993,corsi_blocks,2023.2.2,MacIntel,58.82352941,,,,25.24,25.74,3,0,3,0,1,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,134450,001,2024-02-19_13h26.44.993,corsi_blocks,2023.2.2,MacIntel,58.82352941,,,,25.74,26.236,4,0,4,0,1,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,134450,001,2024-02-19_13h26.44.993,corsi_blocks,2023.2.2,MacIntel,58.82352941,,,,,,,,,,,26.236,29.273,"[-0.37710069444444444,-0.37279947916666667,-0.032456597222222223,0.4407378472222222,0.16395833333333334,0.16340277777777779,0.4924001736111111]","[0.11388888888888889,0.3742404513888889,0.20891927083333334,0.20395833333333332,0.4475390625,0.34770833333333334,-0.4228689236111111]","[1,1,1,1,1,1,1]","[0,0,0,0,0,0,0]","[0,0,0,0,0,0,0]","[0.2530000000000001,0.6009999999999991,1.001999999999999,1.4540000000000006,1.786999999999999,2.1189999999999998,3.036000000000005]","[""blk1"",""blk2"",""blk3"",""blk4"",""blk5""]","[1,1,1,1,1]",1,29.273,30.274,2,0,2,0,1,
,,,,,,,,,,,134450,001,2024-02-19_13h26.44.993,corsi_blocks,2023.2.2,MacIntel,58.82352941,30.274,"[[0.19375,-0.17125],[-0.35125,0.36625],[-0.45875,-0.3],[-0.01125,-0.295],[0.45375,0.175],[-0.3575,-0.05625],[0.0675,0.07375],[-0.68625,-0.225],[-0.0225,0.395]]",30.771,30.771,31.274,0,0,0,0,1,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,134450,001,2024-02-19_13h26.44.993,corsi_blocks,2023.2.2,MacIntel,58.82352941,,,,31.274,31.772,1,0,1,0,1,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,134450,001,2024-02-19_13h26.44.993,corsi_blocks,2023.2.2,MacIntel,58.82352941,,,,31.773,32.274,2,0,2,0,1,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,134450,001,2024-02-19_13h26.44.993,corsi_blocks,2023.2.2,MacIntel,58.82352941,,,,32.275,32.773,3,0,3,0,1,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,134450,001,2024-02-19_13h26.44.993,corsi_blocks,2023.2.2,MacIntel,58.82352941,,,,32.773,33.273,4,0,4,0,1,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,134450,001,2024-02-19_13h26.44.993,corsi_blocks,2023.2.2,MacIntel,58.82352941,,,,33.273,33.77,5,0,5,0,1,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,134450,001,2024-02-19_13h26.44.993,corsi_blocks,2023.2.2,MacIntel,58.82352941,,,,,,,,,,,33.77,39.37,"[0.1319357638888889,0.17652777777777778,-0.33749131944444444,-0.4486675347222222,0.03937934027777778,-0.03129340277777778,0.47778211805555554,-0.3474565972222222,0.5603385416666666,0.5051649305555556]","[-0.18053385416666667,-0.17617621527777777,0.3469921875,-0.2565798611111111,-0.2678168402777778,-0.2720355902777778,0.1790972222222222,-0.04902777777777778,-0.43211371527777775,-0.3968055555555556]","[1,1,1,1,1,1,1,1,1,1]","[0,0,0,0,0,0,0,0,0,0]","[0,0,0,0,0,0,0,0,0,0]","[0.6189999999999998,0.9839999999999947,1.5659999999999954,2.186,2.7519999999999953,3.114999999999995,3.735999999999997,4.302,4.867999999999995,5.598999999999997]","[""blk1"",""blk2"",""blk3"",""blk4"",""blk5"",""blk6""]","[1,1,1,1,1,1]",1,39.37,40.367,3,0,3,0,1,
,,,,,,,,,,,134450,001,2024-02-19_13h26.44.993,corsi_blocks,2023.2.2,MacIntel,58.82352941,40.368,"[[-0.485,0.34625],[0.28875,0.39875],[0.45375,0.175],[-0.3575,-0.05625],[0.22,0.2425],[-0.16125,-0.28],[-0.68625,-0.225],[0.03125,-0.41],[-0.45875,-0.3]]",40.87,40.871,41.374,0,0,0,0,1,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,134450,001,2024-02-19_13h26.44.993,corsi_blocks,2023.2.2,MacIntel,58.82352941,,,,41.375,41.873,1,0,1,0,1,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,134450,001,2024-02-19_13h26.44.993,corsi_blocks,2023.2.2,MacIntel,58.82352941,,,,41.873,42.372,2,0,2,0,1,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,134450,001,2024-02-19_13h26.44.993,corsi_blocks,2023.2.2,MacIntel,58.82352941,,,,42.373,42.873,3,0,3,0,1,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,134450,001,2024-02-19_13h26.44.993,corsi_blocks,2023.2.2,MacIntel,58.82352941,,,,42.873,43.372,4,0,4,0,1,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,134450,001,2024-02-19_13h26.44.993,corsi_blocks,2023.2.2,MacIntel,58.82352941,,,,43.373,43.873,5,0,5,0,1,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,134450,001,2024-02-19_13h26.44.993,corsi_blocks,2023.2.2,MacIntel,58.82352941,,,,43.873,44.373,6,0,6,0,1,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,134450,001,2024-02-19_13h26.44.993,corsi_blocks,2023.2.2,MacIntel,58.82352941,,,,,,,,,,,44.373,50.72,"[-0.4556119791666667,0.2807161458333333,0.4329513888888889,-0.301953125,-0.3183246527777778,0.21047743055555557,-0.1613888888888889,-0.7071614583333333,0.47796875]","[0.30618055555555557,0.3804253472222222,0.15403211805555556,-0.017803819444444445,-0.0250390625,0.27020399305555554,-0.2794314236111111,-0.20167534722222222,-0.37961805555555556]","[1,1,1,1,1,1,1,1,1]","[0,0,0,0,0,0,0,0,0]","[0,0,0,0,0,0,0,0,0]","[0.384999999999998,1.0499999999999972,1.5840000000000032,2.100999999999999,2.4009999999999962,2.868000000000002,3.4309999999999974,5.634,6.347000000000001]","[""blk1"",""blk2"",""blk3"",""blk4"",""blk5"",""blk6"",""blk7""]","[1,1,1,1,1,1,1]",1,50.72,51.725,4,0,4,0,1,
,,,,,,,,,,,134450,001,2024-02-19_13h26.44.993,corsi_blocks,2023.2.2,MacIntel,58.82352941,51.726,"[[-0.26625,0.235],[0.28875,0.39875],[-0.55125,-0.13375],[-0.4075,0.11875],[0.57875,-0.31375],[-0.35125,0.36625],[-0.6025,0.0725],[-0.485,0.34625],[-0.01875,0.235]]",52.223,52.226,52.724,0,0,0,0,1,,,,,,,,,,,,,,,,,,,
