instructions.started,instructions.stopped,key_resp.keys,key_resp.rt,key_resp.duration,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.time,participant,session,date,expName,psychopyVersion,OS,frameRate,ISI.started,positions,ISI.stopped,corsi_present.started,corsi_present.stopped,block_sequence.thisRepN,block_sequence.thisTrialN,block_sequence.thisN,block_sequence.thisIndex,block_sequence.ran,corsi_respond.started,corsi_respond.stopped,corsi_mouse.x,corsi_mouse.y,corsi_mouse.leftButton,corsi_mouse.midButton,corsi_mouse.rightButton,corsi_mouse.time,corsi_mouse.clicked_name,correct_list,corsi_correct,feedback.started,feedback.stopped,corsi_task.thisRepN,corsi_task.thisTrialN,corsi_task.thisN,corsi_task.thisIndex,corsi_task.ran,corsi_task.order
,,,,,,,,,,,134450,001,2024-02-19_13h26.44.993,corsi_blocks,2023.2.2,MacIntel,58.82352941,,,,52.724,53.221,1,0,1,0,1,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,134450,001,2024-02-19_13h26.44.993,corsi_blocks,2023.2.2,MacIntel,58.82352941,,,,53.222,53.721,2,0,2,0,1,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,134450,001,2024-02-19_13h26.44.993,corsi_blocks,2023.2.2,MacIntel,58.82352941,,,,53.721,54.223,3,0,3,0,1,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,134450,001,2024-02-19_13h26.44.993,corsi_blocks,2023.2.2,MacIntel,58.82352941,,,,54.223,54.724,4,0,4,0,1,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,134450,001,2024-02-19_13h26.44.993,corsi_blocks,2023.2.2,MacIntel,58.82352941,,,,54.724,55.225,5,0,5,0,1,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,134450,001,2024-02-19_13h26.44.993,corsi_blocks,2023.2.2,MacIntel,58.82352941,,,,55.225,55.724,6,0,6,0,1,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,134450,001,2024-02-19_13h26.44.993,corsi_blocks,2023.2.2,MacIntel,58.82352941,,,,55.724,56.223,7,0,7,0,1,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,134450,001,2024-02-19_13h26.44.993,corsi_blocks,2023.2.2,MacIntel,58.82352941,,,,,,,,,,,56.223,65.807,"[0.3052213541666667,-0.5229861111111112,-0.4469748263888889,0.5554774305555555,-0.6042881944444445,-0.3741536458333333,-0.46984375,0.03745225694444444,-0.4123263888888889,-0.3601345486111111,-0.40953993055555554,-0.4432552083333333,-0.4563802083333333,0.4952517361111111]","[0.3563498263888889,-0.1050607638888889,0.116484375,-0.2993532986111111,0.11078559027777778,0.3692621527777778,0.34220052083333335,0.2192925347222222,0.36852430555555554,0.36852430555555554,0.35336805555555556,0.35336805555555556,0.35336805555555556,-0.3809982638888889]","[1,1,1,1,1,1,1,1,1,1,1,1,1,1]","[0,0,0,0,0,0,0,0,0,0,0,0,0,0]","[0,0,0,0,0,0,0,0,0,0,0,0,0,0]","[0.4469999999999956,1.046999999999997,2.5319999999999965,3.2010000000000005,4.084000000000003,4.533000000000001,4.9339999999999975,6.033999999999985,6.516999999999989,6.866999999999997,7.982999999999997,8.382999999999988,8.749999999999993,9.583999999999996]","[""blk2"",""blk3"",""blk4"",""blk5"",""blk7"",""blk6"",""blk8"",""blk6"",""blk8"",""blk8""]","[1,1,1,1,1,0,0,1]",0,65.808,66.804,5,0,5,0,1,
,,,,,,,,,,,134450,001,2024-02-19_13h26.44.993,corsi_blocks,2023.2.2,MacIntel,58.82352941,66.804,"[[0.62875,-0.1825],[0.1925,-0.295],[-0.485,0.34625],[-0.55125,-0.13375],[0.22,0.2425],[0.0675,0.07375],[0.4125,-0.1325],[-0.01875,0.235],[0.16625,0.3825]]",67.306,67.306,67.807,0,0,0,0,1,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,134450,001,2024-02-19_13h26.44.993,corsi_blocks,2023.2.2,MacIntel,58.82352941,,,,67.807,68.307,1,0,1,0,1,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,134450,001,2024-02-19_13h26.44.993,corsi_blocks,2023.2.2,MacIntel,58.82352941,,,,68.307,68.806,2,0,2,0,1,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,134450,001,2024-02-19_13h26.44.993,corsi_blocks,2023.2.2,MacIntel,58.82352941,,,,68.807,69.306,3,0,3,0,1,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,134450,001,2024-02-19_13h26.44.993,corsi_blocks,2023.2.2,MacIntel,58.82352941,,,,69.306,69.806,4,0,4,0,1,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,134450,001,2024-02-19_13h26.44.993,corsi_blocks,2023.2.2,MacIntel,58.82352941,,,,69.807,70.306,5,0,5,0,1,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,134450,001,2024-02-19_13h26.44.993,corsi_blocks,2023.2.2,MacIntel,58.82352941,,,,70.308,70.806,6,0,6,0,1,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,134450,001,2024-02-19_13h26.44.993,corsi_blocks,2023.2.2,MacIntel,58.82352941,,,,70.806,71.304,7,0,7,0,1,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,134450,001,2024-02-19_13h26.44.993,corsi_blocks,2023.2.2,MacIntel,58.82352941,,,,,,,,,,,71.304,80.874,"[0.6070876736111112,-0.42648871527777776,-0.4578993055555556,-0.5063368055555556,-0.5759201388888889,-0.5534071180555555,-0.541640625,-0.541640625,-0.541640625,0.1724652777777778,0.5331987847222223]","[-0.17926215277777777,0.34294704861111114,0.31698350694444444,-0.11484809027777777,-0.14891493055555555,-0.13276475694444445,-0.13387586805555557,-0.13387586805555557,-0.13387586805555557,-0.2828732638888889,-0.41563368055555555]","[1,1,1,1,1,1,1,1,1,1,1]","[0,0,0,0,0,0,0,0,0,0,0]","[0,0,0,0,0,0,0,0,0,0,0]","[0.5190000000000055,1.335000000000008,1.7520000000000095,3.0360000000000014,4.352000000000004,5.067999999999998,5.451999999999998,5.8030000000000115,6.4480000000000075,7.365000000000009,9.569000000000003]","[""blk1"",""blk3"",""blk4"",""blk4"",""blk4"",""blk4"",""blk4"",""blk4"",""blk2""]","[1,0,0,0]",0,80.875,,6,0,6,0,1,999
