instructions.started,instructions.stopped,key_resp.keys,key_resp.rt,key_resp.duration,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.time,participant,session,date,expName,psychopyVersion,OS,frameRate,ISI.started,positions,ISI.stopped,corsi_present.started,corsi_present.stopped,block_sequence.thisRepN,block_sequence.thisTrialN,block_sequence.thisN,block_sequence.thisIndex,block_sequence.ran,corsi_respond.started,corsi_respond.stopped,corsi_mouse.x,corsi_mouse.y,corsi_mouse.leftButton,corsi_mouse.midButton,corsi_mouse.rightButton,corsi_mouse.time,corsi_mouse.clicked_name,correct_list,corsi_correct,feedback.started,feedback.stopped,corsi_task.thisRepN,corsi_task.thisTrialN,corsi_task.thisN,corsi_task.thisIndex,corsi_task.ran,corsi_task.order
0,15.149,f,15.119,,,,,,,,718892,001,2024-01-25_18h40.22.159,corsi_blocks,2023.2.2,Win32,60.0240096,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,718892,001,2024-01-25_18h40.22.159,corsi_blocks,2023.2.2,Win32,60.0240096,15.156,"[[0.16625,0.3825],[0.365,-0.27625],[-0.18625,0.41125],[0.45375,0.175],[-0.01125,-0.295],[0.57875,-0.31375],[0.03125,-0.41],[0.25625,0.0975],[-0.4075,0.11875]]",15.648,15.65,16.148,0,0,0,0,1,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,718892,001,2024-01-25_18h40.22.159,corsi_blocks,2023.2.2,Win32,60.0240096,,,,16.149,16.648,1,0,1,0,1,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,718892,001,2024-01-25_18h40.22.159,corsi_blocks,2023.2.2,Win32,60.0240096,,,,16.649,17.148,2,0,2,0,1,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,718892,001,2024-01-25_18h40.22.159,corsi_blocks,2023.2.2,Win32,60.0240096,,,,,,,,,,,17.148,23.795,"[0.35875,0.26,-0.14875,0.47125]","[-0.2725,0.0975,0.39125,-0.39125]","[1,1,1,1]","[0,0,0,0]","[0,0,0,0]","[2.6290000000000013,3.6270000000000024,4.593999999999998,6.643000000000004]","[""blk2"",""blk8"",""blk3""]","[0,0,1]",0,23.795,24.794,0,0,0,0,1,
,,,,,,,,,,,718892,001,2024-01-25_18h40.22.159,corsi_blocks,2023.2.2,Win32,60.0240096,24.794,"[[-0.3575,-0.05625],[-0.45875,-0.3],[0.6375,0.27375],[-0.16125,-0.28],[-0.675,0.29875],[-0.68625,-0.225],[0.4125,-0.1325],[-0.55125,-0.13375],[0.16625,0.3825]]",25.294,25.295,25.793,0,0,0,0,1,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,718892,001,2024-01-25_18h40.22.159,corsi_blocks,2023.2.2,Win32,60.0240096,,,,25.795,26.294,1,0,1,0,1,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,718892,001,2024-01-25_18h40.22.159,corsi_blocks,2023.2.2,Win32,60.0240096,,,,26.294,26.794,2,0,2,0,1,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,718892,001,2024-01-25_18h40.22.159,corsi_blocks,2023.2.2,Win32,60.0240096,,,,,,,,,,,26.794,31.542,"[-0.34625,-0.445,0.62125,0.50375]","[-0.06875,-0.31125,0.275,-0.4]","[1,1,1,1]","[0,0,0,0]","[0,0,0,0]","[1.6129999999999995,2.463000000000001,3.646000000000001,4.744999999999997]","[""blk1"",""blk2"",""blk3""]","[1,1,1]",1,31.542,32.541,1,0,1,0,1,
,,,,,,,,,,,718892,001,2024-01-25_18h40.22.159,corsi_blocks,2023.2.2,Win32,60.0240096,32.541,"[[-0.55125,-0.13375],[0.19375,-0.17125],[-0.45875,-0.3],[-0.18625,0.41125],[-0.4075,0.11875],[-0.16125,-0.28],[-0.01125,-0.295],[0.22,0.2425],[0.28875,0.39875]]",33.04,33.043,33.541,0,0,0,0,1,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,718892,001,2024-01-25_18h40.22.159,corsi_blocks,2023.2.2,Win32,60.0240096,,,,33.542,34.04,1,0,1,0,1,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,718892,001,2024-01-25_18h40.22.159,corsi_blocks,2023.2.2,Win32,60.0240096,,,,34.041,34.54,2,0,2,0,1,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,718892,001,2024-01-25_18h40.22.159,corsi_blocks,2023.2.2,Win32,60.0240096,,,,34.542,35.04,3,0,3,0,1,,,,,,,,,,,,,,,,,,,
