instructions.started,instructions.stopped,key_resp.keys,key_resp.rt,key_resp.duration,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.time,participant,session,date,expName,psychopyVersion,OS,frameRate,ISI.started,positions,ISI.stopped,corsi_present.started,corsi_present.stopped,block_sequence.thisRepN,block_sequence.thisTrialN,block_sequence.thisN,block_sequence.thisIndex,block_sequence.ran,corsi_respond.started,corsi_respond.stopped,corsi_mouse.x,corsi_mouse.y,corsi_mouse.leftButton,corsi_mouse.midButton,corsi_mouse.rightButton,corsi_mouse.time,corsi_mouse.clicked_name,correct_list,corsi_correct,feedback.started,feedback.stopped,corsi_task.thisRepN,corsi_task.thisTrialN,corsi_task.thisN,corsi_task.thisIndex,corsi_task.ran,corsi_task.order
,,,,,,,,,,,718892,001,2024-01-25_18h40.22.159,corsi_blocks,2023.2.2,Win32,60.0240096,,,,,,,,,,,35.04,39.754,"[0.18625,-0.54125,-0.48875,-0.2,0.50375]","[-0.17625,-0.12375,-0.30125,0.37375,-0.40875]","[1,1,1,1,1]","[0,0,0,0,0]","[0,0,0,0,0]","[1.2639999999999958,2.029999999999994,2.779999999999994,3.6459999999999937,4.711999999999996]","[""blk2"",""blk1"",""blk3"",""blk4""]","[0,0,1,1]",0,39.755,40.755,2,0,2,0,1,
,,,,,,,,,,,718892,001,2024-01-25_18h40.22.159,corsi_blocks,2023.2.2,Win32,60.0240096,40.756,"[[0.0675,0.07375],[0.1925,-0.295],[-0.6025,0.0725],[0.30125,-0.0175],[0.28875,0.39875],[-0.09875,0.065],[0.16625,0.3825],[-0.01125,-0.295],[0.6375,0.27375]]",41.254,41.256,41.754,0,0,0,0,1,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,718892,001,2024-01-25_18h40.22.159,corsi_blocks,2023.2.2,Win32,60.0240096,,,,41.755,42.253,1,0,1,0,1,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,718892,001,2024-01-25_18h40.22.159,corsi_blocks,2023.2.2,Win32,60.0240096,,,,42.254,42.753,2,0,2,0,1,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,718892,001,2024-01-25_18h40.22.159,corsi_blocks,2023.2.2,Win32,60.0240096,,,,42.754,43.253,3,0,3,0,1,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,718892,001,2024-01-25_18h40.22.159,corsi_blocks,2023.2.2,Win32,60.0240096,,,,,,,,,,,43.253,47.735,"[0.06375,0.185,-0.57125,0.25875,0.49625]","[0.08125,-0.30875,0.05,0.0025,-0.39125]","[1,1,1,1,1]","[0,0,0,0,0]","[0,0,0,0,0]","[1.1820000000000022,1.8810000000000002,2.764000000000003,3.5799999999999983,4.481000000000002]","[""blk1"",""blk2"",""blk3"",""blk4""]","[1,1,1,1]",1,47.736,48.734,3,0,3,0,1,
,,,,,,,,,,,718892,001,2024-01-25_18h40.22.159,corsi_blocks,2023.2.2,Win32,60.0240096,48.735,"[[0.05875,-0.0575],[-0.26625,0.235],[-0.3575,-0.05625],[0.45375,0.175],[-0.0225,0.395],[0.365,-0.27625],[-0.18625,0.41125],[-0.16125,-0.28],[-0.24625,0.04375]]",49.234,49.235,49.734,0,0,0,0,1,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,718892,001,2024-01-25_18h40.22.159,corsi_blocks,2023.2.2,Win32,60.0240096,,,,49.736,50.234,1,0,1,0,1,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,718892,001,2024-01-25_18h40.22.159,corsi_blocks,2023.2.2,Win32,60.0240096,,,,50.234,50.733,2,0,2,0,1,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,718892,001,2024-01-25_18h40.22.159,corsi_blocks,2023.2.2,Win32,60.0240096,,,,50.734,51.233,3,0,3,0,1,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,718892,001,2024-01-25_18h40.22.159,corsi_blocks,2023.2.2,Win32,60.0240096,,,,51.234,51.733,4,0,4,0,1,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,718892,001,2024-01-25_18h40.22.159,corsi_blocks,2023.2.2,Win32,60.0240096,,,,,,,,,,,51.733,,,,,,,,,,,,,4,0,4,0,1,999
