instructions.started,instructions.stopped,key_resp.keys,key_resp.rt,key_resp.duration,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.time,participant,session,date,expName,psychopyVersion,OS,frameRate,ISI.started,positions,ISI.stopped,corsi_present.started,corsi_present.stopped,block_sequence.thisRepN,block_sequence.thisTrialN,block_sequence.thisN,block_sequence.thisIndex,block_sequence.ran,corsi_respond.started,corsi_respond.stopped,corsi_mouse.x,corsi_mouse.y,corsi_mouse.leftButton,corsi_mouse.midButton,corsi_mouse.rightButton,corsi_mouse.time,corsi_mouse.clicked_name,correct_list,corsi_correct,feedback.started,feedback.stopped,corsi_task.thisRepN,corsi_task.thisTrialN,corsi_task.thisN,corsi_task.thisIndex,corsi_task.ran
0,5.657,space,5.627,,,,,,,,464520,001,2023-12-04_15h57.33.960,corsi_blocks,2023.2.2,Win32,60.0240096,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,464520,001,2023-12-04_15h57.33.960,corsi_blocks,2023.2.2,Win32,60.0240096,5.662,"[[-0.285,-0.27125],[0.1925,-0.295],[0.28875,0.39875],[-0.55125,-0.13375],[-0.01125,-0.295],[-0.45875,-0.3],[0.25625,0.0975],[-0.4075,0.11875],[-0.35125,0.36625]]",6.157,6.157,6.657,0,0,0,0,1,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,464520,001,2023-12-04_15h57.33.960,corsi_blocks,2023.2.2,Win32,60.0240096,,,,6.657,7.157,1,0,1,0,1,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,464520,001,2023-12-04_15h57.33.960,corsi_blocks,2023.2.2,Win32,60.0240096,,,,7.157,7.656,2,0,2,0,1,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,464520,001,2023-12-04_15h57.33.960,corsi_blocks,2023.2.2,Win32,60.0240096,,,,,,,,,,,7.657,12.855,"[-0.30324074074074076,0.19675925925925927,0.29050925925925924,0.4826388888888889]","[-0.27546296296296297,-0.2777777777777778,0.4097222222222222,-0.40046296296296297]","[1,1,1,1]","[0,0,0,0]","[0,0,0,0]","[1.347999999999999,1.9809999999999999,2.5969999999999995,5.196999999999997]","[""blk1"",""blk2"",""blk3""]","[1,1,1]",1,12.856,13.855,0,0,0,0,1
,,,,,,,,,,,464520,001,2023-12-04_15h57.33.960,corsi_blocks,2023.2.2,Win32,60.0240096,13.856,"[[-0.12125,-0.12625],[0.0675,0.07375],[0.4625,0.35875],[0.6375,0.27375],[0.25625,0.0975],[-0.68625,-0.225],[-0.26625,0.235],[-0.35125,0.36625],[-0.285,-0.27125]]",14.355,14.355,14.855,0,0,0,0,1,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,464520,001,2023-12-04_15h57.33.960,corsi_blocks,2023.2.2,Win32,60.0240096,,,,14.855,15.355,1,0,1,0,1,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,464520,001,2023-12-04_15h57.33.960,corsi_blocks,2023.2.2,Win32,60.0240096,,,,15.355,15.854,2,0,2,0,1,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,464520,001,2023-12-04_15h57.33.960,corsi_blocks,2023.2.2,Win32,60.0240096,,,,15.855,16.355,3,0,3,0,1,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,464520,001,2023-12-04_15h57.33.960,corsi_blocks,2023.2.2,Win32,60.0240096,,,,,,,,,,,16.355,19.821,"[-0.0787037037037037,0.046296296296296294,0.42476851851851855,0.6377314814814815,0.5069444444444444]","[-0.13425925925925927,0.06712962962962964,0.33449074074074076,0.28587962962962965,-0.4039351851851852]","[1,1,1,1,1]","[0,0,0,0,0]","[0,0,0,0,0]","[1.1320000000000014,1.5820000000000007,2.0650000000000013,2.414999999999999,3.465]","[""blk1"",""blk2"",""blk3"",""blk4""]","[1,1,1,1]",1,19.821,20.821,1,0,1,0,1
,,,,,,,,,,,464520,001,2023-12-04_15h57.33.960,corsi_blocks,2023.2.2,Win32,60.0240096,20.821,"[[0.05875,-0.0575],[0.25625,0.0975],[0.6375,0.27375],[0.365,-0.27625],[0.03125,-0.41],[-0.24625,0.04375],[0.4625,0.35875],[-0.68625,-0.225],[-0.4075,0.11875]]",21.321,21.321,21.82,0,0,0,0,1,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,464520,001,2023-12-04_15h57.33.960,corsi_blocks,2023.2.2,Win32,60.0240096,,,,21.821,22.32,1,0,1,0,1,,,,,,,,,,,,,,,,,,
