instructions.started,instructions.stopped,key_resp.keys,key_resp.rt,key_resp.duration,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.time,participant,session,date,expName,psychopyVersion,OS,frameRate,ISI.started,positions,ISI.stopped,corsi_present.started,corsi_present.stopped,block_sequence.thisRepN,block_sequence.thisTrialN,block_sequence.thisN,block_sequence.thisIndex,block_sequence.ran,corsi_respond.started,corsi_respond.stopped,corsi_mouse.x,corsi_mouse.y,corsi_mouse.leftButton,corsi_mouse.midButton,corsi_mouse.rightButton,corsi_mouse.time,corsi_mouse.clicked_name,correct_list,corsi_correct,feedback.started,feedback.stopped,corsi_task.thisRepN,corsi_task.thisTrialN,corsi_task.thisN,corsi_task.thisIndex,corsi_task.ran,corsi_task.order
,,,,,,,,,,,975866,001,2023-12-04_13h08.01.475,corsi_blocks,2023.2.2,MacIntel,62.5,20.668,"[[-0.6025,0.0725],[0.05875,-0.0575],[0.30125,-0.0175],[-0.12125,-0.12625],[0.54,0.03625],[0.19375,-0.17125],[0.4625,0.35875],[0.03125,-0.41],[0.57875,-0.31375]]",21.161,21.161,21.658,0,0,0,0,1,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,975866,001,2023-12-04_13h08.01.475,corsi_blocks,2023.2.2,MacIntel,62.5,,,,21.658,22.157,1,0,1,0,1,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,975866,001,2023-12-04_13h08.01.475,corsi_blocks,2023.2.2,MacIntel,62.5,,,,22.158,22.657,2,0,2,0,1,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,975866,001,2023-12-04_13h08.01.475,corsi_blocks,2023.2.2,MacIntel,62.5,,,,22.657,23.151,3,0,3,0,1,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,975866,001,2023-12-04_13h08.01.475,corsi_blocks,2023.2.2,MacIntel,62.5,,,,23.152,23.646,4,0,4,0,1,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,975866,001,2023-12-04_13h08.01.475,corsi_blocks,2023.2.2,MacIntel,62.5,,,,,,,,,,,23.646,27.856,"[-0.6074074074074074,0.30158730158730157,0.061375661375661375,-0.08571428571428572,-0.08042328042328042,0.5322751322751322,0.4708994708994709,0.4656084656084656]","[0.09470899470899471,-0.010052910052910053,-0.03015873015873016,-0.07354497354497354,-0.10317460317460317,0.051322751322751325,-0.4343915343915344,-0.4058201058201058]","[1,1,1,1,1,1,1,1]","[0,0,0,0,0,0,0,0]","[0,0,0,0,0,0,0,0]","[0.5409999999999968,1.1219999999999963,1.4539999999999935,1.7869999999999955,2.170999999999996,2.8879999999999946,3.6599999999999966,4.208999999999996]","[""blk1"",""blk3"",""blk2"",""blk4"",""blk5""]","[1,0,0,1,1]",0,27.856,28.854,2,0,2,0,1,
,,,,,,,,,,,975866,001,2023-12-04_13h08.01.475,corsi_blocks,2023.2.2,MacIntel,62.5,28.854,"[[0.54,0.03625],[-0.485,0.34625],[0.57875,-0.31375],[0.16625,0.3825],[0.03125,-0.41],[-0.01875,0.235],[-0.3575,-0.05625],[0.28875,0.39875],[0.05875,-0.0575]]",29.348,29.348,29.845,0,0,0,0,1,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,975866,001,2023-12-04_13h08.01.475,corsi_blocks,2023.2.2,MacIntel,62.5,,,,29.846,30.338,1,0,1,0,1,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,975866,001,2023-12-04_13h08.01.475,corsi_blocks,2023.2.2,MacIntel,62.5,,,,30.338,30.841,2,0,2,0,1,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,975866,001,2023-12-04_13h08.01.475,corsi_blocks,2023.2.2,MacIntel,62.5,,,,30.842,31.339,3,0,3,0,1,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,975866,001,2023-12-04_13h08.01.475,corsi_blocks,2023.2.2,MacIntel,62.5,,,,31.339,31.834,4,0,4,0,1,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,975866,001,2023-12-04_13h08.01.475,corsi_blocks,2023.2.2,MacIntel,62.5,,,,,,,,,,,31.834,35.646,"[0.544973544973545,-0.48677248677248675,0.5407407407407407,0.16507936507936508,0.0656084656084656,0.5164021164021164]","[0.0291005291005291,0.3486772486772487,-0.29365079365079366,0.36878306878306877,-0.4238095238095238,-0.4058201058201058]","[1,1,1,1,1,1]","[0,0,0,0,0,0]","[0,0,0,0,0,0]","[0.23499999999999943,1.0870000000000033,1.756999999999998,2.4840000000000018,3.189,3.811]","[""blk1"",""blk2"",""blk3"",""blk4"",""blk5""]","[1,1,1,1,1]",1,35.646,36.64,3,0,3,0,1,
,,,,,,,,,,,975866,001,2023-12-04_13h08.01.475,corsi_blocks,2023.2.2,MacIntel,62.5,36.641,"[[-0.24625,0.04375],[0.28875,0.39875],[-0.26625,0.235],[0.19375,-0.17125],[0.1925,-0.295],[0.0675,0.07375],[-0.675,0.29875],[-0.485,0.34625],[-0.35125,0.36625]]",37.136,37.137,37.628,0,0,0,0,1,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,975866,001,2023-12-04_13h08.01.475,corsi_blocks,2023.2.2,MacIntel,62.5,,,,37.629,38.127,1,0,1,0,1,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,975866,001,2023-12-04_13h08.01.475,corsi_blocks,2023.2.2,MacIntel,62.5,,,,38.127,38.623,2,0,2,0,1,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,975866,001,2023-12-04_13h08.01.475,corsi_blocks,2023.2.2,MacIntel,62.5,,,,38.624,39.12,3,0,3,0,1,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,975866,001,2023-12-04_13h08.01.475,corsi_blocks,2023.2.2,MacIntel,62.5,,,,39.12,39.623,4,0,4,0,1,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,975866,001,2023-12-04_13h08.01.475,corsi_blocks,2023.2.2,MacIntel,62.5,,,,39.623,40.124,5,0,5,0,1,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,975866,001,2023-12-04_13h08.01.475,corsi_blocks,2023.2.2,MacIntel,62.5,,,,,,,,,,,40.125,45.575,"[-0.24338624338624337,0.35978835978835977,0.3386243386243386,-0.25396825396825395,0.2021164021164021,0.2021164021164021,0.09947089947089947,0.4857142857142857,0.4835978835978836]","[0.025925925925925925,0.4301587301587302,0.4185185185185185,0.2164021164021164,-0.19206349206349208,-0.3074074074074074,0.049206349206349205,-0.4417989417989418,-0.4132275132275132]","[1,1,1,1,1,1,1,1,1]","[0,0,0,0,0,0,0,0,0]","[0,0,0,0,0,0,0,0,0]","[0.4519999999999982,1.0499999999999972,1.3870000000000005,2.3219999999999956,3.594999999999999,3.9080000000000013,4.410999999999994,5,5.448]","[""blk1"",""blk2"",""blk3"",""blk4"",""blk5"",""blk6""]","[1,1,1,1,1,1]",1,45.575,46.576,4,0,4,0,1,
,,,,,,,,,,,975866,001,2023-12-04_13h08.01.475,corsi_blocks,2023.2.2,MacIntel,62.5,46.576,"[[-0.45875,-0.3],[-0.0225,0.395],[-0.24625,0.04375],[0.62875,-0.1825],[0.30125,-0.0175],[-0.285,-0.27125],[-0.485,0.34625],[0.22,0.2425],[0.6375,0.27375]]",49.149,49.149,49.15,0,0,0,0,1,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,975866,001,2023-12-04_13h08.01.475,corsi_blocks,2023.2.2,MacIntel,62.5,,,,49.15,49.15,1,0,1,0,1,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,975866,001,2023-12-04_13h08.01.475,corsi_blocks,2023.2.2,MacIntel,62.5,,,,49.15,49.15,2,0,2,0,1,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,975866,001,2023-12-04_13h08.01.475,corsi_blocks,2023.2.2,MacIntel,62.5,,,,49.15,49.15,3,0,3,0,1,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,975866,001,2023-12-04_13h08.01.475,corsi_blocks,2023.2.2,MacIntel,62.5,,,,49.15,49.247,4,0,4,0,1,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,975866,001,2023-12-04_13h08.01.475,corsi_blocks,2023.2.2,MacIntel,62.5,,,,49.247,49.247,5,0,5,0,1,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,975866,001,2023-12-04_13h08.01.475,corsi_blocks,2023.2.2,MacIntel,62.5,,,,49.247,49.247,6,0,6,0,1,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,975866,001,2023-12-04_13h08.01.475,corsi_blocks,2023.2.2,MacIntel,62.5,,,,,,,,,,,49.248,,,,,,,,,,,,,5,0,5,0,1,999
