instructions.started,instructions.stopped,key_resp.keys,key_resp.rt,key_resp.duration,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.time,participant,session,date,expName,psychopyVersion,OS,frameRate,ISI.started,positions,ISI.stopped,corsi_present.started,corsi_present.stopped,block_sequence.thisRepN,block_sequence.thisTrialN,block_sequence.thisN,block_sequence.thisIndex,block_sequence.ran,corsi_respond.started,corsi_respond.stopped,corsi_mouse.x,corsi_mouse.y,corsi_mouse.leftButton,corsi_mouse.midButton,corsi_mouse.rightButton,corsi_mouse.time,corsi_mouse.clicked_name,correct_list,corsi_correct,feedback.started,feedback.stopped,corsi_task.thisRepN,corsi_task.thisTrialN,corsi_task.thisN,corsi_task.thisIndex,corsi_task.ran,corsi_task.order
0.001,7.668,space,7.637,,,,,,,,975866,001,2023-12-04_13h08.01.475,corsi_blocks,2023.2.2,MacIntel,62.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,975866,001,2023-12-04_13h08.01.475,corsi_blocks,2023.2.2,MacIntel,62.5,7.674,"[[-0.01125,-0.295],[0.45375,0.175],[-0.6025,0.0725],[-0.01875,0.235],[0.1925,-0.295],[-0.55125,-0.13375],[0.22,0.2425],[-0.45875,-0.3],[-0.485,0.34625]]",8.163,8.164,8.655,0,0,0,0,1,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,975866,001,2023-12-04_13h08.01.475,corsi_blocks,2023.2.2,MacIntel,62.5,,,,8.656,9.155,1,0,1,0,1,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,975866,001,2023-12-04_13h08.01.475,corsi_blocks,2023.2.2,MacIntel,62.5,,,,9.155,9.659,2,0,2,0,1,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,975866,001,2023-12-04_13h08.01.475,corsi_blocks,2023.2.2,MacIntel,62.5,,,,,,,,,,,9.661,12.805,"[0.0031746031746031746,0.4380952380952381,-0.5862433862433862,0.5417989417989418]","[-0.29894179894179895,0.21322751322751324,0.05767195767195767,-0.39206349206349206]","[1,1,1,1]","[0,0,0,0]","[0,0,0,0]","[0.8030000000000008,1.4440000000000008,2.1839999999999993,3.1380000000000017]","[""blk1"",""blk2"",""blk3""]","[1,1,1]",1,12.805,13.809,0,0,0,0,1,
,,,,,,,,,,,975866,001,2023-12-04_13h08.01.475,corsi_blocks,2023.2.2,MacIntel,62.5,13.81,"[[-0.12125,-0.12625],[-0.68625,-0.225],[-0.01875,0.235],[-0.4075,0.11875],[-0.45875,-0.3],[0.03125,-0.41],[-0.0225,0.395],[-0.485,0.34625],[-0.18625,0.41125]]",14.306,14.307,14.803,0,0,0,0,1,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,975866,001,2023-12-04_13h08.01.475,corsi_blocks,2023.2.2,MacIntel,62.5,,,,14.804,15.296,1,0,1,0,1,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,975866,001,2023-12-04_13h08.01.475,corsi_blocks,2023.2.2,MacIntel,62.5,,,,15.297,15.796,2,0,2,0,1,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,975866,001,2023-12-04_13h08.01.475,corsi_blocks,2023.2.2,MacIntel,62.5,,,,15.796,16.287,3,0,3,0,1,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,975866,001,2023-12-04_13h08.01.475,corsi_blocks,2023.2.2,MacIntel,62.5,,,,,,,,,,,16.287,19.675,"[-0.11534391534391535,-0.6603174603174603,-0.0328042328042328,-0.45396825396825397,0.5312169312169313]","[-0.10846560846560846,-0.20687830687830688,0.23862433862433863,0.12328042328042328,-0.39735449735449735]","[1,1,1,1,1]","[0,0,0,0,0]","[0,0,0,0,0]","[0.5239999999999974,1.2129999999999974,1.8359999999999985,2.4989999999999988,3.384999999999998]","[""blk1"",""blk2"",""blk3"",""blk4""]","[1,1,1,1]",1,19.675,20.667,1,0,1,0,1,
