instructions.started,instructions.stopped,key_resp.keys,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.time,participant,session,date,expName,psychopyVersion,OS,frameRate,ISI.started,positions,ISI.stopped,corsi_present.started,corsi_present.stopped,block_sequence.thisRepN,block_sequence.thisTrialN,block_sequence.thisN,block_sequence.thisIndex,block_sequence.ran,corsi_respond.started,corsi_respond.stopped,corsi_mouse.x,corsi_mouse.y,corsi_mouse.leftButton,corsi_mouse.midButton,corsi_mouse.rightButton,corsi_mouse.time,corsi_mouse.clicked_name,correct_list,corsi_correct,feedback.started,feedback.stopped,corsi_task.thisRepN,corsi_task.thisTrialN,corsi_task.thisN,corsi_task.thisIndex,corsi_task.ran,end.started
0,7.022,,-0.090277778,-0.3,1,0,0,7.013,815929,001,2023-11-04_18h29.59.082,corsi_blocks,2023.2.2,Win32,59.95203837,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,815929,001,2023-11-04_18h29.59.082,corsi_blocks,2023.2.2,Win32,59.95203837,7.033,"[[-0.35125,0.36625],[-0.68625,-0.225],[-0.675,0.29875],[0.30125,-0.0175],[0.1925,-0.295],[-0.24625,0.04375],[0.03125,-0.41],[0.365,-0.27625],[-0.26625,0.235]]",7.538,7.538,8.038,0,0,0,0,1,,,,,,,,,,,,,,,,,,,
,,,,,,,,,815929,001,2023-11-04_18h29.59.082,corsi_blocks,2023.2.2,Win32,59.95203837,,,,8.038,8.522,1,0,1,0,1,,,,,,,,,,,,,,,,,,,
,,,,,,,,,815929,001,2023-11-04_18h29.59.082,corsi_blocks,2023.2.2,Win32,59.95203837,,,,8.523,9.022,2,0,2,0,1,,,,,,,,,,,,,,,,,,,
,,,,,,,,,815929,001,2023-11-04_18h29.59.082,corsi_blocks,2023.2.2,Win32,59.95203837,,,,,,,,,,,9.022,13.809,"[-0.35694444444444445,-0.6666666666666666,-0.6763888888888889,0.48055555555555557]","[0.35138888888888886,-0.2013888888888889,0.2972222222222222,-0.3958333333333333]","[1,1,1,1]","[0,0,0,0]","[0,0,0,0]","[1.0159999999999982,2.2989999999999995,3.2659999999999982,4.783999999999999]","[""blk1"",""blk2"",""blk3""]","[1,1,1]",1,13.811,14.79,0,0,0,0,1,
,,,,,,,,,815929,001,2023-11-04_18h29.59.082,corsi_blocks,2023.2.2,Win32,59.95203837,14.79,"[[0.22,0.2425],[0.365,-0.27625],[-0.4075,0.11875],[-0.26625,0.235],[0.0675,0.07375],[-0.18625,0.41125],[-0.0225,0.395],[-0.45875,-0.3],[0.03125,-0.41]]",15.289,15.29,15.79,0,0,0,0,1,,,,,,,,,,,,,,,,,,,
,,,,,,,,,815929,001,2023-11-04_18h29.59.082,corsi_blocks,2023.2.2,Win32,59.95203837,,,,15.791,16.288,1,0,1,0,1,,,,,,,,,,,,,,,,,,,
,,,,,,,,,815929,001,2023-11-04_18h29.59.082,corsi_blocks,2023.2.2,Win32,59.95203837,,,,16.288,16.789,2,0,2,0,1,,,,,,,,,,,,,,,,,,,
,,,,,,,,,815929,001,2023-11-04_18h29.59.082,corsi_blocks,2023.2.2,Win32,59.95203837,,,,16.789,17.29,3,0,3,0,1,,,,,,,,,,,,,,,,,,,
,,,,,,,,,815929,001,2023-11-04_18h29.59.082,corsi_blocks,2023.2.2,Win32,59.95203837,,,,,,,,,,,17.29,23.508,"[0.24583333333333332,0.3861111111111111,0.3763888888888889,-0.38472222222222224,-0.28194444444444444,0.525]","[0.21805555555555556,-0.3347222222222222,-0.25972222222222224,0.10416666666666667,0.20972222222222223,-0.40555555555555556]","[1,1,1,1,1,1]","[0,0,0,0,0,0]","[0,0,0,0,0,0]","[0.9830000000000005,1.9499999999999993,2.783999999999999,3.8180000000000014,4.949999999999999,6.216999999999999]","[""blk1"",""blk2"",""blk3"",""blk4""]","[1,1,1,1]",1,23.509,24.51,1,0,1,0,1,
,,,,,,,,,815929,001,2023-11-04_18h29.59.082,corsi_blocks,2023.2.2,Win32,59.95203837,24.511,"[[0.4125,-0.1325],[-0.18625,0.41125],[-0.68625,-0.225],[-0.0225,0.395],[0.1925,-0.295],[-0.55125,-0.13375],[-0.285,-0.27125],[0.28875,0.39875],[-0.12125,-0.12625]]",25.008,25.009,25.507,0,0,0,0,1,,,,,,,,,,,,,,,,,,,
,,,,,,,,,815929,001,2023-11-04_18h29.59.082,corsi_blocks,2023.2.2,Win32,59.95203837,,,,25.507,25.993,1,0,1,0,1,,,,,,,,,,,,,,,,,,,
,,,,,,,,,815929,001,2023-11-04_18h29.59.082,corsi_blocks,2023.2.2,Win32,59.95203837,,,,25.993,26.507,2,0,2,0,1,,,,,,,,,,,,,,,,,,,
,,,,,,,,,815929,001,2023-11-04_18h29.59.082,corsi_blocks,2023.2.2,Win32,59.95203837,,,,26.508,27.007,3,0,3,0,1,,,,,,,,,,,,,,,,,,,
,,,,,,,,,815929,001,2023-11-04_18h29.59.082,corsi_blocks,2023.2.2,Win32,59.95203837,,,,27.007,27.493,4,0,4,0,1,,,,,,,,,,,,,,,,,,,
,,,,,,,,,815929,001,2023-11-04_18h29.59.082,corsi_blocks,2023.2.2,Win32,59.95203837,,,,,,,,,,,27.493,34.411,"[0.4444444444444444,0.19027777777777777,0.19444444444444445,-0.19722222222222222,-0.06388888888888888,-0.6777777777777778,0.5180555555555556]","[-0.13472222222222222,-0.24444444444444444,-0.2777777777777778,0.3763888888888889,0.3680555555555556,-0.23472222222222222,-0.4236111111111111]","[1,1,1,1,1,1,1]","[0,0,0,0,0,0,0]","[0,0,0,0,0,0,0]","[0.5319999999999965,1.6499999999999986,2.648999999999994,3.8329999999999984,4.616,5.802,6.9169999999999945]","[""blk1"",""blk5"",""blk2"",""blk4"",""blk3""]","[1,0,0,1,0]",0,34.412,35.412,2,0,2,0,1,
,,,,,,,,,815929,001,2023-11-04_18h29.59.082,corsi_blocks,2023.2.2,Win32,59.95203837,35.413,"[[0.03125,-0.41],[0.0675,0.07375],[-0.12125,-0.12625],[-0.4075,0.11875],[-0.09875,0.065],[-0.3575,-0.05625],[-0.35125,0.36625],[0.22,0.2425],[-0.0225,0.395]]",35.911,35.913,36.411,0,0,0,0,1,,,,,,,,,,,,,,,,,,,
,,,,,,,,,815929,001,2023-11-04_18h29.59.082,corsi_blocks,2023.2.2,Win32,59.95203837,,,,36.412,36.896,1,0,1,0,1,,,,,,,,,,,,,,,,,,,
