instructions.started,instructions.stopped,key_resp.keys,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.time,participant,session,date,expName,psychopyVersion,OS,frameRate,ISI.started,positions,ISI.stopped,corsi_present.started,corsi_present.stopped,block_sequence.thisRepN,block_sequence.thisTrialN,block_sequence.thisN,block_sequence.thisIndex,block_sequence.ran,corsi_respond.started,corsi_respond.stopped,corsi_mouse.x,corsi_mouse.y,corsi_mouse.leftButton,corsi_mouse.midButton,corsi_mouse.rightButton,corsi_mouse.time,corsi_mouse.clicked_name,correct_list,corsi_correct,feedback.started,feedback.stopped,corsi_task.thisRepN,corsi_task.thisTrialN,corsi_task.thisN,corsi_task.thisIndex,corsi_task.ran,corsi_task.order,block_sequence.order
0.0005,5.4016,,0.080647719,-0.105701497,1,0,0,5.398,572853,001,2024-02-16_12h20.17.104,corsi_blocks,2023.2.2,MacIntel,63.69426752,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,572853,001,2024-02-16_12h20.17.104,corsi_blocks,2023.2.2,MacIntel,63.69426752,5.4124,"[[-0.3575,-0.05625],[-0.12125,-0.12625],[0.57875,-0.31375],[-0.26625,0.235],[-0.16125,-0.28],[-0.285,-0.27125],[-0.45875,-0.3],[0.19375,-0.17125],[-0.01875,0.235]]",5.9014,5.9035,6.4011,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,572853,001,2024-02-16_12h20.17.104,corsi_blocks,2023.2.2,MacIntel,63.69426752,,,,6.4015,6.9014,1,0,1,0,1,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,572853,001,2024-02-16_12h20.17.104,corsi_blocks,2023.2.2,MacIntel,63.69426752,,,,6.9017,7.4007,2,0,2,0,1,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,572853,001,2024-02-16_12h20.17.104,corsi_blocks,2023.2.2,MacIntel,63.69426752,,,,,,,,,,,7.4014,10.8228,"[-0.33253546820746527,-0.13093607584635417,0.5619874403211805,0.5203397623697916]","[-0.06514390733506945,-0.11863016764322917,-0.2860163709852431,-0.39988945855034724]","[1,1,1,1]","[0,0,0,0]","[0,0,0,0]","[1.10890000000596,1.7909999999999986,2.5244000000059597,3.4109999999999996]","[""blk1"",""blk2"",""blk3""]","[1,1,1]",1,10.8235,11.8188,0,0,0,0,1,,
,,,,,,,,,572853,001,2024-02-16_12h20.17.104,corsi_blocks,2023.2.2,MacIntel,63.69426752,11.8194,"[[-0.01875,0.235],[-0.285,-0.27125],[0.1925,-0.295],[0.22,0.2425],[0.16625,0.3825],[-0.675,0.29875],[0.0675,0.07375],[-0.55125,-0.13375],[-0.12125,-0.12625]]",12.3175,12.3185,12.8169,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,572853,001,2024-02-16_12h20.17.104,corsi_blocks,2023.2.2,MacIntel,63.69426752,,,,12.8171,13.3167,1,0,1,0,1,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,572853,001,2024-02-16_12h20.17.104,corsi_blocks,2023.2.2,MacIntel,63.69426752,,,,13.3173,13.8178,2,0,2,0,1,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,572853,001,2024-02-16_12h20.17.104,corsi_blocks,2023.2.2,MacIntel,63.69426752,,,,13.8182,14.3179,3,0,3,0,1,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,572853,001,2024-02-16_12h20.17.104,corsi_blocks,2023.2.2,MacIntel,63.69426752,,,,,,,,,,,14.318,18.1542,"[0.007201063368055555,-0.2448225572374132,0.1567556423611111,0.1735134548611111,0.4467837185329861]","[0.22051934136284723,-0.24847608778211805,-0.27799085828993053,0.22827887641059028,-0.4185432942708333]","[1,1,1,1,1]","[0,0,0,0,0]","[0,0,0,0,0]","[0.5002000000029838,1.3152999999970234,2.016799999997019,2.7851000000089456,3.8339000000059613]","[""blk1"",""blk2"",""blk3"",""blk4""]","[1,1,1,1]",1,18.1547,19.1523,1,0,1,0,1,,
,,,,,,,,,572853,001,2024-02-16_12h20.17.104,corsi_blocks,2023.2.2,MacIntel,63.69426752,19.1525,"[[-0.18625,0.41125],[0.05875,-0.0575],[0.54,0.03625],[0.03125,-0.41],[-0.0225,0.395],[-0.01875,0.235],[0.4125,-0.1325],[-0.55125,-0.13375],[0.62875,-0.1825]]",19.6505,19.6521,,0,0,0,0,1,,,,,,,,,,,,,,2,0,2,0,1,999,4
