instructions.started,instructions.stopped,key_resp.keys,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.time,participant,session,date,expName,psychopyVersion,OS,frameRate,ISI.started,positions,ISI.stopped,corsi_present.started,corsi_present.stopped,block_sequence.thisRepN,block_sequence.thisTrialN,block_sequence.thisN,block_sequence.thisIndex,block_sequence.ran
0.001,2.239,,-0.164444444,-0.277777778,1,0,0,2.233,755111,001,2024-02-19_13h25.11.372,corsi_blocks,2023.2.2,MacIntel,30.3030303,,,,,,,,,,
,,,,,,,,,755111,001,2024-02-19_13h25.11.372,corsi_blocks,2023.2.2,MacIntel,30.3030303,2.247,"[[0.1925,-0.295],[-0.485,0.34625],[0.05875,-0.0575],[-0.55125,-0.13375],[0.28875,0.39875],[-0.4075,0.11875],[-0.45875,-0.3],[-0.24625,0.04375],[-0.285,-0.27125]]",2.741,2.744,3.242,0,0,0,0,1
,,,,,,,,,755111,001,2024-02-19_13h25.11.372,corsi_blocks,2023.2.2,MacIntel,30.3030303,,,,3.243,3.74,1,0,1,0,1
