instructions.started,instructions.stopped,key_resp.keys,key_resp.rt,key_resp.duration,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.time,participant,session,date,expName,psychopyVersion,OS,frameRate,ISI.started,positions,ISI.stopped,corsi_present.started,corsi_present.stopped,block_sequence.thisRepN,block_sequence.thisTrialN,block_sequence.thisN,block_sequence.thisIndex,block_sequence.ran,corsi_respond.started,corsi_respond.stopped,corsi_mouse.x,corsi_mouse.y,corsi_mouse.leftButton,corsi_mouse.midButton,corsi_mouse.rightButton,corsi_mouse.time,corsi_mouse.clicked_name,correct_list,corsi_correct,feedback.started,feedback.stopped,corsi_task.thisRepN,corsi_task.thisTrialN,corsi_task.thisN,corsi_task.thisIndex,corsi_task.ran,end.started
0.0002,6.923,space,6.8998,0.0003,,,,,,,169446,001,2024-01-15_10h18.53.287,corsi_blocks,2023.2.2,Win32,120.4819277,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,169446,001,2024-01-15_10h18.53.287,corsi_blocks,2023.2.2,Win32,120.4819277,6.9289,"[[0.28875,0.39875],[0.22,0.2425],[-0.18625,0.41125],[-0.4075,0.11875],[-0.01125,-0.295],[-0.01875,0.235],[0.30125,-0.0175],[0.6375,0.27375],[0.0675,0.07375]]",7.4229,7.4236,7.9231,0,0,0,0,1,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,169446,001,2024-01-15_10h18.53.287,corsi_blocks,2023.2.2,Win32,120.4819277,,,,7.9234,8.423,1,0,1,0,1,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,169446,001,2024-01-15_10h18.53.287,corsi_blocks,2023.2.2,Win32,120.4819277,,,,8.4232,8.923,2,0,2,0,1,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,169446,001,2024-01-15_10h18.53.287,corsi_blocks,2023.2.2,Win32,120.4819277,,,,,,,,,,,8.9234,13.5512,"[0.27875,0.233125,-0.21875,0.500625]","[0.375625,0.273125,0.448125,-0.39875]","[1,1,1,1]","[0,0,0,0]","[0,0,0,0]","[1.6327000000476826,2.490499999999999,3.4571000001430487,4.626600000143048]","[""blk1"",""blk2"",""blk3""]","[1,1,1]",1,13.5514,14.5479,0,0,0,0,1,
,,,,,,,,,,,169446,001,2024-01-15_10h18.53.287,corsi_blocks,2023.2.2,Win32,120.4819277,14.5482,"[[-0.01875,0.235],[0.28875,0.39875],[0.1925,-0.295],[0.6375,0.27375],[0.05875,-0.0575],[0.4625,0.35875],[-0.0225,0.395],[-0.485,0.34625],[0.25625,0.0975]]",15.0477,15.0482,15.5426,0,0,0,0,1,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,169446,001,2024-01-15_10h18.53.287,corsi_blocks,2023.2.2,Win32,120.4819277,,,,15.5428,16.0396,1,0,1,0,1,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,169446,001,2024-01-15_10h18.53.287,corsi_blocks,2023.2.2,Win32,120.4819277,,,,16.0398,16.5395,2,0,2,0,1,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,169446,001,2024-01-15_10h18.53.287,corsi_blocks,2023.2.2,Win32,120.4819277,,,,16.5397,17.0395,3,0,3,0,1,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,169446,001,2024-01-15_10h18.53.287,corsi_blocks,2023.2.2,Win32,120.4819277,,,,,,,,,,,17.0396,22.3434,"[-0.02125,0.29375,0.209375,0.61125,0.508125]","[0.223125,0.425625,-0.246875,0.235625,-0.413125]","[1,1,1,1,1]","[0,0,0,0,0]","[0,0,0,0,0]","[1.1929000000953671,2.060800000190735,2.902100000143051,4.078100000143053,5.303400000095369]","[""blk1"",""blk2"",""blk3"",""blk4""]","[1,1,1,1]",1,22.3435,23.3395,1,0,1,0,1,
,,,,,,,,,,,169446,001,2024-01-15_10h18.53.287,corsi_blocks,2023.2.2,Win32,120.4819277,23.3398,"[[0.57875,-0.31375],[-0.0225,0.395],[0.0675,0.07375],[-0.16125,-0.28],[0.4125,-0.1325],[-0.01125,-0.295],[0.25625,0.0975],[0.62875,-0.1825],[-0.24625,0.04375]]",23.8395,23.8401,24.3395,0,0,0,0,1,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,169446,001,2024-01-15_10h18.53.287,corsi_blocks,2023.2.2,Win32,120.4819277,,,,24.3397,24.8395,1,0,1,0,1,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,169446,001,2024-01-15_10h18.53.287,corsi_blocks,2023.2.2,Win32,120.4819277,,,,24.8396,25.3395,2,0,2,0,1,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,169446,001,2024-01-15_10h18.53.287,corsi_blocks,2023.2.2,Win32,120.4819277,,,,25.3397,25.8395,3,0,3,0,1,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,169446,001,2024-01-15_10h18.53.287,corsi_blocks,2023.2.2,Win32,120.4819277,,,,25.8397,26.3395,4,0,4,0,1,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,169446,001,2024-01-15_10h18.53.287,corsi_blocks,2023.2.2,Win32,120.4819277,,,,,,,,,,,26.3396,31.898,"[0.58875,0.0675,-0.026875,-0.168125,0.419375,0.48125,0.510625]","[-0.321875,0.07375,0.360625,-0.24875,-0.099375,-0.441875,-0.401875]","[1,1,1,1,1,1,1]","[0,0,0,0,0,0,0]","[0,0,0,0,0,0,0]","[0.7996000001430517,1.8163000001907363,2.469100000143051,3.202300000190739,4.028000000000006,4.877500000000005,5.557900000095373]","[""blk1"",""blk3"",""blk2"",""blk4"",""blk5""]","[1,0,0,1,1]",0,31.8981,32.9,2,0,2,0,1,
