instructions.started,instructions.stopped,key_resp.keys,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.time,participant,session,date,expName,psychopyVersion,OS,frameRate,ISI.started,positions,ISI.stopped,corsi_present.started,corsi_present.stopped,block_sequence.thisRepN,block_sequence.thisTrialN,block_sequence.thisN,block_sequence.thisIndex,block_sequence.ran,corsi_respond.started,corsi_respond.stopped,corsi_mouse.x,corsi_mouse.y,corsi_mouse.leftButton,corsi_mouse.midButton,corsi_mouse.rightButton,corsi_mouse.time,corsi_mouse.clicked_name,correct_list,corsi_correct,feedback.started,feedback.stopped,corsi_task.thisRepN,corsi_task.thisTrialN,corsi_task.thisN,corsi_task.thisIndex,corsi_task.ran
0.0003,0.9023,,-0.026851852,-0.099074074,1,0,0,0.8997,547344,001,2023-10-29_24h29.00.878,corsi_blocks,2023.2.2,Win32,143.7607821,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,547344,001,2023-10-29_24h29.00.878,corsi_blocks,2023.2.2,Win32,143.7607821,0.9083,"[[0.03125,-0.41],[-0.24625,0.04375],[-0.68625,-0.225],[0.0675,0.07375],[-0.16125,-0.28],[-0.4075,0.11875],[0.4625,0.35875],[-0.675,0.29875],[0.54,0.03625]]",1.4029,1.4036,1.9035,0,0,0,0,1,,,,,,,,,,,,,,,,,,
,,,,,,,,,547344,001,2023-10-29_24h29.00.878,corsi_blocks,2023.2.2,Win32,143.7607821,,,,1.9037,2.4039,1,0,1,0,1,,,,,,,,,,,,,,,,,,
,,,,,,,,,547344,001,2023-10-29_24h29.00.878,corsi_blocks,2023.2.2,Win32,143.7607821,,,,2.4041,2.9044,2,0,2,0,1,,,,,,,,,,,,,,,,,,
,,,,,,,,,547344,001,2023-10-29_24h29.00.878,corsi_blocks,2023.2.2,Win32,143.7607821,,,,,,,,,,,2.9046,5.1151,"[0.03611111111111111,-0.2361111111111111,-0.6592592592592592,0.49722222222222223]","[-0.4222222222222222,0.018518518518518517,-0.22962962962962963,-0.4046296296296296]","[1,1,1,1]","[0,0,0,0]","[0,0,0,0]","[0.4580999999940367,0.9789999999999992,1.528199999995529,2.20939999999851]","[""blk1"",""blk2"",""blk3""]","[1,1,1]",1,5.1154,6.1158,0,0,0,0,1
,,,,,,,,,547344,001,2023-10-29_24h29.00.878,corsi_blocks,2023.2.2,Win32,143.7607821,6.1161,"[[0.19375,-0.17125],[-0.68625,-0.225],[-0.35125,0.36625],[0.45375,0.175],[-0.675,0.29875],[0.22,0.2425],[-0.09875,0.065],[-0.26625,0.235],[-0.01875,0.235]]",6.6162,6.6171,7.1167,0,0,0,0,1,,,,,,,,,,,,,,,,,,
,,,,,,,,,547344,001,2023-10-29_24h29.00.878,corsi_blocks,2023.2.2,Win32,143.7607821,,,,7.1169,7.6172,1,0,1,0,1,,,,,,,,,,,,,,,,,,
,,,,,,,,,547344,001,2023-10-29_24h29.00.878,corsi_blocks,2023.2.2,Win32,143.7607821,,,,7.6175,8.1178,2,0,2,0,1,,,,,,,,,,,,,,,,,,
,,,,,,,,,547344,001,2023-10-29_24h29.00.878,corsi_blocks,2023.2.2,Win32,143.7607821,,,,8.1179,8.6182,3,0,3,0,1,,,,,,,,,,,,,,,,,,
,,,,,,,,,547344,001,2023-10-29_24h29.00.878,corsi_blocks,2023.2.2,Win32,143.7607821,,,,,,,,,,,8.6183,11.5865,"[0.1814814814814815,-0.6842592592592592,-0.3592592592592593,0.475,0.48518518518518516]","[-0.15833333333333333,-0.21666666666666667,0.3472222222222222,0.15648148148148147,-0.412962962962963]","[1,1,1,1,1]","[0,0,0,0,0]","[0,0,0,0,0]","[0.43739999999851165,1.0909999999999975,1.646999999999995,2.2031000000014878,2.967699999995528]","[""blk1"",""blk2"",""blk3"",""blk4""]","[1,1,1,1]",1,11.5866,12.5874,1,0,1,0,1
,,,,,,,,,547344,001,2023-10-29_24h29.00.878,corsi_blocks,2023.2.2,Win32,143.7607821,12.5876,"[[-0.0225,0.395],[-0.09875,0.065],[0.57875,-0.31375],[0.62875,-0.1825],[0.03125,-0.41],[0.4125,-0.1325],[0.19375,-0.17125],[-0.6025,0.0725],[-0.485,0.34625]]",13.0879,13.0885,13.5885,0,0,0,0,1,,,,,,,,,,,,,,,,,,
,,,,,,,,,547344,001,2023-10-29_24h29.00.878,corsi_blocks,2023.2.2,Win32,143.7607821,,,,13.5886,14.089,1,0,1,0,1,,,,,,,,,,,,,,,,,,
,,,,,,,,,547344,001,2023-10-29_24h29.00.878,corsi_blocks,2023.2.2,Win32,143.7607821,,,,14.0892,14.5894,2,0,2,0,1,,,,,,,,,,,,,,,,,,
,,,,,,,,,547344,001,2023-10-29_24h29.00.878,corsi_blocks,2023.2.2,Win32,143.7607821,,,,14.5896,15.09,3,0,3,0,1,,,,,,,,,,,,,,,,,,
,,,,,,,,,547344,001,2023-10-29_24h29.00.878,corsi_blocks,2023.2.2,Win32,143.7607821,,,,15.0901,15.5906,4,0,4,0,1,,,,,,,,,,,,,,,,,,
,,,,,,,,,547344,001,2023-10-29_24h29.00.878,corsi_blocks,2023.2.2,Win32,143.7607821,,,,,,,,,,,15.5907,18.2392,"[-0.021296296296296296,-0.10555555555555556,0.562037037037037,0.6074074074074074,0.06018518518518518,0.5305555555555556]","[0.36666666666666664,0.07407407407407407,-0.3314814814814815,-0.20092592592592592,-0.4,-0.4027777777777778]","[1,1,1,1,1,1]","[0,0,0,0,0,0]","[0,0,0,0,0,0]","[0.5292000000029802,0.9378999999985069,1.4453999999985072,1.667899999998511,2.2378000000044693,2.647899999998508]","[""blk1"",""blk2"",""blk3"",""blk4"",""blk5""]","[1,1,1,1,1]",1,18.2395,19.24,2,0,2,0,1
,,,,,,,,,547344,001,2023-10-29_24h29.00.878,corsi_blocks,2023.2.2,Win32,143.7607821,19.2403,"[[0.62875,-0.1825],[0.365,-0.27625],[0.0675,0.07375],[-0.45875,-0.3],[0.28875,0.39875],[-0.4075,0.11875],[0.03125,-0.41],[-0.01875,0.235],[0.57875,-0.31375]]",19.7404,19.7408,20.2409,0,0,0,0,1,,,,,,,,,,,,,,,,,,
,,,,,,,,,547344,001,2023-10-29_24h29.00.878,corsi_blocks,2023.2.2,Win32,143.7607821,,,,20.2411,20.7414,1,0,1,0,1,,,,,,,,,,,,,,,,,,
,,,,,,,,,547344,001,2023-10-29_24h29.00.878,corsi_blocks,2023.2.2,Win32,143.7607821,,,,20.7415,21.2419,2,0,2,0,1,,,,,,,,,,,,,,,,,,
,,,,,,,,,547344,001,2023-10-29_24h29.00.878,corsi_blocks,2023.2.2,Win32,143.7607821,,,,21.2422,21.7424,3,0,3,0,1,,,,,,,,,,,,,,,,,,
,,,,,,,,,547344,001,2023-10-29_24h29.00.878,corsi_blocks,2023.2.2,Win32,143.7607821,,,,21.7427,22.2429,4,0,4,0,1,,,,,,,,,,,,,,,,,,
,,,,,,,,,547344,001,2023-10-29_24h29.00.878,corsi_blocks,2023.2.2,Win32,143.7607821,,,,22.2431,22.7434,5,0,5,0,1,,,,,,,,,,,,,,,,,,
,,,,,,,,,547344,001,2023-10-29_24h29.00.878,corsi_blocks,2023.2.2,Win32,143.7607821,,,,,,,,,,,22.7435,26.56,"[0.6351851851851852,0.36574074074074076,0.06574074074074074,-0.4564814814814815,0.287962962962963,-0.4074074074074074,0.4842592592592593]","[-0.175,-0.2759259259259259,0.08888888888888889,-0.29259259259259257,0.3768518518518518,0.09351851851851851,-0.3861111111111111]","[1,1,1,1,1,1,1]","[0,0,0,0,0,0,0]","[0,0,0,0,0,0,0]","[0.7224000000059618,1.0701000000014886,1.4871000000014902,1.973700000002978,2.5854000000059614,3.127600000001493,3.8158000000044723]","[""blk1"",""blk2"",""blk3"",""blk4"",""blk5"",""blk6""]","[1,1,1,1,1,1]",1,26.5601,27.5607,3,0,3,0,1
,,,,,,,,,547344,001,2023-10-29_24h29.00.878,corsi_blocks,2023.2.2,Win32,143.7607821,27.561,"[[-0.18625,0.41125],[-0.45875,-0.3],[-0.09875,0.065],[0.19375,-0.17125],[0.22,0.2425],[-0.01125,-0.295],[0.365,-0.27625],[-0.55125,-0.13375],[-0.485,0.34625]]",28.0612,28.0615,28.5618,0,0,0,0,1,,,,,,,,,,,,,,,,,,
,,,,,,,,,547344,001,2023-10-29_24h29.00.878,corsi_blocks,2023.2.2,Win32,143.7607821,,,,28.562,29.0624,1,0,1,0,1,,,,,,,,,,,,,,,,,,
,,,,,,,,,547344,001,2023-10-29_24h29.00.878,corsi_blocks,2023.2.2,Win32,143.7607821,,,,29.0627,29.5629,2,0,2,0,1,,,,,,,,,,,,,,,,,,
