instructions.started,instructions.stopped,key_resp.keys,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.time,participant,session,date,expName,psychopyVersion,OS,frameRate,ISI.started,positions,ISI.stopped,corsi_present.started,corsi_present.stopped,block_sequence.thisRepN,block_sequence.thisTrialN,block_sequence.thisN,block_sequence.thisIndex,block_sequence.ran,corsi_respond.started,corsi_respond.stopped,corsi_mouse.x,corsi_mouse.y,corsi_mouse.leftButton,corsi_mouse.midButton,corsi_mouse.rightButton,corsi_mouse.time,corsi_mouse.clicked_name,correct_list,corsi_correct,feedback.started,feedback.stopped,corsi_task.thisRepN,corsi_task.thisTrialN,corsi_task.thisN,corsi_task.thisIndex,corsi_task.ran,end.started
0.0002,6.1889,,-0.141666667,-0.235000038,1,0,0,6.1861,255553,001,2023-12-02_15h16.52.191,corsi_blocks,2023.2.2,Win32,16.39048696,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,255553,001,2023-12-02_15h16.52.191,corsi_blocks,2023.2.2,Win32,16.39048696,6.196,"[[0.0675,0.07375],[0.365,-0.27625],[0.28875,0.39875],[0.03125,-0.41],[0.19375,-0.17125],[-0.18625,0.41125],[-0.3575,-0.05625],[0.57875,-0.31375],[0.1925,-0.295]]",6.647,6.6478,7.1517,0,0,0,0,1,,,,,,,,,,,,,,,,,,,
,,,,,,,,,255553,001,2023-12-02_15h16.52.191,corsi_blocks,2023.2.2,Win32,16.39048696,,,,7.152,7.6479,1,0,1,0,1,,,,,,,,,,,,,,,,,,,
,,,,,,,,,255553,001,2023-12-02_15h16.52.191,corsi_blocks,2023.2.2,Win32,16.39048696,,,,7.6483,8.0917,2,0,2,0,1,,,,,,,,,,,,,,,,,,,
,,,,,,,,,255553,001,2023-12-02_15h16.52.191,corsi_blocks,2023.2.2,Win32,16.39048696,,,,,,,,,,,8.092,16.7736,"[0.37666664123535154,0.06749998728434245,0.27833340962727865,0.511666742960612]","[-0.28250001271565756,0.03833332061767578,0.35916666984558104,-0.380833371480306]","[1,1,1,1]","[0,0,0,0]","[0,0,0,0]","[3.988999999999997,5.180200000047684,6.514700000047682,8.68040000003576]","[""blk2"",""blk1"",""blk3""]","[0,0,1]",0,16.774,17.7686,0,0,0,0,1,
,,,,,,,,,255553,001,2023-12-02_15h16.52.191,corsi_blocks,2023.2.2,Win32,16.39048696,17.7689,"[[0.45375,0.175],[-0.675,0.29875],[0.30125,-0.0175],[-0.12125,-0.12625],[-0.26625,0.235],[0.19375,-0.17125],[-0.285,-0.27125],[0.4125,-0.1325],[-0.485,0.34625]]",18.2441,18.2445,18.7522,0,0,0,0,1,,,,,,,,,,,,,,,,,,,
,,,,,,,,,255553,001,2023-12-02_15h16.52.191,corsi_blocks,2023.2.2,Win32,16.39048696,,,,18.7524,19.2435,1,0,1,0,1,,,,,,,,,,,,,,,,,,,
,,,,,,,,,255553,001,2023-12-02_15h16.52.191,corsi_blocks,2023.2.2,Win32,16.39048696,,,,19.2438,19.7391,2,0,2,0,1,,,,,,,,,,,,,,,,,,,
,,,,,,,,,255553,001,2023-12-02_15h16.52.191,corsi_blocks,2023.2.2,Win32,16.39048696,,,,,,,,,,,19.7391,25.1869,"[0.45333340962727864,-0.6625,0.28583335876464844,0.49083340962727867]","[0.15749998092651368,0.2774999936421712,-0.030000019073486327,-0.4016667048136393]","[1,1,1,1]","[0,0,0,0]","[0,0,0,0]","[2.347899999976157,3.3518999999761547,4.304399999976155,5.446599999964235]","[""blk1"",""blk2"",""blk3""]","[1,1,1]",1,25.1872,26.146,1,0,1,0,1,
,,,,,,,,,255553,001,2023-12-02_15h16.52.191,corsi_blocks,2023.2.2,Win32,16.39048696,26.1462,"[[-0.35125,0.36625],[-0.6025,0.0725],[-0.16125,-0.28],[0.25625,0.0975],[-0.675,0.29875],[0.57875,-0.31375],[0.54,0.03625],[-0.55125,-0.13375],[-0.26625,0.235]]",26.5889,26.5897,27.0741,0,0,0,0,1,,,,,,,,,,,,,,,,,,,
