instructions.started,instructions.stopped,key_resp.keys,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.time,participant,session,date,expName,psychopyVersion,OS,frameRate,ISI.started,positions,ISI.stopped,corsi_present.started,corsi_present.stopped,block_sequence.thisRepN,block_sequence.thisTrialN,block_sequence.thisN,block_sequence.thisIndex,block_sequence.ran,corsi_respond.started,corsi_respond.stopped,corsi_mouse.x,corsi_mouse.y,corsi_mouse.leftButton,corsi_mouse.midButton,corsi_mouse.rightButton,corsi_mouse.time,corsi_mouse.clicked_name,correct_list,corsi_correct,feedback.started,feedback.stopped,corsi_task.thisRepN,corsi_task.thisTrialN,corsi_task.thisN,corsi_task.thisIndex,corsi_task.ran
0.0002,2.8065,,0.218146159,-0.18745095,1,0,0,2.8034,214766,001,2024-02-15_11h46.54.977,corsi_blocks,2023.2.2,Linux armv81,59.88023952,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,214766,001,2024-02-15_11h46.54.977,corsi_blocks,2023.2.2,Linux armv81,59.88023952,2.8216,"[[-0.285,-0.27125],[-0.3575,-0.05625],[-0.35125,0.36625],[-0.4075,0.11875],[-0.12125,-0.12625],[0.1925,-0.295],[0.4125,-0.1325],[-0.01125,-0.295],[0.6375,0.27375]]",3.3228,3.3272,3.8092,0,0,0,0,1,,,,,,,,,,,,,,,,,,
,,,,,,,,,214766,001,2024-02-15_11h46.54.977,corsi_blocks,2023.2.2,Linux armv81,59.88023952,,,,3.8107,4.3087,1,0,1,0,1,,,,,,,,,,,,,,,,,,
,,,,,,,,,214766,001,2024-02-15_11h46.54.977,corsi_blocks,2023.2.2,Linux armv81,59.88023952,,,,4.31,4.8112,2,0,2,0,1,,,,,,,,,,,,,,,,,,
,,,,,,,,,214766,001,2024-02-15_11h46.54.977,corsi_blocks,2023.2.2,Linux armv81,59.88023952,,,,,,,,,,,4.8126,8.1712,"[-0.2712655917080966,-0.3494117598100142,-0.34427806507457387,0.44631014737215907]","[-0.2952584931344697,-0.04541888612689394,0.3595721990411932,-0.40705884528882574]","[1,1,1,1]","[0,0,0,0]","[0,0,0,0]","[1.0323000000119213,1.5023000000119202,1.94990000000596,3.353300000011921]","[""blk1"",""blk2"",""blk3""]","[1,1,1]",1,8.1722,9.1752,0,0,0,0,1
,,,,,,,,,214766,001,2024-02-15_11h46.54.977,corsi_blocks,2023.2.2,Linux armv81,59.88023952,9.1767,"[[0.4625,0.35875],[0.45375,0.175],[-0.485,0.34625],[0.03125,-0.41],[-0.24625,0.04375],[-0.18625,0.41125],[0.54,0.03625],[0.25625,0.0975],[0.4125,-0.1325]]",9.6747,9.6774,10.1754,0,0,0,0,1,,,,,,,,,,,,,,,,,,
,,,,,,,,,214766,001,2024-02-15_11h46.54.977,corsi_blocks,2023.2.2,Linux armv81,59.88023952,,,,10.1765,10.6788,1,0,1,0,1,,,,,,,,,,,,,,,,,,
,,,,,,,,,214766,001,2024-02-15_11h46.54.977,corsi_blocks,2023.2.2,Linux armv81,59.88023952,,,,10.6797,11.1814,2,0,2,0,1,,,,,,,,,,,,,,,,,,
,,,,,,,,,214766,001,2024-02-15_11h46.54.977,corsi_blocks,2023.2.2,Linux armv81,59.88023952,,,,11.1824,11.6803,3,0,3,0,1,,,,,,,,,,,,,,,,,,
,,,,,,,,,214766,001,2024-02-15_11h46.54.977,corsi_blocks,2023.2.2,Linux armv81,59.88023952,,,,,,,,,,,11.6807,16.2651,"[0.4594295987215909,0.4594295987215909,-0.4315508015950521,-0.46007130015980113,0.025347604462594698,0.42520500414299245]","[0.371550810842803,0.17019605232007576,0.34702318596117426,0.3447415438565341,-0.41219253077651513,-0.39793227687026517]","[1,1,1,1,1,1]","[0,0,0,0,0,0]","[0,0,0,0,0,0]","[0.9864999999999995,1.2584000000059596,1.7273000000119243,2.6317000000178847,3.225000000000003,4.582400000005963]","[""blk1"",""blk2"",""blk3"",""blk4""]","[1,1,1,1]",1,16.2657,17.2644,1,0,1,0,1
,,,,,,,,,214766,001,2024-02-15_11h46.54.977,corsi_blocks,2023.2.2,Linux armv81,59.88023952,17.2671,"[[-0.55125,-0.13375],[0.1925,-0.295],[0.22,0.2425],[-0.09875,0.065],[0.25625,0.0975],[0.4125,-0.1325],[-0.285,-0.27125],[0.54,0.03625],[0.57875,-0.31375]]",17.7663,17.7687,18.2672,0,0,0,0,1,,,,,,,,,,,,,,,,,,
,,,,,,,,,214766,001,2024-02-15_11h46.54.977,corsi_blocks,2023.2.2,Linux armv81,59.88023952,,,,18.2683,18.7678,1,0,1,0,1,,,,,,,,,,,,,,,,,,
,,,,,,,,,214766,001,2024-02-15_11h46.54.977,corsi_blocks,2023.2.2,Linux armv81,59.88023952,,,,18.7691,19.2697,2,0,2,0,1,,,,,,,,,,,,,,,,,,
,,,,,,,,,214766,001,2024-02-15_11h46.54.977,corsi_blocks,2023.2.2,Linux armv81,59.88023952,,,,19.2708,19.773,3,0,3,0,1,,,,,,,,,,,,,,,,,,
,,,,,,,,,214766,001,2024-02-15_11h46.54.977,corsi_blocks,2023.2.2,Linux armv81,59.88023952,,,,19.7743,20.2729,4,0,4,0,1,,,,,,,,,,,,,,,,,,
