instructions.started,instructions.stopped,key_resp.keys,key_resp.rt,key_resp.duration,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.time,participant,session,date,expName,psychopyVersion,OS,frameRate,ISI.started,positions,ISI.stopped,corsi_present.started,corsi_present.stopped,block_sequence.thisRepN,block_sequence.thisTrialN,block_sequence.thisN,block_sequence.thisIndex,block_sequence.ran,corsi_respond.started,corsi_respond.stopped,corsi_mouse.x,corsi_mouse.y,corsi_mouse.leftButton,corsi_mouse.midButton,corsi_mouse.rightButton,corsi_mouse.time,corsi_mouse.clicked_name,correct_list,corsi_correct,feedback.started,feedback.stopped,corsi_task.thisRepN,corsi_task.thisTrialN,corsi_task.thisN,corsi_task.thisIndex,corsi_task.ran,end.started
0.0002,6.7421,space,6.7339,,,,,,,,263687,001,2024-02-19_14h45.55.699,corsi_blocks,2023.2.2,MacIntel,59.88023952,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,263687,001,2024-02-19_14h45.55.699,corsi_blocks,2023.2.2,MacIntel,59.88023952,6.7479,"[[-0.6025,0.0725],[-0.4075,0.11875],[0.28875,0.39875],[-0.3575,-0.05625],[-0.45875,-0.3],[0.62875,-0.1825],[-0.68625,-0.225],[0.0675,0.07375],[0.4125,-0.1325]]",7.2409,7.2413,7.7386,0,0,0,0,1,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,263687,001,2024-02-19_14h45.55.699,corsi_blocks,2023.2.2,MacIntel,59.88023952,,,,7.7394,8.2401,1,0,1,0,1,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,263687,001,2024-02-19_14h45.55.699,corsi_blocks,2023.2.2,MacIntel,59.88023952,,,,8.2407,8.7397,2,0,2,0,1,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,263687,001,2024-02-19_14h45.55.699,corsi_blocks,2023.2.2,MacIntel,59.88023952,,,,,,,,,,,8.7404,13.6752,"[-0.5784986413043478,-0.42671535326086957,0.25048828125,0.49557574728260867,0.5023097826086956]","[0.08660411005434783,0.13016728940217392,0.41549762228260867,-0.45216966711956524,-0.4215692934782609]","[1,1,1,1,1]","[0,0,0,0,0]","[0,0,0,0,0]","[0.6330999999642373,1.2303000000119209,2.3663999999761582,4.2485000000000035,4.931800000011922]","[""blk1"",""blk2"",""blk3""]","[1,1,1]",1,13.6759,14.6743,0,0,0,0,1,
,,,,,,,,,,,263687,001,2024-02-19_14h45.55.699,corsi_blocks,2023.2.2,MacIntel,59.88023952,14.675,"[[0.30125,-0.0175],[-0.01125,-0.295],[-0.09875,0.065],[-0.01875,0.235],[0.22,0.2425],[-0.45875,-0.3],[-0.0225,0.395],[-0.485,0.34625],[-0.26625,0.235]]",15.1732,15.175,15.6749,0,0,0,0,1,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,263687,001,2024-02-19_14h45.55.699,corsi_blocks,2023.2.2,MacIntel,59.88023952,,,,15.6754,16.1728,1,0,1,0,1,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,263687,001,2024-02-19_14h45.55.699,corsi_blocks,2023.2.2,MacIntel,59.88023952,,,,16.1735,16.6748,2,0,2,0,1,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,263687,001,2024-02-19_14h45.55.699,corsi_blocks,2023.2.2,MacIntel,59.88023952,,,,16.676,17.1713,3,0,3,0,1,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,263687,001,2024-02-19_14h45.55.699,corsi_blocks,2023.2.2,MacIntel,59.88023952,,,,,,,,,,,17.1715,21.2913,"[0.3072053328804348,0.012992527173913044,-0.017378566576086957,-0.06716202445652174,-0.021076766304347825,0.4398352581521739]","[0.00962975543478261,-0.23793308423913043,-0.3088400135869565,0.08235818614130434,0.2559060801630435,-0.39237007472826085]","[1,1,1,1,1,1]","[0,0,0,0,0,0]","[0,0,0,0,0,0]","[0.5188999999761563,1.3498999999761558,1.9170999999642362,2.666299999952315,3.284699999988078,4.118099999964237]","[""blk1"",""blk2"",""blk3"",""blk4""]","[1,1,1,1]",1,21.2917,22.2914,1,0,1,0,1,
,,,,,,,,,,,263687,001,2024-02-19_14h45.55.699,corsi_blocks,2023.2.2,MacIntel,59.88023952,22.292,"[[-0.45875,-0.3],[0.57875,-0.31375],[-0.68625,-0.225],[0.28875,0.39875],[-0.26625,0.235],[0.54,0.03625],[0.6375,0.27375],[0.1925,-0.295],[0.19375,-0.17125]]",22.7906,22.7927,23.2894,0,0,0,0,1,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,263687,001,2024-02-19_14h45.55.699,corsi_blocks,2023.2.2,MacIntel,59.88023952,,,,23.2899,23.7902,1,0,1,0,1,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,263687,001,2024-02-19_14h45.55.699,corsi_blocks,2023.2.2,MacIntel,59.88023952,,,,23.7907,24.2892,2,0,2,0,1,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,263687,001,2024-02-19_14h45.55.699,corsi_blocks,2023.2.2,MacIntel,59.88023952,,,,24.2898,24.7908,3,0,3,0,1,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,263687,001,2024-02-19_14h45.55.699,corsi_blocks,2023.2.2,MacIntel,59.88023952,,,,24.7914,25.2885,4,0,4,0,1,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,263687,001,2024-02-19_14h45.55.699,corsi_blocks,2023.2.2,MacIntel,59.88023952,,,,,,,,,,,25.2888,30.4254,"[0.5822308084239131,-0.44265455163043477,-0.6633704144021739,0.32247367527173915,-0.25386379076086957,0.4438561480978261]","[-0.3259468410326087,-0.32267323369565215,-0.24107931385869566,0.37368800951086956,0.25161345108695654,-0.4084281589673913]","[1,1,1,1,1,1]","[0,0,0,0,0,0]","[0,0,0,0,0,0]","[0.7985000000000007,1.5673000000119224,2.2334999999999994,3.168400000035767,3.9336000000238442,5.135199999988082]","[""blk2"",""blk1"",""blk3"",""blk4"",""blk5""]","[0,0,1,1,1]",0,30.4259,31.4224,2,0,2,0,1,
