instructions.started,instructions.stopped,key_resp.keys,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.time,participant,session,date,expName,psychopyVersion,OS,frameRate,ISI.started,positions,ISI.stopped,corsi_present.started,corsi_present.stopped,block_sequence.thisRepN,block_sequence.thisTrialN,block_sequence.thisN,block_sequence.thisIndex,block_sequence.ran,corsi_respond.started,corsi_respond.stopped,corsi_mouse.x,corsi_mouse.y,corsi_mouse.leftButton,corsi_mouse.midButton,corsi_mouse.rightButton,corsi_mouse.time,corsi_mouse.clicked_name,correct_list,corsi_correct,feedback.started,feedback.stopped,corsi_task.thisRepN,corsi_task.thisTrialN,corsi_task.thisN,corsi_task.thisIndex,corsi_task.ran
0.0002,30.791,,0.01232833,-0.142946308,1,0,0,30.7888,001938,001,2023-11-17_15h29.28.979,corsi_blocks,2023.2.2,Win32,59.63029219,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,001938,001,2023-11-17_15h29.28.979,corsi_blocks,2023.2.2,Win32,59.63029219,30.8008,"[[0.1925,-0.295],[0.365,-0.27625],[-0.45875,-0.3],[0.4125,-0.1325],[-0.285,-0.27125],[0.6375,0.27375],[-0.6025,0.0725],[-0.4075,0.11875],[0.03125,-0.41]]",31.2997,31.3009,31.7905,0,0,0,0,1,,,,,,,,,,,,,,,,,,
,,,,,,,,,001938,001,2023-11-17_15h29.28.979,corsi_blocks,2023.2.2,Win32,59.63029219,,,,31.7908,32.2899,1,0,1,0,1,,,,,,,,,,,,,,,,,,
,,,,,,,,,001938,001,2023-11-17_15h29.28.979,corsi_blocks,2023.2.2,Win32,59.63029219,,,,32.2914,32.7901,2,0,2,0,1,,,,,,,,,,,,,,,,,,
,,,,,,,,,001938,001,2023-11-17_15h29.28.979,corsi_blocks,2023.2.2,Win32,59.63029219,,,,,,,,,,,32.7905,38.1673,"[0.36313980616880265,0.20333956600574965,-0.4845505617977528,0.5735018440846646]","[-0.27777776825294065,-0.296504417162263,-0.2915105926856566,-0.4101123595505618]","[1,1,1,1]","[0,0,0,0]","[0,0,0,0]","[2.9836999999284757,3.63360000002384,4.432299999952313,5.374899999976158]","[""blk2"",""blk1"",""blk3""]","[0,0,1]",0,38.1683,39.1667,0,0,0,0,1
,,,,,,,,,001938,001,2023-11-17_15h29.28.979,corsi_blocks,2023.2.2,Win32,59.63029219,39.1673,"[[-0.485,0.34625],[-0.12125,-0.12625],[-0.285,-0.27125],[-0.09875,0.065],[-0.55125,-0.13375],[-0.3575,-0.05625],[0.25625,0.0975],[0.57875,-0.31375],[-0.4075,0.11875]]",39.6577,39.6587,40.1578,0,0,0,0,1,,,,,,,,,,,,,,,,,,
,,,,,,,,,001938,001,2023-11-17_15h29.28.979,corsi_blocks,2023.2.2,Win32,59.63029219,,,,40.1585,40.6503,1,0,1,0,1,,,,,,,,,,,,,,,,,,
,,,,,,,,,001938,001,2023-11-17_15h29.28.979,corsi_blocks,2023.2.2,Win32,59.63029219,,,,40.6508,41.1408,2,0,2,0,1,,,,,,,,,,,,,,,,,,
,,,,,,,,,001938,001,2023-11-17_15h29.28.979,corsi_blocks,2023.2.2,Win32,59.63029219,,,,,,,,,,,41.1411,71.6008,"[-0.472066172053305,-0.12125469593519575,-0.2666978728905153,0.49048065871335145]","[0.33458177159341534,-0.11360798525006584,-0.2621723132187061,-0.3920100351397911]","[1,1,1,1]","[0,0,0,0]","[0,0,0,0]","[0.507100000023847,1.1001000000238434,1.640800000071529,30.457800000071536]","[""blk1"",""blk2"",""blk3""]","[1,1,1]",1,71.6013,72.5911,1,0,1,0,1
,,,,,,,,,001938,001,2023-11-17_15h29.28.979,corsi_blocks,2023.2.2,Win32,59.63029219,72.5918,"[[-0.0225,0.395],[0.19375,-0.17125],[-0.285,-0.27125],[-0.3575,-0.05625],[-0.485,0.34625],[-0.09875,0.065],[-0.45875,-0.3],[0.4125,-0.1325],[0.6375,0.27375]]",73.0829,73.0841,73.5741,0,0,0,0,1,,,,,,,,,,,,,,,,,,
,,,,,,,,,001938,001,2023-11-17_15h29.28.979,corsi_blocks,2023.2.2,Win32,59.63029219,,,,73.5747,74.0729,1,0,1,0,1,,,,,,,,,,,,,,,,,,
,,,,,,,,,001938,001,2023-11-17_15h29.28.979,corsi_blocks,2023.2.2,Win32,59.63029219,,,,74.0732,74.5745,2,0,2,0,1,,,,,,,,,,,,,,,,,,
,,,,,,,,,001938,001,2023-11-17_15h29.28.979,corsi_blocks,2023.2.2,Win32,59.63029219,,,,74.5752,75.0755,3,0,3,0,1,,,,,,,,,,,,,,,,,,
,,,,,,,,,001938,001,2023-11-17_15h29.28.979,corsi_blocks,2023.2.2,Win32,59.63029219,,,,,,,,,,,75.0756,80.0085,"[-0.007646710685129916,0.1808676558933901,-0.29853306459576895,-0.3671972296211157,0.5017166137695312]","[0.37016229950979856,-0.15855180547478492,-0.24157303370786518,-0.04744068960125527,-0.40324599019597085]","[1,1,1,1,1]","[0,0,0,0,0]","[0,0,0,0,0]","[2.139499999999998,2.9810000000000088,3.5900000000000034,4.0133999999761585,4.9315]","[""blk1"",""blk2"",""blk3"",""blk4""]","[1,1,1,1]",1,80.009,81.0035,2,0,2,0,1
,,,,,,,,,001938,001,2023-11-17_15h29.28.979,corsi_blocks,2023.2.2,Win32,59.63029219,81.0039,"[[-0.45875,-0.3],[-0.35125,0.36625],[0.54,0.03625],[0.1925,-0.295],[-0.285,-0.27125],[0.62875,-0.1825],[-0.18625,0.41125],[-0.12125,-0.12625],[-0.6025,0.0725]]",81.5063,81.5079,81.9994,0,0,0,0,1,,,,,,,,,,,,,,,,,,
,,,,,,,,,001938,001,2023-11-17_15h29.28.979,corsi_blocks,2023.2.2,Win32,59.63029219,,,,81.9997,82.5053,1,0,1,0,1,,,,,,,,,,,,,,,,,,
,,,,,,,,,001938,001,2023-11-17_15h29.28.979,corsi_blocks,2023.2.2,Win32,59.63029219,,,,82.5057,83.0066,2,0,2,0,1,,,,,,,,,,,,,,,,,,
,,,,,,,,,001938,001,2023-11-17_15h29.28.979,corsi_blocks,2023.2.2,Win32,59.63029219,,,,83.007,83.5073,3,0,3,0,1,,,,,,,,,,,,,,,,,,
,,,,,,,,,001938,001,2023-11-17_15h29.28.979,corsi_blocks,2023.2.2,Win32,59.63029219,,,,83.5081,84.0055,4,0,4,0,1,,,,,,,,,,,,,,,,,,
