instructions.started,instructions.stopped,key_resp.keys,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.time,participant,session,date,expName,psychopyVersion,OS,frameRate,ISI.started,positions,ISI.stopped,corsi_present.started,corsi_present.stopped,block_sequence.thisRepN,block_sequence.thisTrialN,block_sequence.thisN,block_sequence.thisIndex,block_sequence.ran,corsi_respond.started,corsi_respond.stopped,corsi_mouse.x,corsi_mouse.y,corsi_mouse.leftButton,corsi_mouse.midButton,corsi_mouse.rightButton,corsi_mouse.time,corsi_mouse.clicked_name,correct_list,corsi_correct,feedback.started,feedback.stopped,corsi_task.thisRepN,corsi_task.thisTrialN,corsi_task.thisN,corsi_task.thisIndex,corsi_task.ran
0.0001,0.8605,,-0.136988403,-0.166041881,1,0,0,0.8577,468777,001,2023-12-17_15h43.51.128,corsi_blocks,2023.2.2,Win32,166.6666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,468777,001,2023-12-17_15h43.51.128,corsi_blocks,2023.2.2,Win32,166.6666667,0.8669,"[[-0.45875,-0.3],[0.30125,-0.0175],[-0.09875,0.065],[0.6375,0.27375],[0.28875,0.39875],[0.54,0.03625],[0.365,-0.27625],[-0.6025,0.0725],[0.62875,-0.1825]]",1.3633,1.3641,1.8606,0,0,0,0,1,,,,,,,,,,,,,,,,,,
,,,,,,,,,468777,001,2023-12-17_15h43.51.128,corsi_blocks,2023.2.2,Win32,166.6666667,,,,1.861,2.3573,1,0,1,0,1,,,,,,,,,,,,,,,,,,
,,,,,,,,,468777,001,2023-12-17_15h43.51.128,corsi_blocks,2023.2.2,Win32,166.6666667,,,,2.3576,2.8544,2,0,2,0,1,,,,,,,,,,,,,,,,,,
,,,,,,,,,468777,001,2023-12-17_15h43.51.128,corsi_blocks,2023.2.2,Win32,166.6666667,,,,,,,,,,,2.8551,19.7301,"[-0.0951265229615745,0.26038741707913543,-0.4525148200452495,-0.44814119633940075,0.3334895726555178,0.36535461482983833,0.35410812935654873,0.2872539831302718,0.30349894472674555,-0.1544829550030752,-0.12136832239925023,-0.11699467009210988,0.6377694470477976,0.5484224442801078,0.5271790065604499,0.6159013571198454,0.2666354264292409,-0.5618556701030928,0.5190565829647962]","[0.04576692876127577,-0.008591084359623946,-0.2703842549203374,-0.2635114217541881,-0.012339912850720478,-0.27350831679797327,-0.28288038802571464,-0.06232427366447985,-0.02546081256955834,0.07950638518114457,0.11636987487735766,0.10262417994376757,-0.21290223712438497,-0.029834464876698687,0.04389251451572751,0.2688222382821652,0.39628240697944733,0.09012807543968193,-0.4240862230552952]","[1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1]","[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]","[0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0]","[3.4170000000000007,4.610699999988079,5.513800000011922,8.38019999998808,9.374199999988079,10.17419999998808,11.2895,11.64730000001192,11.846999999999998,12.362699999988077,13.1445,13.441099999994037,14.19869999998808,14.521999999999998,14.943999999999999,15.262,15.67140000000596,16.27990000000596,16.87390000000596]","[""blk3"",""blk2"",""blk1"",""blk1"",""blk2"",""blk7"",""blk7"",""blk2"",""blk2"",""blk3"",""blk9"",""blk6"",""blk4"",""blk5"",""blk8""]","[0,1,0,0,0,0,0,0,0]",0,19.7306,20.7273,0,0,0,0,1
,,,,,,,,,468777,001,2023-12-17_15h43.51.128,corsi_blocks,2023.2.2,Win32,166.6666667,20.7277,"[[-0.68625,-0.225],[0.05875,-0.0575],[0.4125,-0.1325],[-0.4075,0.11875],[-0.01125,-0.295],[0.4625,0.35875],[-0.26625,0.235],[-0.6025,0.0725],[-0.18625,0.41125]]",21.224,21.2248,21.724,0,0,0,0,1,,,,,,,,,,,,,,,,,,
,,,,,,,,,468777,001,2023-12-17_15h43.51.128,corsi_blocks,2023.2.2,Win32,166.6666667,,,,21.7244,22.2247,1,0,1,0,1,,,,,,,,,,,,,,,,,,
,,,,,,,,,468777,001,2023-12-17_15h43.51.128,corsi_blocks,2023.2.2,Win32,166.6666667,,,,22.2251,22.7215,2,0,2,0,1,,,,,,,,,,,,,,,,,,
,,,,,,,,,468777,001,2023-12-17_15h43.51.128,corsi_blocks,2023.2.2,Win32,166.6666667,,,,,,,,,,,22.7216,25.5698,"[-0.6530771586195598,0.027335226815106608,0.4384567704062207,0.49531396438612935]","[-0.22977196533431934,-0.06232427366447985,-0.15354580508288426,-0.42033739456419866]","[1,1,1,1]","[0,0,0,0]","[0,0,0,0]","[1.1138000000119206,1.6655999999940363,2.1383000000119203,2.8470999999940396]","[""blk1"",""blk2"",""blk3""]","[1,1,1]",1,25.57,26.5697,1,0,1,0,1
,,,,,,,,,468777,001,2023-12-17_15h43.51.128,corsi_blocks,2023.2.2,Win32,166.6666667,26.57,"[[-0.6025,0.0725],[-0.24625,0.04375],[0.57875,-0.31375],[-0.16125,-0.28],[0.22,0.2425],[0.365,-0.27625],[-0.3575,-0.05625],[-0.35125,0.36625],[0.4125,-0.1325]]",27.0667,27.0674,27.5663,0,0,0,0,1,,,,,,,,,,,,,,,,,,
,,,,,,,,,468777,001,2023-12-17_15h43.51.128,corsi_blocks,2023.2.2,Win32,166.6666667,,,,27.5665,28.0674,1,0,1,0,1,,,,,,,,,,,,,,,,,,
,,,,,,,,,468777,001,2023-12-17_15h43.51.128,corsi_blocks,2023.2.2,Win32,166.6666667,,,,28.0677,28.5636,2,0,2,0,1,,,,,,,,,,,,,,,,,,
,,,,,,,,,468777,001,2023-12-17_15h43.51.128,corsi_blocks,2023.2.2,Win32,166.6666667,,,,28.5638,29.0618,3,0,3,0,1,,,,,,,,,,,,,,,,,,
,,,,,,,,,468777,001,2023-12-17_15h43.51.128,corsi_blocks,2023.2.2,Win32,166.6666667,,,,,,,,,,,29.0619,31.8338,"[-0.584348641049672,-0.22945952482500587,-0.16073102155576383,0.5659169391035028,0.550296858525656]","[0.04639175257731959,0.04514213354652355,-0.23914403656206068,-0.32349267761173267,-0.4159637994596415]","[1,1,1,1,1]","[0,0,0,0,0]","[0,0,0,0,0]","[1.1558000000119222,1.5012000000178816,1.865000000000002,2.313300000011921,2.7712000000178776]","[""blk1"",""blk2"",""blk4"",""blk3""]","[1,1,0,0]",0,31.8341,32.8302,2,0,2,0,1
,,,,,,,,,468777,001,2023-12-17_15h43.51.128,corsi_blocks,2023.2.2,Win32,166.6666667,32.8304,"[[-0.6025,0.0725],[-0.68625,-0.225],[-0.45875,-0.3],[-0.26625,0.235],[-0.55125,-0.13375],[-0.0225,0.395],[-0.24625,0.04375],[-0.675,0.29875],[-0.18625,0.41125]]",33.3274,33.3284,33.8269,0,0,0,0,1,,,,,,,,,,,,,,,,,,
,,,,,,,,,468777,001,2023-12-17_15h43.51.128,corsi_blocks,2023.2.2,Win32,166.6666667,,,,33.8271,34.3273,1,0,1,0,1,,,,,,,,,,,,,,,,,,
,,,,,,,,,468777,001,2023-12-17_15h43.51.128,corsi_blocks,2023.2.2,Win32,166.6666667,,,,34.3278,34.8245,2,0,2,0,1,,,,,,,,,,,,,,,,,,
,,,,,,,,,468777,001,2023-12-17_15h43.51.128,corsi_blocks,2023.2.2,Win32,166.6666667,,,,34.8247,35.3219,3,0,3,0,1,,,,,,,,,,,,,,,,,,
