instructions.started,instructions.stopped,key_resp.keys,key_resp.rt,key_resp.duration,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.time,participant,session,date,expName,psychopyVersion,OS,frameRate,ISI.started,positions,ISI.stopped,corsi_present.started,corsi_present.stopped,block_sequence.thisRepN,block_sequence.thisTrialN,block_sequence.thisN,block_sequence.thisIndex,block_sequence.ran,corsi_respond.started,corsi_respond.stopped,corsi_mouse.x,corsi_mouse.y,corsi_mouse.leftButton,corsi_mouse.midButton,corsi_mouse.rightButton,corsi_mouse.time,corsi_mouse.clicked_name,correct_list,corsi_correct,feedback.started,feedback.stopped,corsi_task.thisRepN,corsi_task.thisTrialN,corsi_task.thisN,corsi_task.thisIndex,corsi_task.ran,corsi_task.order,block_sequence.order
0.002,2.4314,space,2.4093,,,,,,,,367194,001,2023-11-23_13h26.21.727,corsi_blocks,2023.2.2,Win32,60.04924038,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,367194,001,2023-11-23_13h26.21.727,corsi_blocks,2023.2.2,Win32,60.04924038,2.455,"[[0.1925,-0.295],[-0.6025,0.0725],[0.62875,-0.1825],[-0.26625,0.235],[0.57875,-0.31375],[-0.45875,-0.3],[0.16625,0.3825],[0.28875,0.39875],[-0.16125,-0.28]]",2.9365,2.9391,3.4417,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,367194,001,2023-11-23_13h26.21.727,corsi_blocks,2023.2.2,Win32,60.04924038,,,,3.4425,3.9349,1,0,1,0,1,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,367194,001,2023-11-23_13h26.21.727,corsi_blocks,2023.2.2,Win32,60.04924038,,,,3.9363,4.4491,2,0,2,0,1,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,367194,001,2023-11-23_13h26.21.727,corsi_blocks,2023.2.2,Win32,60.04924038,,,,,,,,,,,4.4513,9.7818,"[0.17447916666666666,-0.59375,0.6015625,0.50390625]","[-0.28125,0.11848958333333333,-0.1640625,-0.4049479166666667]","[1,1,1,1]","[0,0,0,0]","[0,0,0,0]","[0.859,2.0442999999523153,3.9423999999761588,5.323199999988079]","[""blk1"",""blk2"",""blk3""]","[1,1,1]",1,9.7857,10.7787,0,0,0,0,1,,
,,,,,,,,,,,367194,001,2023-11-23_13h26.21.727,corsi_blocks,2023.2.2,Win32,60.04924038,10.7812,"[[-0.68625,-0.225],[0.57875,-0.31375],[0.05875,-0.0575],[-0.26625,0.235],[-0.01125,-0.295],[-0.6025,0.0725],[0.6375,0.27375],[0.22,0.2425],[-0.45875,-0.3]]",11.2779,11.2815,11.7772,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,367194,001,2023-11-23_13h26.21.727,corsi_blocks,2023.2.2,Win32,60.04924038,,,,11.7782,12.2772,1,0,1,0,1,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,367194,001,2023-11-23_13h26.21.727,corsi_blocks,2023.2.2,Win32,60.04924038,,,,12.2782,12.7769,2,0,2,0,1,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,367194,001,2023-11-23_13h26.21.727,corsi_blocks,2023.2.2,Win32,60.04924038,,,,12.7782,13.276,3,0,3,0,1,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,367194,001,2023-11-23_13h26.21.727,corsi_blocks,2023.2.2,Win32,60.04924038,,,,,,,,,,,13.2762,19.1943,"[-0.6731770833333334,0.5611979166666666,0.061197916666666664,-0.2747395833333333,0.4401041666666667]","[-0.2682291666666667,-0.3033854166666667,-0.08203125,0.25390625,-0.3880208333333333]","[1,1,1,1,1]","[0,0,0,0,0]","[0,0,0,0,0]","[1.179600000023843,2.4441000000238446,3.492800000011922,4.409300000011921,5.915199999988079]","[""blk1"",""blk2"",""blk3"",""blk4""]","[1,1,1,1]",1,19.1958,20.186,1,0,1,0,1,,
