instructions.started,instructions.stopped,key_resp.keys,key_resp.rt,key_resp.duration,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.time,participant,session,date,expName,psychopyVersion,OS,frameRate,ISI.started,positions,ISI.stopped,corsi_present.started,corsi_present.stopped,block_sequence.thisRepN,block_sequence.thisTrialN,block_sequence.thisN,block_sequence.thisIndex,block_sequence.ran,corsi_respond.started,corsi_respond.stopped,corsi_mouse.x,corsi_mouse.y,corsi_mouse.leftButton,corsi_mouse.midButton,corsi_mouse.rightButton,corsi_mouse.time,corsi_mouse.clicked_name,correct_list,corsi_correct,feedback.started,feedback.stopped,corsi_task.thisRepN,corsi_task.thisTrialN,corsi_task.thisN,corsi_task.thisIndex,corsi_task.ran
0.0002,9.7805,space,9.7574,,,,,,,,147894,001,2023-11-06_19h23.46.750,corsi_blocks,2023.2.2,Linux x86_64,60.0276127,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,147894,001,2023-11-06_19h23.46.750,corsi_blocks,2023.2.2,Linux x86_64,60.0276127,9.8213,"[[0.4125,-0.1325],[-0.12125,-0.12625],[0.16625,0.3825],[-0.16125,-0.28],[-0.09875,0.065],[0.05875,-0.0575],[-0.3575,-0.05625],[-0.0225,0.395],[-0.01125,-0.295]]",10.2952,10.2991,10.7956,0,0,0,0,1,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,147894,001,2023-11-06_19h23.46.750,corsi_blocks,2023.2.2,Linux x86_64,60.0276127,,,,10.7967,11.2958,1,0,1,0,1,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,147894,001,2023-11-06_19h23.46.750,corsi_blocks,2023.2.2,Linux x86_64,60.0276127,,,,11.2969,11.7939,2,0,2,0,1,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,147894,001,2023-11-06_19h23.46.750,corsi_blocks,2023.2.2,Linux x86_64,60.0276127,,,,,,,,,,,11.7949,15.3777,"[0.42592592592592593,-0.1425925925925926,0.1287037037037037,0.5111111111111111]","[-0.12685185185185185,-0.14722222222222223,0.35555555555555557,-0.4083333333333333]","[1,1,1,1]","[0,0,0,0]","[0,0,0,0]","[1.1976000000014917,1.9121000000014856,2.62789999999851,3.5778000000007406]","[""blk1"",""blk2"",""blk3""]","[1,1,1]",1,15.3795,16.3759,0,0,0,0,1
,,,,,,,,,,,147894,001,2023-11-06_19h23.46.750,corsi_blocks,2023.2.2,Linux x86_64,60.0276127,16.3772,"[[0.57875,-0.31375],[0.54,0.03625],[-0.6025,0.0725],[0.25625,0.0975],[0.0675,0.07375],[0.1925,-0.295],[-0.09875,0.065],[0.4625,0.35875],[-0.485,0.34625]]",16.8762,16.8783,17.3749,0,0,0,0,1,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,147894,001,2023-11-06_19h23.46.750,corsi_blocks,2023.2.2,Linux x86_64,60.0276127,,,,17.3753,17.8749,1,0,1,0,1,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,147894,001,2023-11-06_19h23.46.750,corsi_blocks,2023.2.2,Linux x86_64,60.0276127,,,,17.8757,18.3745,2,0,2,0,1,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,147894,001,2023-11-06_19h23.46.750,corsi_blocks,2023.2.2,Linux x86_64,60.0276127,,,,18.3752,18.8746,3,0,3,0,1,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,147894,001,2023-11-06_19h23.46.750,corsi_blocks,2023.2.2,Linux x86_64,60.0276127,,,,,,,,,,,18.875,23.9063,"[0.5990740740740741,0.5453703703703704,-0.6083333333333333,0.2212962962962963,0.4888888888888889]","[-0.30833333333333335,0.05092592592592592,0.08425925925925926,0.08611111111111111,-0.4074074074074074]","[1,1,1,1,1]","[0,0,0,0,0]","[0,0,0,0,0]","[1.514000000000003,2.2967000000029785,3.362700000002981,4.012600000001491,5.028300000000748]","[""blk1"",""blk2"",""blk3"",""blk4""]","[1,1,1,1]",1,23.9074,24.9046,1,0,1,0,1
