instructions.started,instructions.stopped,key_resp.keys,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.time,participant,session,date,expName,psychopyVersion,OS,frameRate,ISI.started,positions,ISI.stopped,corsi_present.started,corsi_present.stopped,block_sequence.thisRepN,block_sequence.thisTrialN,block_sequence.thisN,block_sequence.thisIndex,block_sequence.ran,corsi_respond.started,corsi_respond.stopped,corsi_mouse.x,corsi_mouse.y,corsi_mouse.leftButton,corsi_mouse.midButton,corsi_mouse.rightButton,corsi_mouse.time,corsi_mouse.clicked_name,correct_list,corsi_correct,feedback.started,feedback.stopped,corsi_task.thisRepN,corsi_task.thisTrialN,corsi_task.thisN,corsi_task.thisIndex,corsi_task.ran,end.started
0.0002,0.5053,,-0.069444444,-0.065740741,1,0,0,0.5031,383291,001,2023-10-25_11h52.31.207,corsi_blocks,2023.2.2,Win32,144.1753172,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,383291,001,2023-10-25_11h52.31.207,corsi_blocks,2023.2.2,Win32,144.1753172,0.5093,"[[-0.35125,0.36625],[-0.68625,-0.225],[0.28875,0.39875],[0.05875,-0.0575],[0.30125,-0.0175],[-0.18625,0.41125],[-0.24625,0.04375],[-0.12125,-0.12625],[-0.16125,-0.28]]",1.0051,1.0058,1.5056,0,0,0,0,1,,,,,,,,,,,,,,,,,,,
,,,,,,,,,383291,001,2023-10-25_11h52.31.207,corsi_blocks,2023.2.2,Win32,144.1753172,,,,1.5058,2.0053,1,0,1,0,1,,,,,,,,,,,,,,,,,,,
,,,,,,,,,383291,001,2023-10-25_11h52.31.207,corsi_blocks,2023.2.2,Win32,144.1753172,,,,2.0054,2.5051,2,0,2,0,1,,,,,,,,,,,,,,,,,,,
,,,,,,,,,383291,001,2023-10-25_11h52.31.207,corsi_blocks,2023.2.2,Win32,144.1753172,,,,,,,,,,,2.5054,4.1721,"[-0.33055555555555555,-0.6509259259259259,0.26666666666666666,0.4527777777777778]","[0.3768518518518518,-0.21944444444444444,0.3824074074074074,-0.4027777777777778]","[1,1,1,1]","[0,0,0,0]","[0,0,0,0]","[0.08960000002384128,0.6033000000119202,1.1239999999999997,1.665700000017881]","[""blk1"",""blk2"",""blk3""]","[1,1,1]",1,4.1724,5.1718,0,0,0,0,1,
,,,,,,,,,383291,001,2023-10-25_11h52.31.207,corsi_blocks,2023.2.2,Win32,144.1753172,5.1721,"[[0.03125,-0.41],[0.28875,0.39875],[-0.45875,-0.3],[-0.285,-0.27125],[-0.0225,0.395],[0.19375,-0.17125],[-0.68625,-0.225],[-0.3575,-0.05625],[-0.09875,0.065]]",5.6717,5.6721,6.1718,0,0,0,0,1,,,,,,,,,,,,,,,,,,,
,,,,,,,,,383291,001,2023-10-25_11h52.31.207,corsi_blocks,2023.2.2,Win32,144.1753172,,,,6.172,6.667,1,0,1,0,1,,,,,,,,,,,,,,,,,,,
,,,,,,,,,383291,001,2023-10-25_11h52.31.207,corsi_blocks,2023.2.2,Win32,144.1753172,,,,6.6673,7.1647,2,0,2,0,1,,,,,,,,,,,,,,,,,,,
,,,,,,,,,383291,001,2023-10-25_11h52.31.207,corsi_blocks,2023.2.2,Win32,144.1753172,,,,7.1649,7.6649,3,0,3,0,1,,,,,,,,,,,,,,,,,,,
,,,,,,,,,383291,001,2023-10-25_11h52.31.207,corsi_blocks,2023.2.2,Win32,144.1753172,,,,,,,,,,,7.665,9.7134,"[0.32037037037037036,0.04814814814814815,-0.45185185185185184,-0.31666666666666665,0.5018518518518519]","[0.38055555555555554,-0.4324074074074074,-0.29444444444444445,-0.27870370370370373,-0.4064814814814815]","[1,1,1,1,1]","[0,0,0,0,0]","[0,0,0,0,0]","[0.4785999999940387,0.971599999994039,1.4021999999880776,1.6242999999821173,2.0479999999999983]","[""blk2"",""blk1"",""blk3"",""blk4""]","[0,0,1,1]",0,9.7135,10.7132,1,0,1,0,1,
,,,,,,,,,383291,001,2023-10-25_11h52.31.207,corsi_blocks,2023.2.2,Win32,144.1753172,10.7133,"[[-0.3575,-0.05625],[0.54,0.03625],[-0.09875,0.065],[0.03125,-0.41],[0.25625,0.0975],[0.22,0.2425],[0.4125,-0.1325],[-0.35125,0.36625],[-0.18625,0.41125]]",11.2132,11.2136,11.7134,0,0,0,0,1,,,,,,,,,,,,,,,,,,,
,,,,,,,,,383291,001,2023-10-25_11h52.31.207,corsi_blocks,2023.2.2,Win32,144.1753172,,,,11.7136,12.2133,1,0,1,0,1,,,,,,,,,,,,,,,,,,,
,,,,,,,,,383291,001,2023-10-25_11h52.31.207,corsi_blocks,2023.2.2,Win32,144.1753172,,,,12.2136,12.7133,2,0,2,0,1,,,,,,,,,,,,,,,,,,,
,,,,,,,,,383291,001,2023-10-25_11h52.31.207,corsi_blocks,2023.2.2,Win32,144.1753172,,,,12.7135,13.2134,3,0,3,0,1,,,,,,,,,,,,,,,,,,,
,,,,,,,,,383291,001,2023-10-25_11h52.31.207,corsi_blocks,2023.2.2,Win32,144.1753172,,,,,,,,,,,13.2134,16.9008,"[-0.3277777777777778,0.5981481481481481,0.575925925925926,-0.12129629629629629,0.03888888888888889,0.43703703703703706,0.4537037037037037]","[-0.046296296296296294,0.04351851851851852,0.022222222222222223,0.07962962962962963,-0.41574074074074074,-0.36018518518518516,-0.40925925925925927]","[1,1,1,1,1,1,1]","[0,0,0,0,0,0,0]","[0,0,0,0,0,0,0]","[0.6661999999880805,1.1105999999940401,1.7215999999940408,2.17309999999404,2.5548999999761577,3.0688999999761606,3.686899999976159]","[""blk1"",""blk2"",""blk3"",""blk4""]","[1,1,1,1]",1,16.9011,17.9006,2,0,2,0,1,
,,,,,,,,,383291,001,2023-10-25_11h52.31.207,corsi_blocks,2023.2.2,Win32,144.1753172,17.9007,"[[-0.12125,-0.12625],[0.57875,-0.31375],[0.4125,-0.1325],[-0.285,-0.27125],[-0.4075,0.11875],[-0.24625,0.04375],[-0.485,0.34625],[0.19375,-0.17125],[0.16625,0.3825]]",18.4005,18.401,18.9007,0,0,0,0,1,,,,,,,,,,,,,,,,,,,
,,,,,,,,,383291,001,2023-10-25_11h52.31.207,corsi_blocks,2023.2.2,Win32,144.1753172,,,,18.9008,19.4006,1,0,1,0,1,,,,,,,,,,,,,,,,,,,
,,,,,,,,,383291,001,2023-10-25_11h52.31.207,corsi_blocks,2023.2.2,Win32,144.1753172,,,,19.4007,19.9005,2,0,2,0,1,,,,,,,,,,,,,,,,,,,
,,,,,,,,,383291,001,2023-10-25_11h52.31.207,corsi_blocks,2023.2.2,Win32,144.1753172,,,,19.9007,20.4006,3,0,3,0,1,,,,,,,,,,,,,,,,,,,
,,,,,,,,,383291,001,2023-10-25_11h52.31.207,corsi_blocks,2023.2.2,Win32,144.1753172,,,,20.4007,20.9005,4,0,4,0,1,,,,,,,,,,,,,,,,,,,
,,,,,,,,,383291,001,2023-10-25_11h52.31.207,corsi_blocks,2023.2.2,Win32,144.1753172,,,,,,,,,,,20.9006,24.1089,"[-0.1388888888888889,0.5833333333333334,0.40370370370370373,-0.26666666666666666,-0.3925925925925926,0.48333333333333334]","[-0.11481481481481481,-0.30648148148148147,-0.13240740740740742,-0.25925925925925924,0.10648148148148148,-0.40185185185185185]","[1,1,1,1,1,1]","[0,0,0,0,0,0]","[0,0,0,0,0,0]","[0.9509000000059586,1.4093000000119211,1.763499999999997,2.284300000011921,2.742599999994038,3.2078000000119182]","[""blk1"",""blk2"",""blk3"",""blk4"",""blk5""]","[1,1,1,1,1]",1,24.1091,25.1087,3,0,3,0,1,
,,,,,,,,,383291,001,2023-10-25_11h52.31.207,corsi_blocks,2023.2.2,Win32,144.1753172,25.1089,"[[-0.285,-0.27125],[-0.6025,0.0725],[-0.12125,-0.12625],[0.28875,0.39875],[0.6375,0.27375],[-0.4075,0.11875],[-0.01125,-0.295],[-0.18625,0.41125],[0.03125,-0.41]]",25.6088,25.6093,26.1088,0,0,0,0,1,,,,,,,,,,,,,,,,,,,
,,,,,,,,,383291,001,2023-10-25_11h52.31.207,corsi_blocks,2023.2.2,Win32,144.1753172,,,,26.109,26.609,1,0,1,0,1,,,,,,,,,,,,,,,,,,,
,,,,,,,,,383291,001,2023-10-25_11h52.31.207,corsi_blocks,2023.2.2,Win32,144.1753172,,,,26.6092,27.1087,2,0,2,0,1,,,,,,,,,,,,,,,,,,,
,,,,,,,,,383291,001,2023-10-25_11h52.31.207,corsi_blocks,2023.2.2,Win32,144.1753172,,,,27.1089,27.6088,3,0,3,0,1,,,,,,,,,,,,,,,,,,,
,,,,,,,,,383291,001,2023-10-25_11h52.31.207,corsi_blocks,2023.2.2,Win32,144.1753172,,,,27.6091,28.1088,4,0,4,0,1,,,,,,,,,,,,,,,,,,,
,,,,,,,,,383291,001,2023-10-25_11h52.31.207,corsi_blocks,2023.2.2,Win32,144.1753172,,,,28.109,28.6086,5,0,5,0,1,,,,,,,,,,,,,,,,,,,
,,,,,,,,,383291,001,2023-10-25_11h52.31.207,corsi_blocks,2023.2.2,Win32,144.1753172,,,,,,,,,,,28.6087,33.5254,"[-0.2722222222222222,-0.5972222222222222,0.27314814814814814,-0.13703703703703704,0.6092592592592593,-0.4101851851851852,0.4962962962962963,0.49907407407407406]","[-0.2462962962962963,0.06851851851851852,0.39537037037037037,-0.12407407407407407,0.287962962962963,0.11018518518518519,-0.43425925925925923,-0.4083333333333333]","[1,1,1,1,1,1,1,1]","[0,0,0,0,0,0,0,0]","[0,0,0,0,0,0,0,0]","[1.7427000000178836,2.2079000000059636,2.7705000000000055,3.1663000000119226,3.603700000017888,4.055099999994042,4.548099999994044,4.916200000017888]","[""blk1"",""blk2"",""blk4"",""blk3"",""blk5"",""blk6""]","[1,1,0,0,1,1]",0,33.5256,34.5252,4,0,4,0,1,
,,,,,,,,,383291,001,2023-10-25_11h52.31.207,corsi_blocks,2023.2.2,Win32,144.1753172,34.5255,"[[0.22,0.2425],[-0.675,0.29875],[-0.285,-0.27125],[-0.26625,0.235],[0.45375,0.175],[-0.18625,0.41125],[-0.3575,-0.05625],[-0.0225,0.395],[0.25625,0.0975]]",35.0251,35.0256,35.5254,0,0,0,0,1,,,,,,,,,,,,,,,,,,,
,,,,,,,,,383291,001,2023-10-25_11h52.31.207,corsi_blocks,2023.2.2,Win32,144.1753172,,,,35.5256,36.0251,1,0,1,0,1,,,,,,,,,,,,,,,,,,,
,,,,,,,,,383291,001,2023-10-25_11h52.31.207,corsi_blocks,2023.2.2,Win32,144.1753172,,,,36.0253,36.5252,2,0,2,0,1,,,,,,,,,,,,,,,,,,,
,,,,,,,,,383291,001,2023-10-25_11h52.31.207,corsi_blocks,2023.2.2,Win32,144.1753172,,,,36.5254,37.0251,3,0,3,0,1,,,,,,,,,,,,,,,,,,,
,,,,,,,,,383291,001,2023-10-25_11h52.31.207,corsi_blocks,2023.2.2,Win32,144.1753172,,,,37.0253,37.5251,4,0,4,0,1,,,,,,,,,,,,,,,,,,,
,,,,,,,,,383291,001,2023-10-25_11h52.31.207,corsi_blocks,2023.2.2,Win32,144.1753172,,,,37.5254,38.0251,5,0,5,0,1,,,,,,,,,,,,,,,,,,,
,,,,,,,,,383291,001,2023-10-25_11h52.31.207,corsi_blocks,2023.2.2,Win32,144.1753172,,,,,,,,,,,38.0253,41.8168,"[0.21388888888888888,-0.6462962962962963,-0.27870370370370373,-0.2657407407407407,0.4648148148148148,-0.21666666666666667,0.4527777777777778]","[0.23703703703703705,0.2851851851851852,-0.2564814814814815,0.24444444444444444,0.1638888888888889,0.387037037037037,-0.3814814814814815]","[1,1,1,1,1,1,1]","[0,0,0,0,0,0,0]","[0,0,0,0,0,0,0]","[1.0759000000059658,1.6939000000059607,2.173100000023844,2.541100000023846,2.9370000000000047,3.311900000005963,3.791100000023846]","[""blk1"",""blk2"",""blk3"",""blk4"",""blk5"",""blk6""]","[1,1,1,1,1,1]",1,41.817,42.8168,5,0,5,0,1,
,,,,,,,,,383291,001,2023-10-25_11h52.31.207,corsi_blocks,2023.2.2,Win32,144.1753172,42.8169,"[[-0.26625,0.235],[-0.285,-0.27125],[0.62875,-0.1825],[-0.16125,-0.28],[0.1925,-0.295],[0.4125,-0.1325],[0.05875,-0.0575],[-0.35125,0.36625],[-0.485,0.34625]]",43.3166,43.317,43.8167,0,0,0,0,1,,,,,,,,,,,,,,,,,,,
,,,,,,,,,383291,001,2023-10-25_11h52.31.207,corsi_blocks,2023.2.2,Win32,144.1753172,,,,43.8174,44.3168,1,0,1,0,1,,,,,,,,,,,,,,,,,,,
,,,,,,,,,383291,001,2023-10-25_11h52.31.207,corsi_blocks,2023.2.2,Win32,144.1753172,,,,44.317,44.8167,2,0,2,0,1,,,,,,,,,,,,,,,,,,,
,,,,,,,,,383291,001,2023-10-25_11h52.31.207,corsi_blocks,2023.2.2,Win32,144.1753172,,,,44.8169,45.3167,3,0,3,0,1,,,,,,,,,,,,,,,,,,,
,,,,,,,,,383291,001,2023-10-25_11h52.31.207,corsi_blocks,2023.2.2,Win32,144.1753172,,,,45.3169,45.8168,4,0,4,0,1,,,,,,,,,,,,,,,,,,,
,,,,,,,,,383291,001,2023-10-25_11h52.31.207,corsi_blocks,2023.2.2,Win32,144.1753172,,,,45.817,46.3165,5,0,5,0,1,,,,,,,,,,,,,,,,,,,
,,,,,,,,,383291,001,2023-10-25_11h52.31.207,corsi_blocks,2023.2.2,Win32,144.1753172,,,,46.3168,46.8167,6,0,6,0,1,,,,,,,,,,,,,,,,,,,
,,,,,,,,,383291,001,2023-10-25_11h52.31.207,corsi_blocks,2023.2.2,Win32,144.1753172,,,,,,,,,,,46.8168,50.0805,"[-0.2574074074074074,-0.2796296296296296,0.6351851851851852,-0.15,0.23425925925925925,0.42592592592592593,0.05185185185185185,0.4351851851851852]","[0.2388888888888889,-0.2675925925925926,-0.17037037037037037,-0.2722222222222222,-0.2916666666666667,-0.1685185185185185,-0.04351851851851852,-0.4166666666666667]","[1,1,1,1,1,1,1,1]","[0,0,0,0,0,0,0,0]","[0,0,0,0,0,0,0,0]","[0.5412000000178807,1.0203000000119147,1.5549999999999997,1.9924999999999997,2.318800000011919,2.5759000000059586,2.902200000017878,3.263300000011917]","[""blk1"",""blk2"",""blk3"",""blk4"",""blk5"",""blk6"",""blk7""]","[1,1,1,1,1,1,1]",1,50.0808,51.0804,6,0,6,0,1,
,,,,,,,,,383291,001,2023-10-25_11h52.31.207,corsi_blocks,2023.2.2,Win32,144.1753172,51.0806,"[[0.05875,-0.0575],[-0.45875,-0.3],[0.28875,0.39875],[0.0675,0.07375],[0.30125,-0.0175],[-0.01875,0.235],[-0.3575,-0.05625],[-0.16125,-0.28],[-0.01125,-0.295]]",51.5806,51.581,52.0803,0,0,0,0,1,,,,,,,,,,,,,,,,,,,
,,,,,,,,,383291,001,2023-10-25_11h52.31.207,corsi_blocks,2023.2.2,Win32,144.1753172,,,,52.0805,52.5803,1,0,1,0,1,,,,,,,,,,,,,,,,,,,
,,,,,,,,,383291,001,2023-10-25_11h52.31.207,corsi_blocks,2023.2.2,Win32,144.1753172,,,,52.5804,53.0804,2,0,2,0,1,,,,,,,,,,,,,,,,,,,
,,,,,,,,,383291,001,2023-10-25_11h52.31.207,corsi_blocks,2023.2.2,Win32,144.1753172,,,,53.0805,53.5804,3,0,3,0,1,,,,,,,,,,,,,,,,,,,
,,,,,,,,,383291,001,2023-10-25_11h52.31.207,corsi_blocks,2023.2.2,Win32,144.1753172,,,,53.5805,54.0804,4,0,4,0,1,,,,,,,,,,,,,,,,,,,
,,,,,,,,,383291,001,2023-10-25_11h52.31.207,corsi_blocks,2023.2.2,Win32,144.1753172,,,,54.0805,54.5802,5,0,5,0,1,,,,,,,,,,,,,,,,,,,
,,,,,,,,,383291,001,2023-10-25_11h52.31.207,corsi_blocks,2023.2.2,Win32,144.1753172,,,,54.5805,55.0804,6,0,6,0,1,,,,,,,,,,,,,,,,,,,
,,,,,,,,,383291,001,2023-10-25_11h52.31.207,corsi_blocks,2023.2.2,Win32,144.1753172,,,,55.0806,55.5803,7,0,7,0,1,,,,,,,,,,,,,,,,,,,
