instructions.started,instructions.stopped,key_resp.keys,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.time,participant,session,date,expName,psychopyVersion,OS,frameRate,ISI.started,positions,ISI.stopped,corsi_present.started,corsi_present.stopped,block_sequence.thisRepN,block_sequence.thisTrialN,block_sequence.thisN,block_sequence.thisIndex,block_sequence.ran,corsi_respond.started,corsi_respond.stopped,corsi_mouse.x,corsi_mouse.y,corsi_mouse.leftButton,corsi_mouse.midButton,corsi_mouse.rightButton,corsi_mouse.time,corsi_mouse.clicked_name,correct_list,corsi_correct,feedback.started,feedback.stopped,corsi_task.thisRepN,corsi_task.thisTrialN,corsi_task.thisN,corsi_task.thisIndex,corsi_task.ran,corsi_task.order
,,,,,,,,,549251,001,2024-02-19_14h59.24.797,corsi_blocks,2023.2.2,MacIntel,59.88023952,,,,46.4344,46.936,3,0,3,0,1,,,,,,,,,,,,,,,,,,,
,,,,,,,,,549251,001,2024-02-19_14h59.24.797,corsi_blocks,2023.2.2,MacIntel,59.88023952,,,,46.937,47.4335,4,0,4,0,1,,,,,,,,,,,,,,,,,,,
,,,,,,,,,549251,001,2024-02-19_14h59.24.797,corsi_blocks,2023.2.2,MacIntel,59.88023952,,,,,,,,,,,47.434,54.2529,"[0.6094354926215277,0.4767624240451389,0.5164017740885417,-0.041392686631944446,0.06882724338107639,0.5254372829861111]","[-0.3029297553168403,0.14374643961588543,0.07575307210286458,0.40604073418511283,-0.4045071750217014,-0.3994959852430556]","[1,1,1,1,1,1]","[0,0,0,0,0,0]","[0,0,0,0,0,0]","[1.0120000000000005,1.9307999999821206,2.462799999982117,3.2967999999821203,4.23129999998212,6.81439999997616]","[""blk1"",""blk2"",""blk3"",""blk4"",""blk5""]","[1,1,1,1,1]",1,54.2534,55.2504,3,0,3,0,1,
,,,,,,,,,549251,001,2024-02-19_14h59.24.797,corsi_blocks,2023.2.2,MacIntel,59.88023952,55.2511,"[[-0.4075,0.11875],[-0.35125,0.36625],[-0.6025,0.0725],[-0.0225,0.395],[-0.68625,-0.225],[-0.01875,0.235],[-0.26625,0.235],[-0.16125,-0.28],[0.57875,-0.31375]]",55.7518,55.7548,56.2515,0,0,0,0,1,,,,,,,,,,,,,,,,,,,
,,,,,,,,,549251,001,2024-02-19_14h59.24.797,corsi_blocks,2023.2.2,MacIntel,59.88023952,,,,56.2519,56.7513,1,0,1,0,1,,,,,,,,,,,,,,,,,,,
,,,,,,,,,549251,001,2024-02-19_14h59.24.797,corsi_blocks,2023.2.2,MacIntel,59.88023952,,,,56.7517,57.2518,2,0,2,0,1,,,,,,,,,,,,,,,,,,,
,,,,,,,,,549251,001,2024-02-19_14h59.24.797,corsi_blocks,2023.2.2,MacIntel,59.88023952,,,,57.2522,57.7517,3,0,3,0,1,,,,,,,,,,,,,,,,,,,
,,,,,,,,,549251,001,2024-02-19_14h59.24.797,corsi_blocks,2023.2.2,MacIntel,59.88023952,,,,57.7522,58.2524,4,0,4,0,1,,,,,,,,,,,,,,,,,,,
,,,,,,,,,549251,001,2024-02-19_14h59.24.797,corsi_blocks,2023.2.2,MacIntel,59.88023952,,,,58.2528,58.7525,5,0,5,0,1,,,,,,,,,,,,,,,,,,,
,,,,,,,,,549251,001,2024-02-19_14h59.24.797,corsi_blocks,2023.2.2,MacIntel,59.88023952,,,,,,,,,,,58.7527,69.8498,"[-0.38794901529947917,-0.3765110270182292,-0.2937606472439236,-0.2806905449761285,-0.2846392822265625,-0.2846392822265625,-0.6018783569335937,-0.010373128255208334,-0.6846712409125434,0.5031962076822917,0.47768798828125]","[0.12357760959201389,0.3790119086371528,0.2488464864095052,0.2308722432454427,0.24529203626844617,0.24529203626844617,0.06180491129557292,0.39313851250542536,-0.21915581597222222,-0.43517266167534724,-0.4089590793185764]","[1,1,1,1,1,1,1,1,1,1,1]","[0,0,0,0,0,0,0,0,0,0,0]","[0,0,0,0,0,0,0,0,0,0,0]","[0.24780000001192093,0.7965000000000018,1.8631000000238416,4.346499999999992,5.47999999999999,5.762800000011907,6.663300000011915,7.613700000017872,8.496900000005951,10.263800000011912,11.095499999999987]","[""blk1"",""blk2"",""blk7"",""blk7"",""blk7"",""blk7"",""blk3"",""blk4"",""blk5""]","[1,1,0,0,0,0]",0,69.8509,70.8507,4,0,4,0,1,
,,,,,,,,,549251,001,2024-02-19_14h59.24.797,corsi_blocks,2023.2.2,MacIntel,59.88023952,70.8513,"[[-0.3575,-0.05625],[-0.68625,-0.225],[0.28875,0.39875],[0.62875,-0.1825],[-0.485,0.34625],[-0.45875,-0.3],[-0.01125,-0.295],[-0.35125,0.36625],[-0.675,0.29875]]",71.35,71.3515,71.854,0,0,0,0,1,,,,,,,,,,,,,,,,,,,
,,,,,,,,,549251,001,2024-02-19_14h59.24.797,corsi_blocks,2023.2.2,MacIntel,59.88023952,,,,71.8544,72.3506,1,0,1,0,1,,,,,,,,,,,,,,,,,,,
,,,,,,,,,549251,001,2024-02-19_14h59.24.797,corsi_blocks,2023.2.2,MacIntel,59.88023952,,,,72.351,72.8506,2,0,2,0,1,,,,,,,,,,,,,,,,,,,
,,,,,,,,,549251,001,2024-02-19_14h59.24.797,corsi_blocks,2023.2.2,MacIntel,59.88023952,,,,72.8509,73.3534,3,0,3,0,1,,,,,,,,,,,,,,,,,,,
,,,,,,,,,549251,001,2024-02-19_14h59.24.797,corsi_blocks,2023.2.2,MacIntel,59.88023952,,,,73.3539,73.8525,4,0,4,0,1,,,,,,,,,,,,,,,,,,,
,,,,,,,,,549251,001,2024-02-19_14h59.24.797,corsi_blocks,2023.2.2,MacIntel,59.88023952,,,,73.8555,74.3507,5,0,5,0,1,,,,,,,,,,,,,,,,,,,
,,,,,,,,,549251,001,2024-02-19_14h59.24.797,corsi_blocks,2023.2.2,MacIntel,59.88023952,,,,,,,,,,,74.3508,80.7864,"[-0.3701689995659722,-0.6751697794596354,0.32895528157552084,0.6650371636284722,-0.44584682888454863,-0.44296875,0.5379055447048611]","[-0.08809624565972222,-0.22844245062934027,0.42035914103190103,-0.18471645779079862,0.3725326199001736,-0.28420918782552085,-0.39456746419270833]","[1,1,1,1,1,1,1]","[0,0,0,0,0,0,0]","[0,0,0,0,0,0,0]","[0.414199999988071,0.9638000000119149,1.7803000000119198,2.8120999999940324,3.71369999998808,5.43040000000596,6.431199999988081]","[""blk1"",""blk2"",""blk3"",""blk4"",""blk5"",""blk6""]","[1,1,1,1,1,1]",1,80.7875,81.7853,5,0,5,0,1,
,,,,,,,,,549251,001,2024-02-19_14h59.24.797,corsi_blocks,2023.2.2,MacIntel,59.88023952,81.7856,"[[0.0675,0.07375],[-0.01875,0.235],[0.1925,-0.295],[0.25625,0.0975],[-0.675,0.29875],[-0.12125,-0.12625],[0.30125,-0.0175],[-0.6025,0.0725],[-0.18625,0.41125]]",82.2857,82.2874,82.7888,0,0,0,0,1,,,,,,,,,,,,,,,,,,,
,,,,,,,,,549251,001,2024-02-19_14h59.24.797,corsi_blocks,2023.2.2,MacIntel,59.88023952,,,,82.7901,83.2852,1,0,1,0,1,,,,,,,,,,,,,,,,,,,
,,,,,,,,,549251,001,2024-02-19_14h59.24.797,corsi_blocks,2023.2.2,MacIntel,59.88023952,,,,83.2856,83.7843,2,0,2,0,1,,,,,,,,,,,,,,,,,,,
,,,,,,,,,549251,001,2024-02-19_14h59.24.797,corsi_blocks,2023.2.2,MacIntel,59.88023952,,,,83.7847,84.2853,3,0,3,0,1,,,,,,,,,,,,,,,,,,,
,,,,,,,,,549251,001,2024-02-19_14h59.24.797,corsi_blocks,2023.2.2,MacIntel,59.88023952,,,,84.2858,84.7866,4,0,4,0,1,,,,,,,,,,,,,,,,,,,
,,,,,,,,,549251,001,2024-02-19_14h59.24.797,corsi_blocks,2023.2.2,MacIntel,59.88023952,,,,84.7869,85.2851,5,0,5,0,1,,,,,,,,,,,,,,,,,,,
,,,,,,,,,549251,001,2024-02-19_14h59.24.797,corsi_blocks,2023.2.2,MacIntel,59.88023952,,,,85.2854,85.7864,6,0,6,0,1,,,,,,,,,,,,,,,,,,,
,,,,,,,,,549251,001,2024-02-19_14h59.24.797,corsi_blocks,2023.2.2,MacIntel,59.88023952,,,,,,,,,,,85.7866,,,,,,,,,,,,,6,0,6,0,1,999
