instructions.started,instructions.stopped,key_resp.keys,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.time,participant,session,date,expName,psychopyVersion,OS,frameRate,ISI.started,positions,ISI.stopped,corsi_present.started,corsi_present.stopped,block_sequence.thisRepN,block_sequence.thisTrialN,block_sequence.thisN,block_sequence.thisIndex,block_sequence.ran,corsi_respond.started,corsi_respond.stopped,corsi_mouse.x,corsi_mouse.y,corsi_mouse.leftButton,corsi_mouse.midButton,corsi_mouse.rightButton,corsi_mouse.time,corsi_mouse.clicked_name,correct_list,corsi_correct,feedback.started,feedback.stopped,corsi_task.thisRepN,corsi_task.thisTrialN,corsi_task.thisN,corsi_task.thisIndex,corsi_task.ran,corsi_task.order
0.0002,16.1302,,0.02872328,-0.235015869,1,0,0,16.1256,549251,001,2024-02-19_14h59.24.797,corsi_blocks,2023.2.2,MacIntel,59.88023952,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,549251,001,2024-02-19_14h59.24.797,corsi_blocks,2023.2.2,MacIntel,59.88023952,16.144,"[[-0.485,0.34625],[0.05875,-0.0575],[-0.09875,0.065],[0.22,0.2425],[-0.18625,0.41125],[0.19375,-0.17125],[-0.4075,0.11875],[0.45375,0.175],[0.28875,0.39875]]",16.6323,16.6369,17.134,0,0,0,0,1,,,,,,,,,,,,,,,,,,,
,,,,,,,,,549251,001,2024-02-19_14h59.24.797,corsi_blocks,2023.2.2,MacIntel,59.88023952,,,,17.1359,17.6315,1,0,1,0,1,,,,,,,,,,,,,,,,,,,
,,,,,,,,,549251,001,2024-02-19_14h59.24.797,corsi_blocks,2023.2.2,MacIntel,59.88023952,,,,17.6324,18.1375,2,0,2,0,1,,,,,,,,,,,,,,,,,,,
,,,,,,,,,549251,001,2024-02-19_14h59.24.797,corsi_blocks,2023.2.2,MacIntel,59.88023952,,,,,,,,,,,18.139,28.9999,"[-0.06437967936197916,0.04198581271701389,-0.47144582112630207,0.5387744140625]","[0.048121812608506946,-0.0372802734375,0.36135460747612846,-0.42287706163194444]","[1,1,1,1]","[0,0,0,0]","[0,0,0,0]","[6.313400000005963,6.975200000017882,8.323600000023845,10.843100000023842]","[""blk3"",""blk2"",""blk1""]","[0,1,0]",0,29.0005,30.0016,0,0,0,0,1,
,,,,,,,,,549251,001,2024-02-19_14h59.24.797,corsi_blocks,2023.2.2,MacIntel,59.88023952,30.0034,"[[0.05875,-0.0575],[0.365,-0.27625],[0.45375,0.175],[-0.675,0.29875],[-0.3575,-0.05625],[0.4625,0.35875],[-0.09875,0.065],[0.22,0.2425],[0.62875,-0.1825]]",30.4993,30.5008,31.0015,0,0,0,0,1,,,,,,,,,,,,,,,,,,,
,,,,,,,,,549251,001,2024-02-19_14h59.24.797,corsi_blocks,2023.2.2,MacIntel,59.88023952,,,,31.0029,31.4991,1,0,1,0,1,,,,,,,,,,,,,,,,,,,
,,,,,,,,,549251,001,2024-02-19_14h59.24.797,corsi_blocks,2023.2.2,MacIntel,59.88023952,,,,31.5,31.9982,2,0,2,0,1,,,,,,,,,,,,,,,,,,,
,,,,,,,,,549251,001,2024-02-19_14h59.24.797,corsi_blocks,2023.2.2,MacIntel,59.88023952,,,,,,,,,,,31.9984,35.9014,"[0.06548597547743056,0.36023980034722225,0.4609452311197917,0.5073973253038194]","[-0.03656253390842014,-0.26738450792100693,0.18692064073350695,-0.4039031982421875]","[1,1,1,1]","[0,0,0,0]","[0,0,0,0]","[0.847999999999999,1.8015000000000043,2.848699999988078,3.90119999998808]","[""blk1"",""blk2"",""blk3""]","[1,1,1]",1,35.9021,36.8978,1,0,1,0,1,
,,,,,,,,,549251,001,2024-02-19_14h59.24.797,corsi_blocks,2023.2.2,MacIntel,59.88023952,36.8983,"[[0.19375,-0.17125],[0.16625,0.3825],[0.4125,-0.1325],[0.1925,-0.295],[0.62875,-0.1825],[-0.3575,-0.05625],[0.03125,-0.41],[0.28875,0.39875],[-0.35125,0.36625]]",37.4006,37.4042,37.8985,0,0,0,0,1,,,,,,,,,,,,,,,,,,,
,,,,,,,,,549251,001,2024-02-19_14h59.24.797,corsi_blocks,2023.2.2,MacIntel,59.88023952,,,,37.899,38.3993,1,0,1,0,1,,,,,,,,,,,,,,,,,,,
,,,,,,,,,549251,001,2024-02-19_14h59.24.797,corsi_blocks,2023.2.2,MacIntel,59.88023952,,,,38.4,38.9011,2,0,2,0,1,,,,,,,,,,,,,,,,,,,
,,,,,,,,,549251,001,2024-02-19_14h59.24.797,corsi_blocks,2023.2.2,MacIntel,59.88023952,,,,38.9015,39.3993,3,0,3,0,1,,,,,,,,,,,,,,,,,,,
,,,,,,,,,549251,001,2024-02-19_14h59.24.797,corsi_blocks,2023.2.2,MacIntel,59.88023952,,,,,,,,,,,39.3995,43.4361,"[0.1966048855251736,0.190030517578125,0.42926676432291666,0.1931995307074653,0.49577772352430555]","[-0.14365281846788194,0.35789443969726564,-0.14131659613715278,-0.3100191921657986,-0.40402153862847223]","[1,1,1,1,1]","[0,0,0,0,0]","[0,0,0,0,0]","[0.4980999999940394,1.25,2.200499999999998,2.8992999999821194,4.034499999999994]","[""blk1"",""blk2"",""blk3"",""blk4""]","[1,1,1,1]",1,43.4366,44.4325,2,0,2,0,1,
,,,,,,,,,549251,001,2024-02-19_14h59.24.797,corsi_blocks,2023.2.2,MacIntel,59.88023952,44.433,"[[0.57875,-0.31375],[0.45375,0.175],[0.54,0.03625],[-0.0225,0.395],[0.03125,-0.41],[-0.45875,-0.3],[0.22,0.2425],[-0.3575,-0.05625],[-0.12125,-0.12625]]",44.9321,44.934,45.436,0,0,0,0,1,,,,,,,,,,,,,,,,,,,
,,,,,,,,,549251,001,2024-02-19_14h59.24.797,corsi_blocks,2023.2.2,MacIntel,59.88023952,,,,45.4385,45.9341,1,0,1,0,1,,,,,,,,,,,,,,,,,,,
,,,,,,,,,549251,001,2024-02-19_14h59.24.797,corsi_blocks,2023.2.2,MacIntel,59.88023952,,,,45.9346,46.4331,2,0,2,0,1,,,,,,,,,,,,,,,,,,,
