instructions.started,instructions.stopped,key_resp.keys,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.time,participant,session,date,expName,psychopyVersion,OS,frameRate,ISI.started,positions,ISI.stopped,corsi_present.started,corsi_present.stopped,block_sequence.thisRepN,block_sequence.thisTrialN,block_sequence.thisN,block_sequence.thisIndex,block_sequence.ran
0.0035,1.8241,,0.208333333,-0.00462963,1,0,0,1.8048,514584,001,2024-02-27_24h39.43.057,corsi_blocks,2023.2.2,Win32,59.52380952,,,,,,,,,,
,,,,,,,,,514584,001,2024-02-27_24h39.43.057,corsi_blocks,2023.2.2,Win32,59.52380952,1.8597,"[[-0.18625,0.41125],[0.22,0.2425],[0.28875,0.39875],[-0.24625,0.04375],[0.54,0.03625],[0.365,-0.27625],[0.0675,0.07375],[0.05875,-0.0575],[-0.26625,0.235]]",2.3438,2.3453,2.8465,0,0,0,0,1
,,,,,,,,,514584,001,2024-02-27_24h39.43.057,corsi_blocks,2023.2.2,Win32,59.52380952,,,,2.8489,3.3263,1,0,1,0,1
,,,,,,,,,514584,001,2024-02-27_24h39.43.057,corsi_blocks,2023.2.2,Win32,59.52380952,,,,3.3267,3.8272,2,0,2,0,1
