instructions.started,instructions.stopped,key_resp.keys,key_resp.rt,key_resp.duration,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.time,participant,session,date,expName,psychopyVersion,OS,frameRate,ISI.started,positions,ISI.stopped,corsi_present.started,corsi_present.stopped,block_sequence.thisRepN,block_sequence.thisTrialN,block_sequence.thisN,block_sequence.thisIndex,block_sequence.ran,corsi_respond.started,corsi_respond.stopped,corsi_mouse.x,corsi_mouse.y,corsi_mouse.leftButton,corsi_mouse.midButton,corsi_mouse.rightButton,corsi_mouse.time,corsi_mouse.clicked_name,correct_list,corsi_correct,feedback.started,feedback.stopped,corsi_task.thisRepN,corsi_task.thisTrialN,corsi_task.thisN,corsi_task.thisIndex,corsi_task.ran
0,11.341,space,11.318,,,,,,,,948108,001,2023-10-30_15h08.27.928,corsi_blocks,2023.2.2,MacIntel,62.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,948108,001,2023-10-30_15h08.27.928,corsi_blocks,2023.2.2,MacIntel,62.5,11.345,"[[-0.12125,-0.12625],[-0.0225,0.395],[0.19375,-0.17125],[0.365,-0.27625],[0.1925,-0.295],[-0.26625,0.235],[0.03125,-0.41],[-0.24625,0.04375],[0.05875,-0.0575]]",11.841,11.842,12.341,0,0,0,0,1,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,948108,001,2023-10-30_15h08.27.928,corsi_blocks,2023.2.2,MacIntel,62.5,,,,12.341,12.841,1,0,1,0,1,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,948108,001,2023-10-30_15h08.27.928,corsi_blocks,2023.2.2,MacIntel,62.5,,,,12.841,13.34,2,0,2,0,1,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,948108,001,2023-10-30_15h08.27.928,corsi_blocks,2023.2.2,MacIntel,62.5,,,,,,,,,,,13.34,36.173,"[0.06074766355140187,0.08344459279038718,-0.21829105473965288,-0.2596795727636849,0.5574098798397864]","[0.10080106809078772,-0.07276368491321762,0.04739652870493992,0.22763684913217624,-0.39586114819759677]","[1,1,1,1,1]","[0,0,0,0,0]","[0,0,0,0,0]","[18.467000000000006,19.947000000000003,20.947000000000003,21.680000000000007,22.830000000000005]","[""blk9"",""blk8"",""blk6""]","[0,0,0]",0,36.173,37.172,0,0,0,0,1
,,,,,,,,,,,948108,001,2023-10-30_15h08.27.928,corsi_blocks,2023.2.2,MacIntel,62.5,37.172,"[[-0.6025,0.0725],[-0.3575,-0.05625],[0.22,0.2425],[-0.01875,0.235],[0.1925,-0.295],[0.25625,0.0975],[-0.0225,0.395],[0.365,-0.27625],[0.57875,-0.31375]]",37.672,37.673,38.172,0,0,0,0,1,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,948108,001,2023-10-30_15h08.27.928,corsi_blocks,2023.2.2,MacIntel,62.5,,,,38.172,38.671,1,0,1,0,1,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,948108,001,2023-10-30_15h08.27.928,corsi_blocks,2023.2.2,MacIntel,62.5,,,,38.671,39.171,2,0,2,0,1,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,948108,001,2023-10-30_15h08.27.928,corsi_blocks,2023.2.2,MacIntel,62.5,,,,,,,,,,,39.172,42.288,"[-0.6001335113484646,-0.38117489986648867,0.21428571428571427,0.4959946595460614]","[0.05807743658210948,-0.08210947930574099,0.25567423230974634,-0.4105473965287049]","[1,1,1,1]","[0,0,0,0]","[0,0,0,0]","[0.681999999999995,1.1649999999999991,2.216000000000001,3.1159999999999997]","[""blk1"",""blk2"",""blk3""]","[1,1,1]",1,42.288,43.287,1,0,1,0,1
,,,,,,,,,,,948108,001,2023-10-30_15h08.27.928,corsi_blocks,2023.2.2,MacIntel,62.5,43.288,"[[-0.12125,-0.12625],[-0.45875,-0.3],[0.4125,-0.1325],[0.25625,0.0975],[-0.35125,0.36625],[-0.09875,0.065],[0.4625,0.35875],[-0.285,-0.27125],[0.19375,-0.17125]]",43.787,43.787,44.288,0,0,0,0,1,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,948108,001,2023-10-30_15h08.27.928,corsi_blocks,2023.2.2,MacIntel,62.5,,,,44.288,44.787,1,0,1,0,1,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,948108,001,2023-10-30_15h08.27.928,corsi_blocks,2023.2.2,MacIntel,62.5,,,,44.788,45.287,2,0,2,0,1,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,948108,001,2023-10-30_15h08.27.928,corsi_blocks,2023.2.2,MacIntel,62.5,,,,45.287,45.786,3,0,3,0,1,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,948108,001,2023-10-30_15h08.27.928,corsi_blocks,2023.2.2,MacIntel,62.5,,,,,,,,,,,45.786,49.92,"[-0.09813084112149532,-0.4265687583444593,0.46261682242990654,0.39052069425901204,0.2983978638184246,0.48798397863818427]","[-0.130173564753004,-0.2690253671562083,-0.12483311081441922,-0.1315086782376502,0.07276368491321762,-0.40253671562082777]","[1,1,1,1,1,1]","[0,0,0,0,0,0]","[0,0,0,0,0,0]","[0.4830000000000041,1.0830000000000055,1.9500000000000028,2.632000000000005,3.0830000000000055,4.133000000000003]","[""blk1"",""blk2"",""blk3"",""blk4""]","[1,1,1,1]",1,49.92,50.92,2,0,2,0,1
,,,,,,,,,,,948108,001,2023-10-30_15h08.27.928,corsi_blocks,2023.2.2,MacIntel,62.5,50.92,"[[-0.6025,0.0725],[0.6375,0.27375],[-0.68625,-0.225],[-0.18625,0.41125],[-0.16125,-0.28],[0.4625,0.35875],[0.16625,0.3825],[-0.24625,0.04375],[0.28875,0.39875]]",51.42,51.42,51.919,0,0,0,0,1,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,948108,001,2023-10-30_15h08.27.928,corsi_blocks,2023.2.2,MacIntel,62.5,,,,51.919,52.42,1,0,1,0,1,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,948108,001,2023-10-30_15h08.27.928,corsi_blocks,2023.2.2,MacIntel,62.5,,,,52.42,52.92,2,0,2,0,1,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,948108,001,2023-10-30_15h08.27.928,corsi_blocks,2023.2.2,MacIntel,62.5,,,,52.92,53.42,3,0,3,0,1,,,,,,,,,,,,,,,,,,
