instructions.started,instructions.stopped,key_resp.keys,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.time,participant,session,date,expName,psychopyVersion,OS,frameRate,ISI.started,positions,ISI.stopped,corsi_present.started,corsi_present.stopped,block_sequence.thisRepN,block_sequence.thisTrialN,block_sequence.thisN,block_sequence.thisIndex,block_sequence.ran
0.0002,6.58,,-0.217592578,-0.303703732,1,0,0,6.5746,061131,001,2024-01-17_22h17.12.748,corsi_blocks,2023.2.2,Win32,59.52380952,,,,,,,,,,
,,,,,,,,,061131,001,2024-01-17_22h17.12.748,corsi_blocks,2023.2.2,Win32,59.52380952,6.5921,"[[-0.6025,0.0725],[0.28875,0.39875],[0.03125,-0.41],[0.57875,-0.31375],[0.16625,0.3825],[-0.68625,-0.225],[-0.18625,0.41125],[-0.45875,-0.3],[-0.35125,0.36625]]",7.0925,7.0958,7.5928,0,0,0,0,1
,,,,,,,,,061131,001,2024-01-17_22h17.12.748,corsi_blocks,2023.2.2,Win32,59.52380952,,,,7.5939,8.0932,1,0,1,0,1
,,,,,,,,,061131,001,2024-01-17_22h17.12.748,corsi_blocks,2023.2.2,Win32,59.52380952,,,,8.0944,8.5923,2,0,2,0,1
