instructions.started,instructions.stopped,key_resp.keys,key_resp.rt,key_resp.duration,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.time,participant,session,date,expName,psychopyVersion,OS,frameRate,ISI.started,positions,ISI.stopped,corsi_present.started,corsi_present.stopped,block_sequence.thisRepN,block_sequence.thisTrialN,block_sequence.thisN,block_sequence.thisIndex,block_sequence.ran,corsi_respond.started,corsi_respond.stopped,corsi_mouse.x,corsi_mouse.y,corsi_mouse.leftButton,corsi_mouse.midButton,corsi_mouse.rightButton,corsi_mouse.time,corsi_mouse.clicked_name,correct_list,corsi_correct,feedback.started,feedback.stopped,corsi_task.thisRepN,corsi_task.thisTrialN,corsi_task.thisN,corsi_task.thisIndex,corsi_task.ran
0.000199997,1.097099998,space,1.088300003,,,,,,,,658691,001,2024-02-19_14h48.59.209,corsi_blocks,2023.2.2,Win32,59.58055291,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,658691,001,2024-02-19_14h48.59.209,corsi_blocks,2023.2.2,Win32,59.58055291,1.108199997,"[[-0.6025,0.0725],[-0.3575,-0.05625],[0.19375,-0.17125],[0.4625,0.35875],[-0.09875,0.065],[0.365,-0.27625],[0.16625,0.3825],[-0.24625,0.04375],[0.1925,-0.295]]",1.606899998,1.610599998,2.113699997,0,0,0,0,1,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,658691,001,2024-02-19_14h48.59.209,corsi_blocks,2023.2.2,Win32,59.58055291,,,,2.114699997,2.611899998,1,0,1,0,1,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,658691,001,2024-02-19_14h48.59.209,corsi_blocks,2023.2.2,Win32,59.58055291,,,,2.612799999,3.112299999,2,0,2,0,1,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,658691,001,2024-02-19_14h48.59.209,corsi_blocks,2023.2.2,Win32,59.58055291,,,,,,,,,,,3.112599998,6.654,"[0.20370373196072047,-0.3712962680392795,-0.610185178120931,0.5203703986273871]","[-0.15833333333333333,-0.058333333333333334,0.08703702290852865,-0.38333333333333336]","[1,1,1,1]","[0,0,0,0]","[0,0,0,0]","[0.7254000015258786,1.621599998474121,2.327299999237061,3.536200000762939]","[""blk3"",""blk2"",""blk1""]","[0,1,0]",0,6.655099998,7.651699997,0,0,0,0,1
,,,,,,,,,,,658691,001,2024-02-19_14h48.59.209,corsi_blocks,2023.2.2,Win32,59.58055291,7.652399998,"[[0.19375,-0.17125],[0.0675,0.07375],[0.25625,0.0975],[0.22,0.2425],[-0.285,-0.27125],[-0.675,0.29875],[-0.485,0.34625],[0.54,0.03625],[0.16625,0.3825]]",8.151099998,8.153599998,8.651199997,0,0,0,0,1,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,658691,001,2024-02-19_14h48.59.209,corsi_blocks,2023.2.2,Win32,59.58055291,,,,8.651799999,9.150399998,1,0,1,0,1,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,658691,001,2024-02-19_14h48.59.209,corsi_blocks,2023.2.2,Win32,59.58055291,,,,9.151099998,9.650299999,2,0,2,0,1,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,658691,001,2024-02-19_14h48.59.209,corsi_blocks,2023.2.2,Win32,59.58055291,,,,,,,,,,,9.6505,15.5126,"[0.11851857503255209,0.05370373196072049,0.24166666666666667,0.20833333333333334,0.5592593722873264,0.5]","[0.05185182359483507,0.06388888888888888,0.10370368957519531,-0.17222222222222222,-0.44074079725477433,-0.3861111111111111]","[1,1,1,1,1,1]","[0,0,0,0,0,0]","[0,0,0,0,0,0]","[2.7297000007629393,3.3290000000000006,3.8619000015258784,4.528099998474122,5.194599998474121,5.860200000762941]","[""blk2"",""blk3"",""blk1""]","[0,0,0]",0,15.5135,16.5114,1,0,1,0,1
,,,,,,,,,,,658691,001,2024-02-19_14h48.59.209,corsi_blocks,2023.2.2,Win32,59.58055291,16.5122,"[[-0.4075,0.11875],[-0.12125,-0.12625],[0.03125,-0.41],[0.62875,-0.1825],[0.57875,-0.31375],[0.30125,-0.0175],[0.54,0.03625],[-0.24625,0.04375],[-0.6025,0.0725]]",17.0106,17.0122,17.51,0,0,0,0,1,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,658691,001,2024-02-19_14h48.59.209,corsi_blocks,2023.2.2,Win32,59.58055291,,,,17.5107,18.0102,1,0,1,0,1,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,658691,001,2024-02-19_14h48.59.209,corsi_blocks,2023.2.2,Win32,59.58055291,,,,18.011,18.5103,2,0,2,0,1,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,658691,001,2024-02-19_14h48.59.209,corsi_blocks,2023.2.2,Win32,59.58055291,,,,,,,,,,,18.5105,22.5987,"[-0.4,-0.14351849026150174,0.045370398627387155,0.4861111111111111]","[0.125,-0.10370373196072048,-0.3925926208496094,-0.3861111111111111]","[1,1,1,1]","[0,0,0,0]","[0,0,0,0]","[1.447499999999998,2.3130999984741187,3.1125999984741206,4.087299999237061]","[""blk1"",""blk2"",""blk3""]","[1,1,1]",1,22.5992,23.5883,2,0,2,0,1
,,,,,,,,,,,658691,001,2024-02-19_14h48.59.209,corsi_blocks,2023.2.2,Win32,59.58055291,23.5891,"[[-0.16125,-0.28],[-0.485,0.34625],[0.05875,-0.0575],[0.57875,-0.31375],[0.30125,-0.0175],[-0.01125,-0.295],[-0.3575,-0.05625],[0.365,-0.27625],[0.16625,0.3825]]",24.088,24.0899,24.588,0,0,0,0,1,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,658691,001,2024-02-19_14h48.59.209,corsi_blocks,2023.2.2,Win32,59.58055291,,,,24.5886,25.0877,1,0,1,0,1,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,658691,001,2024-02-19_14h48.59.209,corsi_blocks,2023.2.2,Win32,59.58055291,,,,25.0883,25.5874,2,0,2,0,1,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,658691,001,2024-02-19_14h48.59.209,corsi_blocks,2023.2.2,Win32,59.58055291,,,,25.5881,26.0868,3,0,3,0,1,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,658691,001,2024-02-19_14h48.59.209,corsi_blocks,2023.2.2,Win32,59.58055291,,,,,,,,,,,26.0872,30.0008,"[-0.1629629347059462,-0.5009259117974175,0.0657407972547743,0.5879630194769965,0.507407463921441]","[-0.2611111111111111,0.34074073367648655,-0.04351853264702691,-0.28796301947699654,-0.38518524169921875]","[1,1,1,1,1]","[0,0,0,0,0]","[0,0,0,0,0]","[0.5811000022888173,1.6466000022888139,2.4292999992370596,3.31170000076294,3.911100002288819]","[""blk1"",""blk2"",""blk3"",""blk4""]","[1,1,1,1]",1,30.0015,30.9991,3,0,3,0,1
,,,,,,,,,,,658691,001,2024-02-19_14h48.59.209,corsi_blocks,2023.2.2,Win32,59.58055291,30.9999,"[[-0.18625,0.41125],[-0.675,0.29875],[0.45375,0.175],[0.365,-0.27625],[0.4125,-0.1325],[0.62875,-0.1825],[0.03125,-0.41],[-0.09875,0.065],[0.25625,0.0975]]",31.4989,31.5006,31.9988,0,0,0,0,1,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,658691,001,2024-02-19_14h48.59.209,corsi_blocks,2023.2.2,Win32,59.58055291,,,,31.9996,32.4985,1,0,1,0,1,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,658691,001,2024-02-19_14h48.59.209,corsi_blocks,2023.2.2,Win32,59.58055291,,,,32.4993,32.9983,2,0,2,0,1,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,658691,001,2024-02-19_14h48.59.209,corsi_blocks,2023.2.2,Win32,59.58055291,,,,32.9994,33.4984,3,0,3,0,1,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,658691,001,2024-02-19_14h48.59.209,corsi_blocks,2023.2.2,Win32,59.58055291,,,,33.4993,33.9973,4,0,4,0,1,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,658691,001,2024-02-19_14h48.59.209,corsi_blocks,2023.2.2,Win32,59.58055291,,,,,,,,,,,33.9975,39.5938,"[-0.1814814673529731,-0.6222222222222222,-0.6842592451307509,0.48796301947699655,0.3796296861436632,0.4166666666666667,0.5055555555555555]","[0.41944444444444445,0.3212962892320421,0.3074074003431532,0.18425924513075087,-0.3129630194769965,-0.14537039862738715,-0.41388888888888886]","[1,1,1,1,1,1,1]","[0,0,0,0,0,0,0]","[0,0,0,0,0,0,0]","[0.41179999923706134,1.2938999977111791,2.693099998474125,3.8422000007629364,4.50820000076294,4.959000000000003,5.590799999237063]","[""blk1"",""blk2"",""blk3"",""blk4"",""blk5""]","[1,1,1,1,1]",1,39.5949,40.5916,4,0,4,0,1
,,,,,,,,,,,658691,001,2024-02-19_14h48.59.209,corsi_blocks,2023.2.2,Win32,59.58055291,40.5924,"[[-0.09875,0.065],[0.4125,-0.1325],[-0.0225,0.395],[-0.01875,0.235],[-0.24625,0.04375],[0.45375,0.175],[0.25625,0.0975],[0.28875,0.39875],[-0.35125,0.36625]]",41.0909,41.0928,41.5907,0,0,0,0,1,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,658691,001,2024-02-19_14h48.59.209,corsi_blocks,2023.2.2,Win32,59.58055291,,,,41.5914,42.0906,1,0,1,0,1,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,658691,001,2024-02-19_14h48.59.209,corsi_blocks,2023.2.2,Win32,59.58055291,,,,42.0912,42.5899,2,0,2,0,1,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,658691,001,2024-02-19_14h48.59.209,corsi_blocks,2023.2.2,Win32,59.58055291,,,,42.5906,43.0897,3,0,3,0,1,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,658691,001,2024-02-19_14h48.59.209,corsi_blocks,2023.2.2,Win32,59.58055291,,,,43.0906,43.5886,4,0,4,0,1,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,658691,001,2024-02-19_14h48.59.209,corsi_blocks,2023.2.2,Win32,59.58055291,,,,43.5894,44.0887,5,0,5,0,1,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,658691,001,2024-02-19_14h48.59.209,corsi_blocks,2023.2.2,Win32,59.58055291,,,,,,,,,,,44.089,48.7852,"[-0.06851849026150174,0.3962963528103299,-0.03333333333333333,-0.020370313856336805,-0.26296293470594617,0.41296301947699654,0.45092595418294273]","[0.053703689575195314,-0.14166666666666666,0.35648147794935436,0.27685184478759767,0.0425925784640842,0.16574073367648653,-0.4027777777777778]","[1,1,1,1,1,1,0]","[0,0,0,0,0,0,0]","[0,0,0,0,0,0,1]","[0.18120000076294218,1.1637000007629368,1.9964000015258776,2.4122000007629367,3.112000000000002,3.74470000076294,4.6940999984741225]","[""blk1"",""blk2"",""blk3"",""blk4"",""blk5"",""blk6""]","[1,1,1,1,1,1]",1,48.7864,49.7839,5,0,5,0,1
,,,,,,,,,,,658691,001,2024-02-19_14h48.59.209,corsi_blocks,2023.2.2,Win32,59.58055291,49.7846,"[[-0.26625,0.235],[-0.6025,0.0725],[-0.485,0.34625],[0.54,0.03625],[0.30125,-0.0175],[0.57875,-0.31375],[-0.3575,-0.05625],[-0.12125,-0.12625],[-0.01875,0.235]]",50.2833,50.2848,50.7834,0,0,0,0,1,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,658691,001,2024-02-19_14h48.59.209,corsi_blocks,2023.2.2,Win32,59.58055291,,,,50.784,51.2828,1,0,1,0,1,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,658691,001,2024-02-19_14h48.59.209,corsi_blocks,2023.2.2,Win32,59.58055291,,,,51.2834,51.7828,2,0,2,0,1,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,658691,001,2024-02-19_14h48.59.209,corsi_blocks,2023.2.2,Win32,59.58055291,,,,51.7837,52.2822,3,0,3,0,1,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,658691,001,2024-02-19_14h48.59.209,corsi_blocks,2023.2.2,Win32,59.58055291,,,,52.2829,52.7817,4,0,4,0,1,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,658691,001,2024-02-19_14h48.59.209,corsi_blocks,2023.2.2,Win32,59.58055291,,,,52.7826,53.2813,5,0,5,0,1,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,658691,001,2024-02-19_14h48.59.209,corsi_blocks,2023.2.2,Win32,59.58055291,,,,53.282,53.781,6,0,6,0,1,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,658691,001,2024-02-19_14h48.59.209,corsi_blocks,2023.2.2,Win32,59.58055291,,,,,,,,,,,53.7814,61.2247,"[-0.2592592451307509,-0.5861111111111111,-0.48333333333333334,0.5203703986273871,0.29444444444444445,0.5898149278428819,-0.4175925784640842,-0.32685182359483506,0.4481481764051649,0.457407463921441]","[0.22314813401963976,0.06851849026150174,0.3240740670098199,0.05277777777777778,-0.02314817640516493,-0.3277777777777778,-0.025925954182942707,-0.03888888888888889,-0.36944444444444446,-0.4185185750325521]","[1,1,1,1,1,1,1,1,1,1]","[0,0,0,0,0,0,0,0,0,0]","[0,0,0,0,0,0,0,0,0,0]","[0.5970999984741212,1.2464000015258776,1.8457999992370588,2.6785999984741196,3.4609999999999985,3.9940999984741197,4.709900001525874,5.426099998474115,6.392200000762941,7.4410000000000025]","[""blk1"",""blk2"",""blk3"",""blk4"",""blk5"",""blk6"",""blk7""]","[1,1,1,1,1,1,1]",1,61.2255,62.2236,6,0,6,0,1
,,,,,,,,,,,658691,001,2024-02-19_14h48.59.209,corsi_blocks,2023.2.2,Win32,59.58055291,62.2244,"[[0.05875,-0.0575],[0.45375,0.175],[0.0675,0.07375],[-0.485,0.34625],[-0.0225,0.395],[0.19375,-0.17125],[0.1925,-0.295],[-0.285,-0.27125],[-0.01875,0.235]]",62.7233,62.7255,63.2231,0,0,0,0,1,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,658691,001,2024-02-19_14h48.59.209,corsi_blocks,2023.2.2,Win32,59.58055291,,,,63.2237,63.7224,1,0,1,0,1,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,658691,001,2024-02-19_14h48.59.209,corsi_blocks,2023.2.2,Win32,59.58055291,,,,63.723,64.2223,2,0,2,0,1,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,658691,001,2024-02-19_14h48.59.209,corsi_blocks,2023.2.2,Win32,59.58055291,,,,64.2231,64.7216,3,0,3,0,1,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,658691,001,2024-02-19_14h48.59.209,corsi_blocks,2023.2.2,Win32,59.58055291,,,,64.7224,65.2214,4,0,4,0,1,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,658691,001,2024-02-19_14h48.59.209,corsi_blocks,2023.2.2,Win32,59.58055291,,,,65.2222,65.7211,5,0,5,0,1,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,658691,001,2024-02-19_14h48.59.209,corsi_blocks,2023.2.2,Win32,59.58055291,,,,65.7218,66.2205,6,0,6,0,1,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,658691,001,2024-02-19_14h48.59.209,corsi_blocks,2023.2.2,Win32,59.58055291,,,,66.2213,66.7204,7,0,7,0,1,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,658691,001,2024-02-19_14h48.59.209,corsi_blocks,2023.2.2,Win32,59.58055291,,,,,,,,,,,66.7207,74.9304,"[0.058333333333333334,0.44537039862738714,-0.5064814673529731,0.05555555555555555,-0.2731481340196398,0.19166666666666668,0.1898148430718316,0.18518524169921874,0.19722222222222222,0.46944444444444444]","[-0.07314817640516492,0.15092591179741754,0.3453703668382433,0.07037035624186198,-0.259259287516276,-0.28240746392144095,-0.24074079725477432,-0.17314817640516494,-0.15092595418294272,-0.41018524169921877]","[1,1,1,1,1,1,1,1,1,1]","[0,0,0,0,0,0,0,0,0,0]","[0,0,0,0,0,0,0,0,0,0]","[0.7294000015258746,1.578799999237063,2.611200000762935,3.4272999992370643,4.176599998474117,4.709400001525879,5.508599998474125,6.0582999992370645,6.891000000000005,8.206700000762936]","[""blk1"",""blk2"",""blk4"",""blk3"",""blk8"",""blk7"",""blk6"",""blk6""]","[1,1,0,0,0,0,0]",0,74.9314,75.9289,7,0,7,0,1
,,,,,,,,,,,658691,001,2024-02-19_14h48.59.209,corsi_blocks,2023.2.2,Win32,59.58055291,75.9296,"[[0.05875,-0.0575],[0.4125,-0.1325],[-0.4075,0.11875],[-0.0225,0.395],[-0.24625,0.04375],[0.54,0.03625],[-0.3575,-0.05625],[0.365,-0.27625],[0.30125,-0.0175]]",76.4286,76.4302,76.9283,0,0,0,0,1,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,658691,001,2024-02-19_14h48.59.209,corsi_blocks,2023.2.2,Win32,59.58055291,,,,76.9289,77.428,1,0,1,0,1,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,658691,001,2024-02-19_14h48.59.209,corsi_blocks,2023.2.2,Win32,59.58055291,,,,77.4287,77.9275,2,0,2,0,1,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,658691,001,2024-02-19_14h48.59.209,corsi_blocks,2023.2.2,Win32,59.58055291,,,,77.9281,78.4271,3,0,3,0,1,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,658691,001,2024-02-19_14h48.59.209,corsi_blocks,2023.2.2,Win32,59.58055291,,,,78.4277,78.9269,4,0,4,0,1,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,658691,001,2024-02-19_14h48.59.209,corsi_blocks,2023.2.2,Win32,59.58055291,,,,78.9276,79.4264,5,0,5,0,1,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,658691,001,2024-02-19_14h48.59.209,corsi_blocks,2023.2.2,Win32,59.58055291,,,,79.4271,79.9253,6,0,6,0,1,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,658691,001,2024-02-19_14h48.59.209,corsi_blocks,2023.2.2,Win32,59.58055291,,,,79.926,80.4253,7,0,7,0,1,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,658691,001,2024-02-19_14h48.59.209,corsi_blocks,2023.2.2,Win32,59.58055291,,,,,,,,,,,80.4256,88.0189,"[0.09907413058810764,0.4305555555555556,-0.4166666666666667,-0.04629626803927951,-0.0018518235948350695,0.5601852416992188,-0.3074073791503906,-0.34814813401963973,-0.28888888888888886,0.28055555555555556,0.5268519083658855]","[-0.0398148430718316,-0.10833333333333334,0.13240737915039064,0.335185178120931,0.4166666666666667,0.05925924513075087,-0.04814817640516493,-0.05648150973849826,0.002777777777777778,-0.03611111111111111,-0.4203703986273872]","[1,1,1,1,1,1,1,1,1,1,1]","[0,0,0,0,0,0,0,0,0,0,0]","[0,0,0,0,0,0,0,0,0,0,0]","[0.48029999923706157,1.013099998474118,1.8460000000000036,2.6120999984741218,3.0947000007629413,3.8445000000000107,4.5104000015258805,5.209599998474118,5.592700000762946,6.625099998474127,7.590799999237063]","[""blk1"",""blk2"",""blk3"",""blk4"",""blk6"",""blk7"",""blk5"",""blk9""]","[1,1,1,1,0,0,0,0]",0,88.0199,89.0184,8,0,8,0,1
