instructions.started,instructions.stopped,key_resp.keys,key_resp.rt,key_resp.duration,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.time,participant,session,date,expName,psychopyVersion,OS,frameRate,ISI.started,positions,ISI.stopped,corsi_present.started,corsi_present.stopped,block_sequence.thisRepN,block_sequence.thisTrialN,block_sequence.thisN,block_sequence.thisIndex,block_sequence.ran,corsi_respond.started,corsi_respond.stopped,corsi_mouse.x,corsi_mouse.y,corsi_mouse.leftButton,corsi_mouse.midButton,corsi_mouse.rightButton,corsi_mouse.time,corsi_mouse.clicked_name,correct_list,corsi_correct,feedback.started,feedback.stopped,corsi_task.thisRepN,corsi_task.thisTrialN,corsi_task.thisN,corsi_task.thisIndex,corsi_task.ran,corsi_task.order,block_sequence.order
,,,,,,,,,,,144081,001,2023-10-24_20h24.32.091,corsi_blocks,2023.2.2,Win32,60.08171113,41.4114,"[[0.62875,-0.1825],[0.6375,0.27375],[-0.68625,-0.225],[0.22,0.2425],[-0.45875,-0.3],[0.54,0.03625],[-0.16125,-0.28],[0.05875,-0.0575],[0.4625,0.35875]]",41.9109,41.9125,42.4114,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,144081,001,2023-10-24_20h24.32.091,corsi_blocks,2023.2.2,Win32,60.08171113,,,,42.4121,42.9024,1,0,1,0,1,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,144081,001,2023-10-24_20h24.32.091,corsi_blocks,2023.2.2,Win32,60.08171113,,,,42.9025,43.3998,2,0,2,0,1,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,144081,001,2023-10-24_20h24.32.091,corsi_blocks,2023.2.2,Win32,60.08171113,,,,43.4004,43.9034,3,0,3,0,1,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,144081,001,2023-10-24_20h24.32.091,corsi_blocks,2023.2.2,Win32,60.08171113,,,,43.9041,44.3949,4,0,4,0,1,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,144081,001,2023-10-24_20h24.32.091,corsi_blocks,2023.2.2,Win32,60.08171113,,,,44.3968,44.899,5,0,5,0,1,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,144081,001,2023-10-24_20h24.32.091,corsi_blocks,2023.2.2,Win32,60.08171113,,,,,,,,,,,44.8992,53.02,"[0.6194444444444445,0.6194444444444445,-0.6759259117974176,0.23240746392144096,0.044444444444444446,0.5314815097384983,0.45092595418294273,0.45092595418294273]","[-0.1824074215359158,0.23703702290852866,-0.23425928751627603,0.23055555555555557,-0.10555555555555556,0.019444444444444445,-0.44907413058810763,-0.42129635281032984]","[1,1,1,1,1,1,1,1]","[0,0,0,0,0,0,0,0]","[0,0,0,0,0,0,0,0]","[0.7287999999523151,1.6115999999046267,2.719999999999999,4.15219999992847,5.009599999904637,5.984299999952313,7.018899999976156,8.118599999904632]","[""blk1"",""blk2"",""blk3"",""blk4"",""blk8"",""blk6""]","[1,1,1,1,0,1]",0,53.021,54.0113,3,0,3,0,1,,
,,,,,,,,,,,144081,001,2023-10-24_20h24.32.091,corsi_blocks,2023.2.2,Win32,60.08171113,54.0126,"[[0.28875,0.39875],[0.30125,-0.0175],[-0.55125,-0.13375],[0.365,-0.27625],[-0.01875,0.235],[-0.0225,0.395],[0.4625,0.35875],[-0.3575,-0.05625],[-0.485,0.34625]]",54.5026,54.5043,54.9987,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,144081,001,2023-10-24_20h24.32.091,corsi_blocks,2023.2.2,Win32,60.08171113,,,,54.9995,55.4947,1,0,1,0,1,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,144081,001,2023-10-24_20h24.32.091,corsi_blocks,2023.2.2,Win32,60.08171113,,,,55.4961,55.9949,2,0,2,0,1,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,144081,001,2023-10-24_20h24.32.091,corsi_blocks,2023.2.2,Win32,60.08171113,,,,55.9965,56.5023,3,0,3,0,1,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,144081,001,2023-10-24_20h24.32.091,corsi_blocks,2023.2.2,Win32,60.08171113,,,,56.503,57.0022,4,0,4,0,1,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,144081,001,2023-10-24_20h24.32.091,corsi_blocks,2023.2.2,Win32,60.08171113,,,,57.0028,57.5014,5,0,5,0,1,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,144081,001,2023-10-24_20h24.32.091,corsi_blocks,2023.2.2,Win32,60.08171113,,,,,,,,,,,57.5017,65.7013,"[0.3185185750325521,0.2768519083658854,-0.585185178120931,0.36944444444444446,-0.06388888888888888,-0.03888888888888889,0.4657407972547743]","[0.375,-0.010185199313693577,-0.15370373196072049,-0.259259287516276,0.3879629558987088,0.2833333333333333,-0.3787037319607205]","[1,1,1,1,1,1,1]","[0,0,0,0,0,0,0]","[0,0,0,0,0,0,0]","[1.2329000000953556,2.132800000071512,3.324100000023833,4.695499999999996,5.8065,6.432200000047672,8.197900000095359]","[""blk1"",""blk2"",""blk3"",""blk4"",""blk6"",""blk5""]","[1,1,1,1,0,0]",0,65.7017,66.6937,4,0,4,0,1,,
,,,,,,,,,,,144081,001,2023-10-24_20h24.32.091,corsi_blocks,2023.2.2,Win32,60.08171113,66.6954,"[[-0.4075,0.11875],[0.57875,-0.31375],[-0.01875,0.235],[0.25625,0.0975],[0.05875,-0.0575],[0.22,0.2425],[0.45375,0.175],[-0.26625,0.235],[-0.01125,-0.295]]",67.1945,67.1975,67.6947,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,144081,001,2023-10-24_20h24.32.091,corsi_blocks,2023.2.2,Win32,60.08171113,,,,67.6965,68.1948,1,0,1,0,1,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,144081,001,2023-10-24_20h24.32.091,corsi_blocks,2023.2.2,Win32,60.08171113,,,,68.1963,68.6851,2,0,2,0,1,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,144081,001,2023-10-24_20h24.32.091,corsi_blocks,2023.2.2,Win32,60.08171113,,,,68.6858,69.1851,3,0,3,0,1,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,144081,001,2023-10-24_20h24.32.091,corsi_blocks,2023.2.2,Win32,60.08171113,,,,69.1859,69.6778,4,0,4,0,1,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,144081,001,2023-10-24_20h24.32.091,corsi_blocks,2023.2.2,Win32,60.08171113,,,,69.6792,70.1778,5,0,5,0,1,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,144081,001,2023-10-24_20h24.32.091,corsi_blocks,2023.2.2,Win32,60.08171113,,,,,,,,,,,70.1786,80.3359,"[-0.40925924513075085,0.5648149278428819,-0.041666666666666664,0.06111111111111111,0.016666666666666666,0.22407413058810763,0.2537037319607205,0.44166666666666665]","[0.12870368957519532,-0.2814815097384983,0.19537035624186197,-0.09074075486924914,-0.28425928751627605,0.04351849026150174,0.10370368957519531,-0.39907413058810765]","[1,1,1,1,1,1,1,1]","[0,0,0,0,0,0,0,0]","[0,0,0,0,0,0,0,0]","[3.1292000000476747,4.321299999952316,5.370499999999993,6.4623999999761566,7.354100000023834,8.311799999952314,8.928899999976153,10.15439999997615]","[""blk1"",""blk2"",""blk3"",""blk5"",""blk9"",""blk4""]","[1,1,1,0,0,0]",0,80.3368,81.326,5,0,5,0,1,,
,,,,,,,,,,,144081,001,2023-10-24_20h24.32.091,corsi_blocks,2023.2.2,Win32,60.08171113,81.3275,"[[0.16625,0.3825],[-0.285,-0.27125],[-0.4075,0.11875],[0.30125,-0.0175],[-0.24625,0.04375],[0.28875,0.39875],[-0.01125,-0.295],[-0.55125,-0.13375],[0.57875,-0.31375]]",81.8265,81.8291,82.3264,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,144081,001,2023-10-24_20h24.32.091,corsi_blocks,2023.2.2,Win32,60.08171113,,,,82.3293,82.8265,1,0,1,0,1,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,144081,001,2023-10-24_20h24.32.091,corsi_blocks,2023.2.2,Win32,60.08171113,,,,82.8277,83.3269,2,0,2,0,1,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,144081,001,2023-10-24_20h24.32.091,corsi_blocks,2023.2.2,Win32,60.08171113,,,,83.3284,,3,0,3,0,1,,,,,,,,,,,,,,6,0,6,0,1,999,5
