instructions.started,instructions.stopped,key_resp.keys,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.time,participant,session,date,expName,psychopyVersion,OS,frameRate,ISI.started,positions,ISI.stopped,corsi_present.started,corsi_present.stopped,block_sequence.thisRepN,block_sequence.thisTrialN,block_sequence.thisN,block_sequence.thisIndex,block_sequence.ran,corsi_respond.started,corsi_respond.stopped,corsi_mouse.x,corsi_mouse.y,corsi_mouse.leftButton,corsi_mouse.midButton,corsi_mouse.rightButton,corsi_mouse.time,corsi_mouse.clicked_name,correct_list,corsi_correct,feedback.started,feedback.stopped,corsi_task.thisRepN,corsi_task.thisTrialN,corsi_task.thisN,corsi_task.thisIndex,corsi_task.ran
0.001,1.545,,-0.066666667,-0.19537037,1,0,0,1.543,451261,001,2024-03-01_11h59.19.845,corsi_blocks,2023.2.2,Win32,76.92307692,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,451261,001,2024-03-01_11h59.19.845,corsi_blocks,2023.2.2,Win32,76.92307692,1.55,"[[-0.0225,0.395],[-0.4075,0.11875],[-0.3575,-0.05625],[-0.285,-0.27125],[0.54,0.03625],[-0.55125,-0.13375],[0.30125,-0.0175],[0.16625,0.3825],[0.1925,-0.295]]",2.052,2.053,2.546,0,0,0,0,1,,,,,,,,,,,,,,,,,,
,,,,,,,,,451261,001,2024-03-01_11h59.19.845,corsi_blocks,2023.2.2,Win32,76.92307692,,,,2.546,3.039,1,0,1,0,1,,,,,,,,,,,,,,,,,,
,,,,,,,,,451261,001,2024-03-01_11h59.19.845,corsi_blocks,2023.2.2,Win32,76.92307692,,,,3.039,3.532,2,0,2,0,1,,,,,,,,,,,,,,,,,,
,,,,,,,,,451261,001,2024-03-01_11h59.19.845,corsi_blocks,2023.2.2,Win32,76.92307692,,,,,,,,,,,3.532,5.507,"[-0.03888888888888889,-0.37592592592592594,-0.34814814814814815,0.475]","[0.39444444444444443,0.13518518518518519,-0.041666666666666664,-0.37407407407407406]","[1,1,1,1]","[0,0,0,0]","[0,0,0,0]","[0.5199999999999996,0.907,1.1739999999999995,1.972999999999999]","[""blk1"",""blk2"",""blk3""]","[1,1,1]",1,5.507,6.507,0,0,0,0,1
,,,,,,,,,451261,001,2024-03-01_11h59.19.845,corsi_blocks,2023.2.2,Win32,76.92307692,6.507,"[[-0.01875,0.235],[0.28875,0.39875],[-0.16125,-0.28],[0.03125,-0.41],[-0.26625,0.235],[0.30125,-0.0175],[-0.12125,-0.12625],[0.45375,0.175],[-0.68625,-0.225]]",6.999,7,7.494,0,0,0,0,1,,,,,,,,,,,,,,,,,,
,,,,,,,,,451261,001,2024-03-01_11h59.19.845,corsi_blocks,2023.2.2,Win32,76.92307692,,,,7.495,7.987,1,0,1,0,1,,,,,,,,,,,,,,,,,,
,,,,,,,,,451261,001,2024-03-01_11h59.19.845,corsi_blocks,2023.2.2,Win32,76.92307692,,,,7.987,8.482,2,0,2,0,1,,,,,,,,,,,,,,,,,,
,,,,,,,,,451261,001,2024-03-01_11h59.19.845,corsi_blocks,2023.2.2,Win32,76.92307692,,,,8.482,8.974,3,0,3,0,1,,,,,,,,,,,,,,,,,,
,,,,,,,,,451261,001,2024-03-01_11h59.19.845,corsi_blocks,2023.2.2,Win32,76.92307692,,,,,,,,,,,8.974,11.417,"[-0.040740740740740744,0.2972222222222222,-0.15462962962962962,-0.012962962962962963,0.5555555555555556,0.5296296296296297]","[0.262037037037037,0.43703703703703706,-0.31203703703703706,-0.3861111111111111,-0.4351851851851852,-0.4101851851851852]","[1,1,1,1,1,1]","[0,0,0,0,0,0]","[0,0,0,0,0,0]","[0.42600000000000016,0.7199999999999989,1.093,1.4669999999999987,2.0799999999999983,2.440999999999999]","[""blk1"",""blk2"",""blk3"",""blk4""]","[1,1,1,1]",1,11.417,12.415,1,0,1,0,1
,,,,,,,,,451261,001,2024-03-01_11h59.19.845,corsi_blocks,2023.2.2,Win32,76.92307692,12.415,"[[0.25625,0.0975],[-0.24625,0.04375],[0.22,0.2425],[0.365,-0.27625],[-0.01875,0.235],[0.54,0.03625],[0.45375,0.175],[0.03125,-0.41],[0.28875,0.39875]]",12.908,12.91,13.403,0,0,0,0,1,,,,,,,,,,,,,,,,,,
,,,,,,,,,451261,001,2024-03-01_11h59.19.845,corsi_blocks,2023.2.2,Win32,76.92307692,,,,13.403,13.896,1,0,1,0,1,,,,,,,,,,,,,,,,,,
,,,,,,,,,451261,001,2024-03-01_11h59.19.845,corsi_blocks,2023.2.2,Win32,76.92307692,,,,13.896,14.389,2,0,2,0,1,,,,,,,,,,,,,,,,,,
,,,,,,,,,451261,001,2024-03-01_11h59.19.845,corsi_blocks,2023.2.2,Win32,76.92307692,,,,14.389,14.884,3,0,3,0,1,,,,,,,,,,,,,,,,,,
,,,,,,,,,451261,001,2024-03-01_11h59.19.845,corsi_blocks,2023.2.2,Win32,76.92307692,,,,14.884,15.377,4,0,4,0,1,,,,,,,,,,,,,,,,,,
,,,,,,,,,451261,001,2024-03-01_11h59.19.845,corsi_blocks,2023.2.2,Win32,76.92307692,,,,,,,,,,,15.377,18.579,"[0.24166666666666667,-0.2740740740740741,0.14537037037037037,0.18611111111111112,0.3638888888888889,-0.14074074074074075,-0.037037037037037035,0.5055555555555555]","[0.09444444444444444,0.023148148148148147,0.225,0.22592592592592592,-0.2962962962962963,0.26481481481481484,0.262037037037037,-0.39166666666666666]","[1,1,1,1,1,1,1,1]","[0,0,0,0,0,0,0,0]","[0,0,0,0,0,0,0,0]","[0.25299999999999656,0.6269999999999989,1.1609999999999978,1.413999999999998,1.825999999999997,2.227999999999998,2.4949999999999974,3.201999999999998]","[""blk1"",""blk2"",""blk3"",""blk4"",""blk5""]","[1,1,1,1,1]",1,18.579,19.578,2,0,2,0,1
