instructions.started,instructions.stopped,key_resp.keys,key_resp.rt,key_resp.duration,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.time,participant,session,date,expName,psychopyVersion,OS,frameRate,ISI.started,positions,ISI.stopped,corsi_present.started,corsi_present.stopped,block_sequence.thisRepN,block_sequence.thisTrialN,block_sequence.thisN,block_sequence.thisIndex,block_sequence.ran,corsi_respond.started,corsi_respond.stopped,corsi_mouse.x,corsi_mouse.y,corsi_mouse.leftButton,corsi_mouse.midButton,corsi_mouse.rightButton,corsi_mouse.time,corsi_mouse.clicked_name,correct_list,corsi_correct,feedback.started,feedback.stopped,corsi_task.thisRepN,corsi_task.thisTrialN,corsi_task.thisN,corsi_task.thisIndex,corsi_task.ran
0,1.77,space,1.719,,,,,,,,384260,001,2023-11-29_09h41.43.809,corsi_blocks,2023.2.2,MacIntel,60.75334143,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,384260,001,2023-11-29_09h41.43.809,corsi_blocks,2023.2.2,MacIntel,60.75334143,1.776,"[[0.05875,-0.0575],[-0.24625,0.04375],[0.1925,-0.295],[-0.09875,0.065],[0.57875,-0.31375],[-0.68625,-0.225],[0.19375,-0.17125],[-0.45875,-0.3],[0.16625,0.3825]]",2.269,2.269,2.769,0,0,0,0,1,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,384260,001,2023-11-29_09h41.43.809,corsi_blocks,2023.2.2,MacIntel,60.75334143,,,,2.77,3.27,1,0,1,0,1,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,384260,001,2023-11-29_09h41.43.809,corsi_blocks,2023.2.2,MacIntel,60.75334143,,,,3.27,3.77,2,0,2,0,1,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,384260,001,2023-11-29_09h41.43.809,corsi_blocks,2023.2.2,MacIntel,60.75334143,,,,,,,,,,,3.77,12.837,"[-0.24017857142857144,-0.09910714285714285,0.18214285714285713,0.5017857142857143]","[0.05267857142857143,0.054464285714285715,-0.17410714285714285,-0.41517857142857145]","[1,1,1,1]","[0,0,0,0]","[0,0,0,0]","[1.6479999999999988,5.9479999999999995,7.515,9.064]","[""blk2"",""blk4"",""blk7""]","[0,0,0]",0,12.838,13.837,0,0,0,0,1
,,,,,,,,,,,384260,001,2023-11-29_09h41.43.809,corsi_blocks,2023.2.2,MacIntel,60.75334143,13.838,"[[0.22,0.2425],[0.54,0.03625],[0.25625,0.0975],[-0.24625,0.04375],[-0.35125,0.36625],[0.4625,0.35875],[-0.26625,0.235],[-0.01125,-0.295],[0.30125,-0.0175]]",14.336,14.338,14.836,0,0,0,0,1,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,384260,001,2023-11-29_09h41.43.809,corsi_blocks,2023.2.2,MacIntel,60.75334143,,,,14.837,15.337,1,0,1,0,1,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,384260,001,2023-11-29_09h41.43.809,corsi_blocks,2023.2.2,MacIntel,60.75334143,,,,15.337,15.836,2,0,2,0,1,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,384260,001,2023-11-29_09h41.43.809,corsi_blocks,2023.2.2,MacIntel,60.75334143,,,,,,,,,,,15.836,20.271,"[0.22053571428571428,0.24910714285714286,0.5294642857142857,0.5008928571428571]","[0.2357142857142857,0.10714285714285714,0.024107142857142858,-0.40714285714285714]","[1,1,1,1]","[0,0,0,0]","[0,0,0,0]","[1.7989999999999995,2.4989999999999988,3.282,4.433]","[""blk1"",""blk3"",""blk2""]","[1,0,0]",0,20.271,21.269,1,0,1,0,1
,,,,,,,,,,,384260,001,2023-11-29_09h41.43.809,corsi_blocks,2023.2.2,MacIntel,60.75334143,21.27,"[[-0.68625,-0.225],[0.0675,0.07375],[-0.26625,0.235],[-0.6025,0.0725],[0.57875,-0.31375],[0.19375,-0.17125],[-0.35125,0.36625],[0.03125,-0.41],[-0.18625,0.41125]]",21.77,21.771,22.269,0,0,0,0,1,,,,,,,,,,,,,,,,,,
