instructions.started,instructions.stopped,key_resp.keys,key_resp.rt,key_resp.duration,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.time,participant,session,date,expName,psychopyVersion,OS,frameRate,ISI.started,positions,ISI.stopped,corsi_present.started,corsi_present.stopped,block_sequence.thisRepN,block_sequence.thisTrialN,block_sequence.thisN,block_sequence.thisIndex,block_sequence.ran,corsi_respond.started,corsi_respond.stopped,corsi_mouse.x,corsi_mouse.y,corsi_mouse.leftButton,corsi_mouse.midButton,corsi_mouse.rightButton,corsi_mouse.time,corsi_mouse.clicked_name,correct_list,corsi_correct,feedback.started,feedback.stopped,corsi_task.thisRepN,corsi_task.thisTrialN,corsi_task.thisN,corsi_task.thisIndex,corsi_task.ran
0.0002,3.4114,h,3.3963,,,,,,,,961135,001,2024-01-10_10h18.10.388,corsi_blocks,2023.2.2,Win32,60.24096386,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,961135,001,2024-01-10_10h18.10.388,corsi_blocks,2023.2.2,Win32,60.24096386,3.4166,"[[-0.485,0.34625],[-0.675,0.29875],[0.19375,-0.17125],[-0.6025,0.0725],[0.6375,0.27375],[-0.24625,0.04375],[-0.55125,-0.13375],[0.62875,-0.1825],[0.22,0.2425]]",3.9154,3.916,4.4162,0,0,0,0,1,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,961135,001,2024-01-10_10h18.10.388,corsi_blocks,2023.2.2,Win32,60.24096386,,,,4.4166,4.9157,1,0,1,0,1,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,961135,001,2024-01-10_10h18.10.388,corsi_blocks,2023.2.2,Win32,60.24096386,,,,4.9159,5.4161,2,0,2,0,1,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,961135,001,2024-01-10_10h18.10.388,corsi_blocks,2023.2.2,Win32,60.24096386,,,,,,,,,,,5.4164,10.7359,"[-0.46805555555555556,-0.6625,0.19166666666666668,0.5125]","[0.34444444444444444,0.3013888888888889,-0.16527777777777777,-0.41388888888888886]","[1,1,1,1]","[0,0,0,0]","[0,0,0,0]","[2.6029999999999998,3.2200999999996274,4.2379999999999995,5.318]","[""blk1"",""blk2"",""blk3""]","[1,1,1]",1,10.7361,11.7369,0,0,0,0,1
,,,,,,,,,,,961135,001,2024-01-10_10h18.10.388,corsi_blocks,2023.2.2,Win32,60.24096386,11.7375,"[[-0.3575,-0.05625],[-0.09875,0.065],[-0.4075,0.11875],[0.30125,-0.0175],[-0.285,-0.27125],[-0.55125,-0.13375],[0.28875,0.39875],[-0.68625,-0.225],[-0.45875,-0.3]]",12.237,12.2383,12.7404,0,0,0,0,1,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,961135,001,2024-01-10_10h18.10.388,corsi_blocks,2023.2.2,Win32,60.24096386,,,,12.7408,13.2417,1,0,1,0,1,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,961135,001,2024-01-10_10h18.10.388,corsi_blocks,2023.2.2,Win32,60.24096386,,,,13.242,13.7407,2,0,2,0,1,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,961135,001,2024-01-10_10h18.10.388,corsi_blocks,2023.2.2,Win32,60.24096386,,,,13.7411,14.2461,3,0,3,0,1,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,961135,001,2024-01-10_10h18.10.388,corsi_blocks,2023.2.2,Win32,60.24096386,,,,,,,,,,,14.2462,18.8132,"[-0.09861111111111111,-0.39444444444444443,0.2861111111111111,-0.35,0.5486111111111112]","[0.08055555555555556,0.12083333333333333,-0.020833333333333332,-0.04722222222222222,-0.3888888888888889]","[1,1,1,1,1]","[0,0,0,0,0]","[0,0,0,0,0]","[0.9099000000003734,1.4634999999999998,2.1643000000007433,3.713200000001116,4.566499999999998]","[""blk2"",""blk3"",""blk4"",""blk1""]","[0,0,0,0]",0,18.8133,19.8111,1,0,1,0,1
,,,,,,,,,,,961135,001,2024-01-10_10h18.10.388,corsi_blocks,2023.2.2,Win32,60.24096386,19.8118,"[[-0.285,-0.27125],[0.62875,-0.1825],[0.03125,-0.41],[0.30125,-0.0175],[-0.01125,-0.295],[0.57875,-0.31375],[0.4625,0.35875],[0.0675,0.07375],[-0.675,0.29875]]",20.3115,20.3128,20.812,0,0,0,0,1,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,961135,001,2024-01-10_10h18.10.388,corsi_blocks,2023.2.2,Win32,60.24096386,,,,20.8129,21.3127,1,0,1,0,1,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,961135,001,2024-01-10_10h18.10.388,corsi_blocks,2023.2.2,Win32,60.24096386,,,,21.3136,21.813,2,0,2,0,1,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,961135,001,2024-01-10_10h18.10.388,corsi_blocks,2023.2.2,Win32,60.24096386,,,,21.8136,22.3135,3,0,3,0,1,,,,,,,,,,,,,,,,,,
