instructions.started,instructions.stopped,key_resp.keys,key_resp.rt,key_resp.duration,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.time,participant,session,date,expName,psychopyVersion,OS,frameRate,ISI.started,positions,ISI.stopped,corsi_present.started,corsi_present.stopped,block_sequence.thisRepN,block_sequence.thisTrialN,block_sequence.thisN,block_sequence.thisIndex,block_sequence.ran
0.0004,1.4233,space,1.3887,,,,,,,,569712,001,2023-12-08_09h22.14.277,corsi_blocks,2023.2.2,MacIntel,60.0024001,,,,,,,,,,
,,,,,,,,,,,569712,001,2023-12-08_09h22.14.277,corsi_blocks,2023.2.2,MacIntel,60.0024001,1.4319,"[[0.19375,-0.17125],[0.16625,0.3825],[-0.35125,0.36625],[-0.09875,0.065],[-0.26625,0.235],[-0.24625,0.04375],[-0.16125,-0.28],[-0.55125,-0.13375],[0.25625,0.0975]]",1.9255,1.9277,2.4233,0,0,0,0,1
,,,,,,,,,,,569712,001,2023-12-08_09h22.14.277,corsi_blocks,2023.2.2,MacIntel,60.0024001,,,,2.4258,2.9223,1,0,1,0,1
,,,,,,,,,,,569712,001,2023-12-08_09h22.14.277,corsi_blocks,2023.2.2,MacIntel,60.0024001,,,,2.9227,3.4235,2,0,2,0,1
