instructions.started,instructions.stopped,key_resp.keys,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.time,participant,session,date,expName,psychopyVersion,OS,frameRate,ISI.started,positions,ISI.stopped,corsi_present.started,corsi_present.stopped,block_sequence.thisRepN,block_sequence.thisTrialN,block_sequence.thisN,block_sequence.thisIndex,block_sequence.ran,corsi_respond.started,corsi_respond.stopped,corsi_mouse.x,corsi_mouse.y,corsi_mouse.leftButton,corsi_mouse.midButton,corsi_mouse.rightButton,corsi_mouse.time,corsi_mouse.clicked_name,correct_list,corsi_correct,feedback.started,feedback.stopped,corsi_task.thisRepN,corsi_task.thisTrialN,corsi_task.thisN,corsi_task.thisIndex,corsi_task.ran,corsi_task.order
1E-04,0.9157,,0.18875,0.025,1,0,0,0.9138,548559,001,2024-02-19_16h48.37.254,corsi_blocks,2023.2.2,Win32,121.9512195,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,548559,001,2024-02-19_16h48.37.254,corsi_blocks,2023.2.2,Win32,121.9512195,0.9186,"[[-0.675,0.29875],[-0.485,0.34625],[-0.26625,0.235],[-0.6025,0.0725],[0.57875,-0.31375],[-0.09875,0.065],[0.30125,-0.0175],[0.25625,0.0975],[0.6375,0.27375]]",1.4148,1.4155,1.9151,0,0,0,0,1,,,,,,,,,,,,,,,,,,,
,,,,,,,,,548559,001,2024-02-19_16h48.37.254,corsi_blocks,2023.2.2,Win32,121.9512195,,,,1.9154,2.4143,1,0,1,0,1,,,,,,,,,,,,,,,,,,,
,,,,,,,,,548559,001,2024-02-19_16h48.37.254,corsi_blocks,2023.2.2,Win32,121.9512195,,,,2.4146,2.9146,2,0,2,0,1,,,,,,,,,,,,,,,,,,,
,,,,,,,,,548559,001,2024-02-19_16h48.37.254,corsi_blocks,2023.2.2,Win32,121.9512195,,,,,,,,,,,2.9149,5.6897,"[-0.664375,-0.5625,-0.50125,-0.281875,0.558125]","[0.279375,0.344375,0.351875,0.229375,-0.421875]","[1,1,1,1,1]","[0,0,0,0,0]","[0,0,0,0,0]","[0.94180000001192,1.3747000000476834,1.6913000000119212,2.0738000000119214,2.7737000000476826]","[""blk1"",""blk2"",""blk3""]","[1,1,1]",1,5.69,6.687,0,0,0,0,1,
,,,,,,,,,548559,001,2024-02-19_16h48.37.254,corsi_blocks,2023.2.2,Win32,121.9512195,6.6873,"[[-0.485,0.34625],[0.22,0.2425],[0.1925,-0.295],[-0.55125,-0.13375],[0.365,-0.27625],[0.57875,-0.31375],[0.05875,-0.0575],[0.16625,0.3825],[-0.3575,-0.05625]]",7.187,7.1874,7.687,0,0,0,0,1,,,,,,,,,,,,,,,,,,,
,,,,,,,,,548559,001,2024-02-19_16h48.37.254,corsi_blocks,2023.2.2,Win32,121.9512195,,,,7.6873,8.1899,1,0,1,0,1,,,,,,,,,,,,,,,,,,,
,,,,,,,,,548559,001,2024-02-19_16h48.37.254,corsi_blocks,2023.2.2,Win32,121.9512195,,,,8.1901,8.6871,2,0,2,0,1,,,,,,,,,,,,,,,,,,,
,,,,,,,,,548559,001,2024-02-19_16h48.37.254,corsi_blocks,2023.2.2,Win32,121.9512195,,,,8.6874,9.1812,3,0,3,0,1,,,,,,,,,,,,,,,,,,,
,,,,,,,,,548559,001,2024-02-19_16h48.37.254,corsi_blocks,2023.2.2,Win32,121.9512195,,,,,,,,,,,9.1813,13.4204,"[-0.496875,0.25125,0.185,-0.49375,-0.47875,-0.4975,-0.528125,0.498125]","[0.3375,0.2575,-0.3175,-0.12875,-0.13875,-0.131875,-0.123125,-0.39875]","[1,1,1,1,1,1,1,1]","[0,0,0,0,0,0,0,0]","[0,0,0,0,0,0,0,0]","[0.5554000000357622,1.1471000000238423,1.6304000000357632,2.2386000000238404,2.6471000000238405,2.980400000035761,3.2970000000000006,4.23860000002384]","[""blk1"",""blk2"",""blk3"",""blk4""]","[1,1,1,1]",1,13.4205,14.4202,1,0,1,0,1,
