instructions.started,instructions.stopped,key_resp.keys,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.time,participant,session,date,expName,psychopyVersion,OS,frameRate,ISI.started,positions,ISI.stopped,corsi_present.started,corsi_present.stopped,block_sequence.thisRepN,block_sequence.thisTrialN,block_sequence.thisN,block_sequence.thisIndex,block_sequence.ran,corsi_respond.started,corsi_respond.stopped,corsi_mouse.x,corsi_mouse.y,corsi_mouse.leftButton,corsi_mouse.midButton,corsi_mouse.rightButton,corsi_mouse.time,corsi_mouse.clicked_name,correct_list,corsi_correct,feedback.started,feedback.stopped,corsi_task.thisRepN,corsi_task.thisTrialN,corsi_task.thisN,corsi_task.thisIndex,corsi_task.ran,corsi_task.order
,,,,,,,,,548559,001,2024-02-19_16h48.37.254,corsi_blocks,2023.2.2,Win32,121.9512195,14.4206,"[[0.62875,-0.1825],[-0.01125,-0.295],[-0.3575,-0.05625],[-0.485,0.34625],[0.365,-0.27625],[0.22,0.2425],[0.1925,-0.295],[0.05875,-0.0575],[-0.45875,-0.3]]",14.9202,14.9208,15.4203,0,0,0,0,1,,,,,,,,,,,,,,,,,,,
,,,,,,,,,548559,001,2024-02-19_16h48.37.254,corsi_blocks,2023.2.2,Win32,121.9512195,,,,15.4205,15.9202,1,0,1,0,1,,,,,,,,,,,,,,,,,,,
,,,,,,,,,548559,001,2024-02-19_16h48.37.254,corsi_blocks,2023.2.2,Win32,121.9512195,,,,15.9203,16.4203,2,0,2,0,1,,,,,,,,,,,,,,,,,,,
,,,,,,,,,548559,001,2024-02-19_16h48.37.254,corsi_blocks,2023.2.2,Win32,121.9512195,,,,16.4205,16.9203,3,0,3,0,1,,,,,,,,,,,,,,,,,,,
,,,,,,,,,548559,001,2024-02-19_16h48.37.254,corsi_blocks,2023.2.2,Win32,121.9512195,,,,16.9205,17.4231,4,0,4,0,1,,,,,,,,,,,,,,,,,,,
,,,,,,,,,548559,001,2024-02-19_16h48.37.254,corsi_blocks,2023.2.2,Win32,121.9512195,,,,,,,,,,,17.4232,21.1904,"[0.645625,-0.386875,0.020625,-0.534375,0.394375,0.549375]","[-0.190625,-0.048125,-0.30625,0.37625,-0.313125,-0.421875]","[1,1,1,1,1,1]","[0,0,0,0,0,0]","[0,0,0,0,0,0]","[0.6051000000238425,1.3384999999999998,1.80519999998808,2.366400000035764,2.9968000000119197,3.7668000000119193]","[""blk1"",""blk3"",""blk2"",""blk4"",""blk5""]","[1,0,0,1,1]",0,21.1905,22.1869,2,0,2,0,1,
,,,,,,,,,548559,001,2024-02-19_16h48.37.254,corsi_blocks,2023.2.2,Win32,121.9512195,22.1872,"[[0.05875,-0.0575],[-0.4075,0.11875],[-0.3575,-0.05625],[0.22,0.2425],[0.0675,0.07375],[0.30125,-0.0175],[0.4125,-0.1325],[-0.12125,-0.12625],[-0.55125,-0.13375]]",22.6869,22.6879,23.1893,0,0,0,0,1,,,,,,,,,,,,,,,,,,,
,,,,,,,,,548559,001,2024-02-19_16h48.37.254,corsi_blocks,2023.2.2,Win32,121.9512195,,,,23.1896,23.6869,1,0,1,0,1,,,,,,,,,,,,,,,,,,,
,,,,,,,,,548559,001,2024-02-19_16h48.37.254,corsi_blocks,2023.2.2,Win32,121.9512195,,,,23.6871,24.19,2,0,2,0,1,,,,,,,,,,,,,,,,,,,
,,,,,,,,,548559,001,2024-02-19_16h48.37.254,corsi_blocks,2023.2.2,Win32,121.9512195,,,,24.1903,24.6869,3,0,3,0,1,,,,,,,,,,,,,,,,,,,
,,,,,,,,,548559,001,2024-02-19_16h48.37.254,corsi_blocks,2023.2.2,Win32,121.9512195,,,,24.6871,25.187,4,0,4,0,1,,,,,,,,,,,,,,,,,,,
,,,,,,,,,548559,001,2024-02-19_16h48.37.254,corsi_blocks,2023.2.2,Win32,121.9512195,,,,,,,,,,,25.1872,28.1121,"[0.05375,-0.451875,-0.379375,0.235625,0.09625,0.444375]","[-0.054375,0.12625,-0.053125,0.23625,0.09,-0.404375]","[1,1,1,1,1,1]","[0,0,0,0,0,0]","[0,0,0,0,0,0]","[0.3661000000238417,0.9603000000119195,1.3576000000238402,1.8828000000119225,2.3826000000238388,2.9244000000357637]","[""blk1"",""blk2"",""blk3"",""blk4"",""blk5""]","[1,1,1,1,1]",1,28.1123,29.1118,3,0,3,0,1,
,,,,,,,,,548559,001,2024-02-19_16h48.37.254,corsi_blocks,2023.2.2,Win32,121.9512195,29.112,"[[-0.3575,-0.05625],[0.6375,0.27375],[0.45375,0.175],[-0.24625,0.04375],[0.4125,-0.1325],[-0.68625,-0.225],[-0.6025,0.0725],[-0.16125,-0.28],[0.19375,-0.17125]]",29.6119,29.6124,30.112,0,0,0,0,1,,,,,,,,,,,,,,,,,,,
,,,,,,,,,548559,001,2024-02-19_16h48.37.254,corsi_blocks,2023.2.2,Win32,121.9512195,,,,30.1122,30.6148,1,0,1,0,1,,,,,,,,,,,,,,,,,,,
,,,,,,,,,548559,001,2024-02-19_16h48.37.254,corsi_blocks,2023.2.2,Win32,121.9512195,,,,30.6151,31.1118,2,0,2,0,1,,,,,,,,,,,,,,,,,,,
,,,,,,,,,548559,001,2024-02-19_16h48.37.254,corsi_blocks,2023.2.2,Win32,121.9512195,,,,31.112,31.6118,3,0,3,0,1,,,,,,,,,,,,,,,,,,,
,,,,,,,,,548559,001,2024-02-19_16h48.37.254,corsi_blocks,2023.2.2,Win32,121.9512195,,,,31.6121,32.1118,4,0,4,0,1,,,,,,,,,,,,,,,,,,,
,,,,,,,,,548559,001,2024-02-19_16h48.37.254,corsi_blocks,2023.2.2,Win32,121.9512195,,,,32.112,32.6118,5,0,5,0,1,,,,,,,,,,,,,,,,,,,
,,,,,,,,,548559,001,2024-02-19_16h48.37.254,corsi_blocks,2023.2.2,Win32,121.9512195,,,,,,,,,,,32.612,37.3955,"[-0.3475,0.623125,0.453125,-0.244375,0.416875,-0.68375,0.470625,0.491875]","[-0.048125,0.291875,0.186875,0.054375,-0.13125,-0.219375,-0.365625,-0.40875]","[1,1,1,1,1,1,1,1]","[0,0,0,0,0,0,0,0]","[0,0,0,0,0,0,0,0]","[0.24099999999999966,0.8745000000000047,1.51609999996424,2.057800000011923,2.691199999988079,3.4858000000119276,4.241,4.782800000011925]","[""blk1"",""blk2"",""blk3"",""blk4"",""blk5"",""blk6""]","[1,1,1,1,1,1]",1,37.3956,38.3951,4,0,4,0,1,
,,,,,,,,,548559,001,2024-02-19_16h48.37.254,corsi_blocks,2023.2.2,Win32,121.9512195,38.3953,"[[-0.675,0.29875],[0.19375,-0.17125],[0.365,-0.27625],[-0.4075,0.11875],[0.0675,0.07375],[-0.09875,0.065],[-0.12125,-0.12625],[0.16625,0.3825],[-0.26625,0.235]]",38.8951,38.8956,39.3953,0,0,0,0,1,,,,,,,,,,,,,,,,,,,
,,,,,,,,,548559,001,2024-02-19_16h48.37.254,corsi_blocks,2023.2.2,Win32,121.9512195,,,,39.3955,39.8952,1,0,1,0,1,,,,,,,,,,,,,,,,,,,
,,,,,,,,,548559,001,2024-02-19_16h48.37.254,corsi_blocks,2023.2.2,Win32,121.9512195,,,,39.8954,40.3898,2,0,2,0,1,,,,,,,,,,,,,,,,,,,
,,,,,,,,,548559,001,2024-02-19_16h48.37.254,corsi_blocks,2023.2.2,Win32,121.9512195,,,,40.3899,40.8868,3,0,3,0,1,,,,,,,,,,,,,,,,,,,
,,,,,,,,,548559,001,2024-02-19_16h48.37.254,corsi_blocks,2023.2.2,Win32,121.9512195,,,,40.8871,41.3892,4,0,4,0,1,,,,,,,,,,,,,,,,,,,
,,,,,,,,,548559,001,2024-02-19_16h48.37.254,corsi_blocks,2023.2.2,Win32,121.9512195,,,,41.3894,41.8869,5,0,5,0,1,,,,,,,,,,,,,,,,,,,
,,,,,,,,,548559,001,2024-02-19_16h48.37.254,corsi_blocks,2023.2.2,Win32,121.9512195,,,,41.8871,42.3869,6,0,6,0,1,,,,,,,,,,,,,,,,,,,
,,,,,,,,,548559,001,2024-02-19_16h48.37.254,corsi_blocks,2023.2.2,Win32,121.9512195,,,,,,,,,,,42.3869,47.6453,"[-0.6475,0.241875,0.36125,-0.066875,0.1025,-0.1225,-0.478125,-0.383125,0.443125,0.4725]","[0.30125,-0.1625,-0.245,0.02125,0.07625,-0.1375,0.165,0.10875,-0.35875,-0.39625]","[1,1,1,1,1,1,1,1,1,1]","[0,0,0,0,0,0,0,0,0,0]","[0,0,0,0,0,0,0,0,0,0]","[0.9518000000119216,1.6996000000238425,2.0271999999880776,2.557699999988074,2.8659999999999997,3.4494000000357588,4.049499999999995,4.341199999988078,4.92440000003576,5.257800000011919]","[""blk1"",""blk2"",""blk3"",""blk6"",""blk5"",""blk7"",""blk4""]","[1,1,1,0,1,0,0]",0,47.6454,48.6451,5,0,5,0,1,
,,,,,,,,,548559,001,2024-02-19_16h48.37.254,corsi_blocks,2023.2.2,Win32,121.9512195,48.6454,"[[-0.24625,0.04375],[-0.01875,0.235],[-0.18625,0.41125],[0.62875,-0.1825],[0.03125,-0.41],[-0.45875,-0.3],[0.54,0.03625],[0.6375,0.27375],[-0.4075,0.11875]]",49.14,49.1404,49.6395,0,0,0,0,1,,,,,,,,,,,,,,,,,,,
,,,,,,,,,548559,001,2024-02-19_16h48.37.254,corsi_blocks,2023.2.2,Win32,121.9512195,,,,49.6397,50.1368,1,0,1,0,1,,,,,,,,,,,,,,,,,,,
,,,,,,,,,548559,001,2024-02-19_16h48.37.254,corsi_blocks,2023.2.2,Win32,121.9512195,,,,50.1371,50.6368,2,0,2,0,1,,,,,,,,,,,,,,,,,,,
,,,,,,,,,548559,001,2024-02-19_16h48.37.254,corsi_blocks,2023.2.2,Win32,121.9512195,,,,50.637,51.1371,3,0,3,0,1,,,,,,,,,,,,,,,,,,,
,,,,,,,,,548559,001,2024-02-19_16h48.37.254,corsi_blocks,2023.2.2,Win32,121.9512195,,,,51.1374,51.639,4,0,4,0,1,,,,,,,,,,,,,,,,,,,
,,,,,,,,,548559,001,2024-02-19_16h48.37.254,corsi_blocks,2023.2.2,Win32,121.9512195,,,,51.6392,52.1369,5,0,5,0,1,,,,,,,,,,,,,,,,,,,
,,,,,,,,,548559,001,2024-02-19_16h48.37.254,corsi_blocks,2023.2.2,Win32,121.9512195,,,,52.1371,52.6311,6,0,6,0,1,,,,,,,,,,,,,,,,,,,
,,,,,,,,,548559,001,2024-02-19_16h48.37.254,corsi_blocks,2023.2.2,Win32,121.9512195,,,,,,,,,,,52.6312,57.5454,"[-0.218125,0.00875,-0.155,0.616875,-0.445,0.06375,0.5225,0.5275]","[0.049375,0.234375,0.42625,-0.144375,-0.30625,-0.4275,-0.01375,-0.385625]","[1,1,1,1,1,1,1,1]","[0,0,0,0,0,0,0,0]","[0,0,0,0,0,0,0,0]","[0.6135000000000019,1.2469999999999999,1.738600000023844,2.3302000000476824,3.005300000011921,3.521900000035764,4.196900000035761,4.913700000047683]","[""blk1"",""blk2"",""blk3"",""blk4"",""blk6"",""blk5"",""blk7""]","[1,1,1,1,0,0,1]",0,57.5457,58.5451,6,0,6,0,1,
,,,,,,,,,548559,001,2024-02-19_16h48.37.254,corsi_blocks,2023.2.2,Win32,121.9512195,58.5453,"[[0.28875,0.39875],[-0.01125,-0.295],[-0.24625,0.04375],[0.4125,-0.1325],[-0.45875,-0.3],[0.365,-0.27625],[0.6375,0.27375],[-0.18625,0.41125],[-0.6025,0.0725]]",59.0451,59.0456,59.5452,0,0,0,0,1,,,,,,,,,,,,,,,,,,,
,,,,,,,,,548559,001,2024-02-19_16h48.37.254,corsi_blocks,2023.2.2,Win32,121.9512195,,,,59.5455,60.0476,1,0,1,0,1,,,,,,,,,,,,,,,,,,,
,,,,,,,,,548559,001,2024-02-19_16h48.37.254,corsi_blocks,2023.2.2,Win32,121.9512195,,,,60.0478,60.5453,2,0,2,0,1,,,,,,,,,,,,,,,,,,,
,,,,,,,,,548559,001,2024-02-19_16h48.37.254,corsi_blocks,2023.2.2,Win32,121.9512195,,,,60.5455,61.0452,3,0,3,0,1,,,,,,,,,,,,,,,,,,,
,,,,,,,,,548559,001,2024-02-19_16h48.37.254,corsi_blocks,2023.2.2,Win32,121.9512195,,,,61.0454,61.5452,4,0,4,0,1,,,,,,,,,,,,,,,,,,,
,,,,,,,,,548559,001,2024-02-19_16h48.37.254,corsi_blocks,2023.2.2,Win32,121.9512195,,,,61.5455,62.0452,5,0,5,0,1,,,,,,,,,,,,,,,,,,,
,,,,,,,,,548559,001,2024-02-19_16h48.37.254,corsi_blocks,2023.2.2,Win32,121.9512195,,,,62.0454,62.5452,6,0,6,0,1,,,,,,,,,,,,,,,,,,,
,,,,,,,,,548559,001,2024-02-19_16h48.37.254,corsi_blocks,2023.2.2,Win32,121.9512195,,,,,,,,,,,62.5452,66.9621,"[0.254375,-0.005,-0.214375,0.4125,-0.411875,0.374375,0.60125,0.495]","[0.413125,-0.27,0.045,-0.106875,-0.265,-0.28125,0.26,-0.409375]","[1,1,1,1,1,1,1,1]","[0,0,0,0,0,0,0,0]","[0,0,0,0,0,0,0,0]","[0.3159000000357679,0.9158000000119273,1.499300000011928,2.0660000000000025,2.7159000000357594,3.268900000035771,3.8243000000119167,4.415999999999997]","[""blk1"",""blk2"",""blk3"",""blk4"",""blk5"",""blk6"",""blk7""]","[1,1,1,1,1,1,1]",1,66.9623,67.9618,7,0,7,0,1,
,,,,,,,,,548559,001,2024-02-19_16h48.37.254,corsi_blocks,2023.2.2,Win32,121.9512195,67.962,"[[-0.6025,0.0725],[0.6375,0.27375],[-0.675,0.29875],[0.03125,-0.41],[0.57875,-0.31375],[0.28875,0.39875],[0.19375,-0.17125],[0.365,-0.27625],[0.30125,-0.0175]]",68.4619,68.4624,68.9618,0,0,0,0,1,,,,,,,,,,,,,,,,,,,
,,,,,,,,,548559,001,2024-02-19_16h48.37.254,corsi_blocks,2023.2.2,Win32,121.9512195,,,,68.962,69.4619,1,0,1,0,1,,,,,,,,,,,,,,,,,,,
,,,,,,,,,548559,001,2024-02-19_16h48.37.254,corsi_blocks,2023.2.2,Win32,121.9512195,,,,69.4621,69.9618,2,0,2,0,1,,,,,,,,,,,,,,,,,,,
,,,,,,,,,548559,001,2024-02-19_16h48.37.254,corsi_blocks,2023.2.2,Win32,121.9512195,,,,69.9619,70.4618,3,0,3,0,1,,,,,,,,,,,,,,,,,,,
,,,,,,,,,548559,001,2024-02-19_16h48.37.254,corsi_blocks,2023.2.2,Win32,121.9512195,,,,70.4619,70.9619,4,0,4,0,1,,,,,,,,,,,,,,,,,,,
,,,,,,,,,548559,001,2024-02-19_16h48.37.254,corsi_blocks,2023.2.2,Win32,121.9512195,,,,70.9621,71.4619,5,0,5,0,1,,,,,,,,,,,,,,,,,,,
,,,,,,,,,548559,001,2024-02-19_16h48.37.254,corsi_blocks,2023.2.2,Win32,121.9512195,,,,71.4621,71.9618,6,0,6,0,1,,,,,,,,,,,,,,,,,,,
,,,,,,,,,548559,001,2024-02-19_16h48.37.254,corsi_blocks,2023.2.2,Win32,121.9512195,,,,71.962,72.4618,7,0,7,0,1,,,,,,,,,,,,,,,,,,,
,,,,,,,,,548559,001,2024-02-19_16h48.37.254,corsi_blocks,2023.2.2,Win32,121.9512195,,,,,,,,,,,72.4618,,,,,,,,,,,,,8,0,8,0,1,999
