instructions.started,instructions.stopped,key_resp.keys,key_resp.rt,key_resp.duration,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.time,participant,session,date,expName,psychopyVersion,OS,frameRate,ISI.started,positions,ISI.stopped,corsi_present.started,corsi_present.stopped,block_sequence.thisRepN,block_sequence.thisTrialN,block_sequence.thisN,block_sequence.thisIndex,block_sequence.ran,corsi_respond.started,corsi_respond.stopped,corsi_mouse.x,corsi_mouse.y,corsi_mouse.leftButton,corsi_mouse.midButton,corsi_mouse.rightButton,corsi_mouse.time,corsi_mouse.clicked_name,correct_list,corsi_correct,feedback.started,feedback.stopped,corsi_task.thisRepN,corsi_task.thisTrialN,corsi_task.thisN,corsi_task.thisIndex,corsi_task.ran
0.0002,2.6037,space,2.5865,,,,,,,,786694,001,2024-01-30_10h51.26.952,corsi_blocks,2023.2.2,Win32,59.88023952,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,786694,001,2024-01-30_10h51.26.952,corsi_blocks,2023.2.2,Win32,59.88023952,2.6102,"[[0.28875,0.39875],[-0.45875,-0.3],[0.22,0.2425],[-0.55125,-0.13375],[0.6375,0.27375],[-0.12125,-0.12625],[0.05875,-0.0575],[-0.01125,-0.295],[0.4125,-0.1325]]",3.1031,3.1044,3.6035,0,0,0,0,1,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,786694,001,2024-01-30_10h51.26.952,corsi_blocks,2023.2.2,Win32,59.88023952,,,,3.6039,4.1033,1,0,1,0,1,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,786694,001,2024-01-30_10h51.26.952,corsi_blocks,2023.2.2,Win32,59.88023952,,,,4.1039,4.593,2,0,2,0,1,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,786694,001,2024-01-30_10h51.26.952,corsi_blocks,2023.2.2,Win32,59.88023952,,,,,,,,,,,4.5934,15.0037,"[0.25925925925925924,-0.41388888888888886,-0.15185185185185185,0.5546296296296296]","[0.3851851851851852,-0.2759259259259259,-0.13055555555555556,-0.4083333333333333]","[1,1,1,1]","[0,0,0,0]","[0,0,0,0]","[7.932100000023844,8.975100000023843,9.575,10.408399999976158]","[""blk1"",""blk2"",""blk6""]","[1,1,0]",0,15.0042,15.9927,0,0,0,0,1
,,,,,,,,,,,786694,001,2024-01-30_10h51.26.952,corsi_blocks,2023.2.2,Win32,59.88023952,15.9932,"[[0.4125,-0.1325],[-0.485,0.34625],[-0.24625,0.04375],[0.4625,0.35875],[-0.35125,0.36625],[0.03125,-0.41],[-0.675,0.29875],[-0.55125,-0.13375],[-0.285,-0.27125]]",16.4867,16.4882,16.993,0,0,0,0,1,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,786694,001,2024-01-30_10h51.26.952,corsi_blocks,2023.2.2,Win32,59.88023952,,,,16.9935,17.487,1,0,1,0,1,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,786694,001,2024-01-30_10h51.26.952,corsi_blocks,2023.2.2,Win32,59.88023952,,,,17.4878,17.9873,2,0,2,0,1,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,786694,001,2024-01-30_10h51.26.952,corsi_blocks,2023.2.2,Win32,59.88023952,,,,,,,,,,,17.9875,21.4707,"[0.42314814814814816,-0.4583333333333333,-0.2324074074074074,0.44814814814814813,0.4601851851851852]","[-0.13333333333333333,0.3416666666666667,0.06481481481481481,-0.44907407407407407,-0.41574074074074074]","[1,1,1,1,1]","[0,0,0,0,0]","[0,0,0,0,0]","[0.9202000000476822,1.6368000000715242,2.2867000000476843,3.0474999999999994,3.4815000000000005]","[""blk1"",""blk2"",""blk3""]","[1,1,1]",1,21.471,22.4755,1,0,1,0,1
,,,,,,,,,,,786694,001,2024-01-30_10h51.26.952,corsi_blocks,2023.2.2,Win32,59.88023952,22.4759,"[[-0.16125,-0.28],[-0.12125,-0.12625],[-0.4075,0.11875],[-0.285,-0.27125],[0.6375,0.27375],[0.4125,-0.1325],[-0.6025,0.0725],[0.1925,-0.295],[0.05875,-0.0575]]",22.9756,22.9769,23.47,0,0,0,0,1,,,,,,,,,,,,,,,,,,
