instructions.started,instructions.stopped,key_resp.keys,key_resp.rt,key_resp.duration,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.time,participant,session,date,expName,psychopyVersion,OS,frameRate,ISI.started,positions,ISI.stopped,corsi_present.started,corsi_present.stopped,block_sequence.thisRepN,block_sequence.thisTrialN,block_sequence.thisN,block_sequence.thisIndex,block_sequence.ran,corsi_respond.started,corsi_respond.stopped,corsi_mouse.x,corsi_mouse.y,corsi_mouse.leftButton,corsi_mouse.midButton,corsi_mouse.rightButton,corsi_mouse.time,corsi_mouse.clicked_name,correct_list,corsi_correct,feedback.started,feedback.stopped,corsi_task.thisRepN,corsi_task.thisTrialN,corsi_task.thisN,corsi_task.thisIndex,corsi_task.ran,end.started
0.001,8.629,space,8.609,,,,,,,,893815,001,2024-01-04_13h41.35.933,corsi_blocks,2023.2.2,MacIntel,58.82352941,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,893815,001,2024-01-04_13h41.35.933,corsi_blocks,2023.2.2,MacIntel,58.82352941,8.635,"[[-0.35125,0.36625],[-0.0225,0.395],[-0.26625,0.235],[0.05875,-0.0575],[0.0675,0.07375],[-0.12125,-0.12625],[-0.55125,-0.13375],[0.30125,-0.0175],[0.1925,-0.295]]",9.128,9.129,9.63,0,0,0,0,1,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,893815,001,2024-01-04_13h41.35.933,corsi_blocks,2023.2.2,MacIntel,58.82352941,,,,9.63,10.119,1,0,1,0,1,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,893815,001,2024-01-04_13h41.35.933,corsi_blocks,2023.2.2,MacIntel,58.82352941,,,,10.119,10.62,2,0,2,0,1,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,893815,001,2024-01-04_13h41.35.933,corsi_blocks,2023.2.2,MacIntel,58.82352941,,,,,,,,,,,10.621,24.634,"[0,-0.34104046242774566,-0.26705202312138726,-0.015028901734104046,0.49710982658959535]","[-0.3126984126984127,0.3624277456647399,0.2502890173410405,0.3913294797687861,-0.38670520231213873]","[1,1,1,1,1]","[0,0,0,0,0]","[0,0,0,0,0]","[2.4450000000000003,11.341000000000001,12.020000000000003,12.728000000000002,14.011000000000003]","[""blk1"",""blk3"",""blk2""]","[1,0,0]",0,24.634,25.633,0,0,0,0,1,
,,,,,,,,,,,893815,001,2024-01-04_13h41.35.933,corsi_blocks,2023.2.2,MacIntel,58.82352941,25.634,"[[-0.0225,0.395],[0.03125,-0.41],[-0.12125,-0.12625],[-0.4075,0.11875],[-0.285,-0.27125],[-0.09875,0.065],[0.4125,-0.1325],[0.0675,0.07375],[0.45375,0.175]]",26.129,26.131,26.629,0,0,0,0,1,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,893815,001,2024-01-04_13h41.35.933,corsi_blocks,2023.2.2,MacIntel,58.82352941,,,,26.629,27.125,1,0,1,0,1,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,893815,001,2024-01-04_13h41.35.933,corsi_blocks,2023.2.2,MacIntel,58.82352941,,,,27.126,27.629,2,0,2,0,1,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,893815,001,2024-01-04_13h41.35.933,corsi_blocks,2023.2.2,MacIntel,58.82352941,,,,,,,,,,,27.629,30.728,"[-0.04277456647398844,0.021965317919075144,-0.12947976878612716,0.4647398843930636,0.484393063583815]","[0.42716763005780345,-0.4167630057803468,-0.10809248554913295,-0.369364161849711,-0.40635838150289016]","[1,1,1,1,1]","[0,0,0,0,0]","[0,0,0,0,0]","[0.35900000000000176,1.1320000000000014,1.6030000000000015,2.3019999999999996,3.097999999999999]","[""blk1"",""blk2"",""blk3""]","[1,1,1]",1,30.729,31.733,1,0,1,0,1,
,,,,,,,,,,,893815,001,2024-01-04_13h41.35.933,corsi_blocks,2023.2.2,MacIntel,58.82352941,31.733,"[[0.45375,0.175],[-0.68625,-0.225],[0.30125,-0.0175],[-0.0225,0.395],[0.54,0.03625],[0.1925,-0.295],[-0.55125,-0.13375],[-0.09875,0.065],[-0.16125,-0.28]]",32.233,32.235,32.733,0,0,0,0,1,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,893815,001,2024-01-04_13h41.35.933,corsi_blocks,2023.2.2,MacIntel,58.82352941,,,,32.734,33.237,1,0,1,0,1,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,893815,001,2024-01-04_13h41.35.933,corsi_blocks,2023.2.2,MacIntel,58.82352941,,,,33.238,33.736,2,0,2,0,1,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,893815,001,2024-01-04_13h41.35.933,corsi_blocks,2023.2.2,MacIntel,58.82352941,,,,33.737,34.233,3,0,3,0,1,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,893815,001,2024-01-04_13h41.35.933,corsi_blocks,2023.2.2,MacIntel,58.82352941,,,,,,,,,,,34.234,43.024,"[-0.7225433526011561,0.35491329479768785,0.3190751445086705,-0.015028901734104046,0.6994219653179191,0.48092485549132946,0.18959537572254334,0.49017341040462425]","[-0.23641618497109826,-0.03757225433526012,-0.03410404624277456,0.3508670520231214,-0.4190751445086705,-0.30578034682080923,-0.29421965317919074,-0.3982658959537572]","[1,1,1,1,1,1,1,1]","[0,0,0,0,0,0,0,0]","[0,0,0,0,0,0,0,0]","[1.1809999999999974,1.9010000000000034,2.4010000000000034,3.2310000000000016,5.717999999999996,6.872,7.802,8.787999999999997]","[""blk2"",""blk3"",""blk4"",""blk6""]","[1,1,1,1,0]",0,43.024,44.02,2,0,2,0,1,
,,,,,,,,,,,893815,001,2024-01-04_13h41.35.933,corsi_blocks,2023.2.2,MacIntel,58.82352941,44.021,"[[0.28875,0.39875],[-0.6025,0.0725],[-0.09875,0.065],[-0.01125,-0.295],[0.19375,-0.17125],[-0.285,-0.27125],[-0.4075,0.11875],[0.45375,0.175],[-0.35125,0.36625]]",44.516,44.518,45.012,0,0,0,0,1,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,893815,001,2024-01-04_13h41.35.933,corsi_blocks,2023.2.2,MacIntel,58.82352941,,,,45.012,45.511,1,0,1,0,1,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,893815,001,2024-01-04_13h41.35.933,corsi_blocks,2023.2.2,MacIntel,58.82352941,,,,45.512,46.012,2,0,2,0,1,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,893815,001,2024-01-04_13h41.35.933,corsi_blocks,2023.2.2,MacIntel,58.82352941,,,,46.012,46.511,3,0,3,0,1,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,893815,001,2024-01-04_13h41.35.933,corsi_blocks,2023.2.2,MacIntel,58.82352941,,,,,,,,,,,46.512,50.283,"[0.30751445086705204,-0.6046242774566474,-0.09017341040462427,-0.010404624277456647,0.4508670520231214]","[0.3901734104046243,0.061849710982658956,0.07225433526011561,-0.2676300578034682,-0.3809248554913295]","[1,1,1,1,1]","[0,0,0,0,0]","[0,0,0,0,0]","[0.8819999999999979,1.7150000000000034,2.4450000000000003,3.1069999999999993,3.7689999999999984]","[""blk1"",""blk2"",""blk3"",""blk4""]","[1,1,1,1]",1,50.283,51.279,3,0,3,0,1,
,,,,,,,,,,,893815,001,2024-01-04_13h41.35.933,corsi_blocks,2023.2.2,MacIntel,58.82352941,51.279,"[[0.30125,-0.0175],[-0.35125,0.36625],[-0.675,0.29875],[-0.45875,-0.3],[0.62875,-0.1825],[-0.12125,-0.12625],[-0.68625,-0.225],[-0.16125,-0.28],[-0.01875,0.235]]",51.783,51.784,52.28,0,0,0,0,1,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,893815,001,2024-01-04_13h41.35.933,corsi_blocks,2023.2.2,MacIntel,58.82352941,,,,52.281,52.776,1,0,1,0,1,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,893815,001,2024-01-04_13h41.35.933,corsi_blocks,2023.2.2,MacIntel,58.82352941,,,,52.776,53.272,2,0,2,0,1,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,893815,001,2024-01-04_13h41.35.933,corsi_blocks,2023.2.2,MacIntel,58.82352941,,,,53.273,53.767,3,0,3,0,1,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,893815,001,2024-01-04_13h41.35.933,corsi_blocks,2023.2.2,MacIntel,58.82352941,,,,53.767,54.261,4,0,4,0,1,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,893815,001,2024-01-04_13h41.35.933,corsi_blocks,2023.2.2,MacIntel,58.82352941,,,,,,,,,,,54.262,60.45,"[0.5953757225433526,-0.3872832369942196,-0.42196531791907516,-0.6277456647398844,-0.3063583815028902,0.26011560693641617,0.5780346820809249]","[-0.14971098265895955,-0.3173410404624277,-0.3092485549132948,0.2907514450867052,0.3647398843930636,-0.010982658959537572,-0.41791907514450866]","[1,1,1,1,1,1,1]","[0,0,0,0,0,0,0]","[0,0,0,0,0,0,0]","[1.4379999999999953,2.189,2.7679999999999936,3.471999999999994,4.671999999999997,5.342999999999996,6.184999999999995]","[""blk5"",""blk4"",""blk3"",""blk2"",""blk1""]","[0,0,1,0,0]",0,60.451,61.45,4,0,4,0,1,
,,,,,,,,,,,893815,001,2024-01-04_13h41.35.933,corsi_blocks,2023.2.2,MacIntel,58.82352941,61.451,"[[-0.675,0.29875],[0.16625,0.3825],[-0.12125,-0.12625],[0.4625,0.35875],[-0.01875,0.235],[0.57875,-0.31375],[-0.09875,0.065],[-0.26625,0.235],[-0.35125,0.36625]]",61.945,61.948,62.437,0,0,0,0,1,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,893815,001,2024-01-04_13h41.35.933,corsi_blocks,2023.2.2,MacIntel,58.82352941,,,,62.438,62.937,1,0,1,0,1,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,893815,001,2024-01-04_13h41.35.933,corsi_blocks,2023.2.2,MacIntel,58.82352941,,,,62.937,63.432,2,0,2,0,1,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,893815,001,2024-01-04_13h41.35.933,corsi_blocks,2023.2.2,MacIntel,58.82352941,,,,63.433,63.932,3,0,3,0,1,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,893815,001,2024-01-04_13h41.35.933,corsi_blocks,2023.2.2,MacIntel,58.82352941,,,,63.933,64.433,4,0,4,0,1,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,893815,001,2024-01-04_13h41.35.933,corsi_blocks,2023.2.2,MacIntel,58.82352941,,,,,,,,,,,64.433,72.379,"[-0.6797687861271676,-0.33410404624277457,0.13410404624277455,-0.15260115606936417,-0.14450867052023122,-0.023121387283236993,0.500578034682081,0.4959537572254335]","[0.2630057803468208,0.3624277456647399,0.34277456647398846,-0.18554913294797687,-0.12312138728323699,0.24104046242774566,-0.45375722543352603,-0.41791907514450866]","[1,1,1,1,1,1,1,1]","[0,0,0,0,0,0,0,0]","[0,0,0,0,0,0,0,0]","[1.5189999999999912,3.664999999999992,4.614000000000004,5.560000000000002,6.018999999999991,6.692999999999998,7.534999999999997,7.942999999999998]","[""blk1"",""blk9"",""blk2"",""blk3"",""blk5""]","[1,0,0,0,1]",0,72.379,73.382,5,0,5,0,1,
,,,,,,,,,,,893815,001,2024-01-04_13h41.35.933,corsi_blocks,2023.2.2,MacIntel,58.82352941,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73.387
