instructions.started,instructions.stopped,key_resp.keys,key_resp.rt,key_resp.duration,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.time,participant,session,date,expName,psychopyVersion,OS,frameRate,ISI.started,positions,ISI.stopped,corsi_present.started,corsi_present.stopped,block_sequence.thisRepN,block_sequence.thisTrialN,block_sequence.thisN,block_sequence.thisIndex,block_sequence.ran,corsi_respond.started,corsi_respond.stopped,corsi_mouse.x,corsi_mouse.y,corsi_mouse.leftButton,corsi_mouse.midButton,corsi_mouse.rightButton,corsi_mouse.time,corsi_mouse.clicked_name,correct_list,corsi_correct,feedback.started,feedback.stopped,corsi_task.thisRepN,corsi_task.thisTrialN,corsi_task.thisN,corsi_task.thisIndex,corsi_task.ran,end.started
,,,,,,,,,,,958722,001,2023-11-23_13h10.59.200,corsi_blocks,2023.2.2,Win32,62.5,,,,,,,,,,,42.218,48.369,"[-0.3925925784640842,-0.022222222222222223,0.4638888888888889,0.04629635281032986,-0.6953703562418619,-0.21388888888888888,0.5157407972547743]","[0.13240737915039064,0.24074073367648655,0.17592591179741754,-0.06666666666666667,-0.20925928751627604,0.4129629611968994,-0.4009259541829427]","[1,1,1,1,1,1,1]","[0,0,0,0,0,0,0]","[0,0,0,0,0,0,0]","[1.267000000000003,1.983000000000004,2.8000000000000043,3.5830000000000055,4.266000000000005,5.116,6.151000000000003]","[""blk1"",""blk2"",""blk3"",""blk4"",""blk5"",""blk6""]","[1,1,1,1,1,1]",1,48.369,49.369,3,0,3,0,1,
,,,,,,,,,,,958722,001,2023-11-23_13h10.59.200,corsi_blocks,2023.2.2,Win32,62.5,49.369,"[[-0.16125,-0.28],[-0.35125,0.36625],[-0.12125,-0.12625],[0.45375,0.175],[-0.3575,-0.05625],[-0.01125,-0.295],[0.03125,-0.41],[-0.24625,0.04375],[-0.285,-0.27125]]",49.867,49.868,50.367,0,0,0,0,1,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,958722,001,2023-11-23_13h10.59.200,corsi_blocks,2023.2.2,Win32,62.5,,,,50.367,50.867,1,0,1,0,1,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,958722,001,2023-11-23_13h10.59.200,corsi_blocks,2023.2.2,Win32,62.5,,,,50.867,51.37,2,0,2,0,1,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,958722,001,2023-11-23_13h10.59.200,corsi_blocks,2023.2.2,Win32,62.5,,,,51.37,51.869,3,0,3,0,1,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,958722,001,2023-11-23_13h10.59.200,corsi_blocks,2023.2.2,Win32,62.5,,,,51.869,52.366,4,0,4,0,1,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,958722,001,2023-11-23_13h10.59.200,corsi_blocks,2023.2.2,Win32,62.5,,,,52.366,52.867,5,0,5,0,1,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,958722,001,2023-11-23_13h10.59.200,corsi_blocks,2023.2.2,Win32,62.5,,,,52.867,53.367,6,0,6,0,1,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,958722,001,2023-11-23_13h10.59.200,corsi_blocks,2023.2.2,Win32,62.5,,,,,,,,,,,53.367,60.333,"[-0.1629629347059462,-0.32222222222222224,-0.10462960137261285,-0.35,0.49259262084960936,-0.003703647189670139,0.026851908365885416,0.5129630194769965]","[-0.30277777777777776,0.3972222222222222,-0.14074075486924914,-0.059259287516276044,0.1648148006863064,-0.28796301947699654,-0.4,-0.4009259541829427]","[1,1,1,1,1,1,1,1]","[0,0,0,0,0,0,0,0]","[0,0,0,0,0,0,0,0]","[1.0990000000000038,2.048000000000002,2.9170000000000016,3.615000000000009,4.549999999999997,5.415000000000006,6.117000000000004,6.963999999999999]","[""blk1"",""blk2"",""blk3"",""blk5"",""blk4"",""blk6"",""blk7""]","[1,1,1,0,0,1,1]",0,60.334,61.332,4,0,4,0,1,
,,,,,,,,,,,958722,001,2023-11-23_13h10.59.200,corsi_blocks,2023.2.2,Win32,62.5,61.333,"[[0.30125,-0.0175],[-0.68625,-0.225],[-0.09875,0.065],[-0.01125,-0.295],[0.05875,-0.0575],[-0.12125,-0.12625],[0.4125,-0.1325],[-0.285,-0.27125],[0.62875,-0.1825]]",61.833,61.833,62.332,0,0,0,0,1,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,958722,001,2023-11-23_13h10.59.200,corsi_blocks,2023.2.2,Win32,62.5,,,,62.332,62.832,1,0,1,0,1,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,958722,001,2023-11-23_13h10.59.200,corsi_blocks,2023.2.2,Win32,62.5,,,,62.833,63.332,2,0,2,0,1,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,958722,001,2023-11-23_13h10.59.200,corsi_blocks,2023.2.2,Win32,62.5,,,,63.332,63.834,3,0,3,0,1,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,958722,001,2023-11-23_13h10.59.200,corsi_blocks,2023.2.2,Win32,62.5,,,,63.834,64.332,4,0,4,0,1,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,958722,001,2023-11-23_13h10.59.200,corsi_blocks,2023.2.2,Win32,62.5,,,,64.332,64.834,5,0,5,0,1,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,958722,001,2023-11-23_13h10.59.200,corsi_blocks,2023.2.2,Win32,62.5,,,,64.834,65.332,6,0,6,0,1,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,958722,001,2023-11-23_13h10.59.200,corsi_blocks,2023.2.2,Win32,62.5,,,,,,,,,,,65.332,74.264,"[0.27037039862738715,-0.6648148006863064,-0.008333333333333333,-0.07870364718967014,-0.09629626803927951,0.44074079725477433,0.06944444444444445,0.5083333333333333]","[-0.009259287516276042,-0.20277777777777778,-0.2712963528103299,0.07037035624186198,-0.12314817640516493,-0.14722222222222223,-0.05648150973849826,-0.3888888888888889]","[1,1,1,1,1,1,1,1]","[0,0,0,0,0,0,0,0]","[0,0,0,0,0,0,0,0]","[3.614999999999995,4.614999999999995,5.364999999999995,5.9809999999999945,6.531000000000006,7.347999999999999,7.998000000000005,8.930999999999997]","[""blk1"",""blk2"",""blk4"",""blk3"",""blk6"",""blk7"",""blk5""]","[1,1,0,0,0,0,0]",0,74.264,75.264,5,0,5,0,1,
,,,,,,,,,,,958722,001,2023-11-23_13h10.59.200,corsi_blocks,2023.2.2,Win32,62.5,75.264,"[[0.4125,-0.1325],[-0.285,-0.27125],[-0.35125,0.36625],[0.25625,0.0975],[0.0675,0.07375],[0.19375,-0.17125],[-0.68625,-0.225],[0.45375,0.175],[0.4625,0.35875]]",75.763,75.764,76.263,0,0,0,0,1,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,958722,001,2023-11-23_13h10.59.200,corsi_blocks,2023.2.2,Win32,62.5,,,,76.265,76.764,1,0,1,0,1,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,958722,001,2023-11-23_13h10.59.200,corsi_blocks,2023.2.2,Win32,62.5,,,,76.764,77.264,2,0,2,0,1,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,958722,001,2023-11-23_13h10.59.200,corsi_blocks,2023.2.2,Win32,62.5,,,,77.264,77.764,3,0,3,0,1,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,958722,001,2023-11-23_13h10.59.200,corsi_blocks,2023.2.2,Win32,62.5,,,,77.764,78.264,4,0,4,0,1,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,958722,001,2023-11-23_13h10.59.200,corsi_blocks,2023.2.2,Win32,62.5,,,,78.264,78.763,5,0,5,0,1,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,958722,001,2023-11-23_13h10.59.200,corsi_blocks,2023.2.2,Win32,62.5,,,,78.764,79.263,6,0,6,0,1,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,958722,001,2023-11-23_13h10.59.200,corsi_blocks,2023.2.2,Win32,62.5,,,,,,,,,,,79.264,85.981,"[0.38333333333333336,-0.3111111111111111,-0.3287036895751953,0.27037039862738715,0.18611111111111112,0.06296301947699653,-0.6861111111111111,0.5194444444444445]","[-0.12685186598036025,-0.2648148430718316,0.35462962256537545,0.0925925784640842,-0.17407408820258247,0.08425924513075086,-0.22037039862738717,-0.4203703986273872]","[1,1,1,1,1,1,1,1]","[0,0,0,0,0,0,0,0]","[0,0,0,0,0,0,0,0]","[1.3320000000000078,2.198999999999998,2.7990000000000066,3.6510000000000105,4.332000000000008,4.948999999999998,5.766000000000005,6.716999999999999]","[""blk1"",""blk2"",""blk3"",""blk4"",""blk6"",""blk5"",""blk7""]","[1,1,1,1,0,0,1]",0,85.981,86.979,6,0,6,0,1,
,,,,,,,,,,,958722,001,2023-11-23_13h10.59.200,corsi_blocks,2023.2.2,Win32,62.5,86.979,"[[-0.24625,0.04375],[0.16625,0.3825],[-0.285,-0.27125],[0.0675,0.07375],[-0.675,0.29875],[0.45375,0.175],[0.19375,-0.17125],[-0.16125,-0.28],[-0.4075,0.11875]]",87.481,87.481,87.979,0,0,0,0,1,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,958722,001,2023-11-23_13h10.59.200,corsi_blocks,2023.2.2,Win32,62.5,,,,87.98,88.478,1,0,1,0,1,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,958722,001,2023-11-23_13h10.59.200,corsi_blocks,2023.2.2,Win32,62.5,,,,88.479,88.981,2,0,2,0,1,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,958722,001,2023-11-23_13h10.59.200,corsi_blocks,2023.2.2,Win32,62.5,,,,88.981,89.479,3,0,3,0,1,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,958722,001,2023-11-23_13h10.59.200,corsi_blocks,2023.2.2,Win32,62.5,,,,89.479,89.979,4,0,4,0,1,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,958722,001,2023-11-23_13h10.59.200,corsi_blocks,2023.2.2,Win32,62.5,,,,89.979,90.478,5,0,5,0,1,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,958722,001,2023-11-23_13h10.59.200,corsi_blocks,2023.2.2,Win32,62.5,,,,90.479,90.979,6,0,6,0,1,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,958722,001,2023-11-23_13h10.59.200,corsi_blocks,2023.2.2,Win32,62.5,,,,,,,,,,,90.979,99.045,"[-0.22592591179741753,0.1518519083658854,-0.2833333333333333,-0.6685185114542643,0.43518524169921874,0.18888888888888888,0.058333333333333334,0.06296301947699653,0.47407413058810766]","[0.035185156928168405,0.3537037001715766,-0.2777777777777778,0.28425924513075085,0.17037035624186198,-0.1759259541829427,0.125,0.08055555555555556,-0.4111111111111111]","[1,1,1,1,1,1,1,1,1]","[0,0,0,0,0,0,0,0,0]","[0,0,0,0,0,0,0,0,0]","[0.965999999999994,1.5829999999999984,2.448999999999998,4.147999999999996,5.197999999999993,6.067999999999998,6.799000000000007,7.265000000000001,8.064999999999998]","[""blk1"",""blk2"",""blk3"",""blk5"",""blk6"",""blk7"",""blk4""]","[1,1,1,0,0,0,0]",0,99.045,100.043,7,0,7,0,1,
,,,,,,,,,,,958722,001,2023-11-23_13h10.59.200,corsi_blocks,2023.2.2,Win32,62.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.044
