instructions.started,instructions.stopped,key_resp.keys,key_resp.rt,key_resp.duration,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.time,participant,session,date,expName,psychopyVersion,OS,frameRate,ISI.started,positions,ISI.stopped,corsi_present.started,corsi_present.stopped,block_sequence.thisRepN,block_sequence.thisTrialN,block_sequence.thisN,block_sequence.thisIndex,block_sequence.ran,corsi_respond.started,corsi_respond.stopped,corsi_mouse.x,corsi_mouse.y,corsi_mouse.leftButton,corsi_mouse.midButton,corsi_mouse.rightButton,corsi_mouse.time,corsi_mouse.clicked_name,correct_list,corsi_correct,feedback.started,feedback.stopped,corsi_task.thisRepN,corsi_task.thisTrialN,corsi_task.thisN,corsi_task.thisIndex,corsi_task.ran,corsi_task.order
0.0004,43.1561,space,43.1078,,,,,,,,515650,001,2024-02-22_15h15.11.834,corsi_blocks,2023.2.2,Win32,238.0952381,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,515650,001,2024-02-22_15h15.11.834,corsi_blocks,2023.2.2,Win32,238.0952381,43.1651,"[[-0.16125,-0.28],[-0.285,-0.27125],[-0.55125,-0.13375],[0.30125,-0.0175],[-0.45875,-0.3],[-0.675,0.29875],[0.6375,0.27375],[-0.35125,0.36625],[-0.01875,0.235]]",43.6589,43.6607,44.158,0,0,0,0,1,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,515650,001,2024-02-22_15h15.11.834,corsi_blocks,2023.2.2,Win32,238.0952381,,,,44.1594,44.6548,1,0,1,0,1,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,515650,001,2024-02-22_15h15.11.834,corsi_blocks,2023.2.2,Win32,238.0952381,,,,44.6556,45.1519,2,0,2,0,1,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,515650,001,2024-02-22_15h15.11.834,corsi_blocks,2023.2.2,Win32,238.0952381,,,,,,,,,,,45.1523,53.7945,"[-0.15503602869370403,-0.3048696330949372,-0.5629162133908739,0.469270294787837,0.469270294787837,0.469270294787837,0.5312384811102175]","[-0.27136507221296724,-0.274139778286803,-0.12615607766544118,-0.3610803192737056,-0.3610803192737056,-0.3610803192737056,-0.3777284809187347]","[1,1,1,1,1,1,1]","[0,0,0,0,0,0,0]","[0,0,0,0,0,0,0]","[1.6378000000119215,2.7289000000357504,3.774100000023836,5.233800000011911,6.126800000011912,6.6299999999999955,8.632499999999993]","[""blk1"",""blk2"",""blk3""]","[1,1,1]",1,53.795,54.7951,0,0,0,0,1,
,,,,,,,,,,,515650,001,2024-02-22_15h15.11.834,corsi_blocks,2023.2.2,Win32,238.0952381,54.796,"[[0.54,0.03625],[0.16625,0.3825],[-0.4075,0.11875],[0.4125,-0.1325],[0.45375,0.175],[0.6375,0.27375],[-0.0225,0.395],[0.28875,0.39875],[-0.6025,0.0725]]",55.4005,55.401,55.7998,0,0,0,0,1,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,515650,001,2024-02-22_15h15.11.834,corsi_blocks,2023.2.2,Win32,238.0952381,,,,55.8,56.299,1,0,1,0,1,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,515650,001,2024-02-22_15h15.11.834,corsi_blocks,2023.2.2,Win32,238.0952381,,,,56.2998,56.7992,2,0,2,0,1,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,515650,001,2024-02-22_15h15.11.834,corsi_blocks,2023.2.2,Win32,238.0952381,,,,56.8001,57.2957,3,0,3,0,1,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,515650,001,2024-02-22_15h15.11.834,corsi_blocks,2023.2.2,Win32,238.0952381,,,,,,,,,,,57.2957,65.4297,"[0.5284637750363818,0.19087578268612132,0.1622040692497702,-0.46395215801164214,-0.41585738986146215,0.41840093276079965,0.4378235760857077]","[0.0301516663794424,0.33074362137738395,0.3871624142515893,0.07269698498295803,0.11339251200358073,-0.1206067403157552,-0.40455036537320005]","[1,1,1,1,1,1,1]","[0,0,0,0,0,0,0]","[0,0,0,0,0,0,0]","[0.5361000000238505,2.010400000035773,2.9455000000000098,4.118900000035765,5.011900000035766,6.832700000047694,8.133300000011928]","[""blk1"",""blk2"",""blk3"",""blk4""]","[1,1,1,1]",1,65.43,66.4294,1,0,1,0,1,
,,,,,,,,,,,515650,001,2024-02-22_15h15.11.834,corsi_blocks,2023.2.2,Win32,238.0952381,66.4296,"[[0.45375,0.175],[-0.4075,0.11875],[-0.0225,0.395],[-0.01125,-0.295],[0.62875,-0.1825],[0.16625,0.3825],[-0.285,-0.27125],[-0.485,0.34625],[0.19375,-0.17125]]",66.9312,66.9319,67.4332,0,0,0,0,1,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,515650,001,2024-02-22_15h15.11.834,corsi_blocks,2023.2.2,Win32,238.0952381,,,,67.4334,67.9333,1,0,1,0,1,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,515650,001,2024-02-22_15h15.11.834,corsi_blocks,2023.2.2,Win32,238.0952381,,,,67.9345,68.4295,2,0,2,0,1,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,515650,001,2024-02-22_15h15.11.834,corsi_blocks,2023.2.2,Win32,238.0952381,,,,68.4303,68.9321,3,0,3,0,1,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,515650,001,2024-02-22_15h15.11.834,corsi_blocks,2023.2.2,Win32,238.0952381,,,,68.9329,69.4317,4,0,4,0,1,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,515650,001,2024-02-22_15h15.11.834,corsi_blocks,2023.2.2,Win32,238.0952381,,,,,,,,,,,69.4319,,,,,,,,,,,,,2,0,2,0,1,999
