instructions.started,instructions.stopped,key_resp.keys,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.time,participant,session,date,expName,psychopyVersion,OS,frameRate,ISI.started,positions,ISI.stopped,corsi_present.started,corsi_present.stopped,block_sequence.thisRepN,block_sequence.thisTrialN,block_sequence.thisN,block_sequence.thisIndex,block_sequence.ran,corsi_respond.started,corsi_respond.stopped,corsi_mouse.x,corsi_mouse.y,corsi_mouse.leftButton,corsi_mouse.midButton,corsi_mouse.rightButton,corsi_mouse.time,corsi_mouse.clicked_name,correct_list,corsi_correct,feedback.started,feedback.stopped,corsi_task.thisRepN,corsi_task.thisTrialN,corsi_task.thisN,corsi_task.thisIndex,corsi_task.ran,end.started
0,5.608,,-0.068518519,-0.10462963,1,0,0,5.604,124118,001,2024-02-22_12h26.55.204,corsi_blocks,2023.2.2,Win32,60.0240096,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,124118,001,2024-02-22_12h26.55.204,corsi_blocks,2023.2.2,Win32,60.0240096,5.616,"[[-0.485,0.34625],[0.25625,0.0975],[0.4625,0.35875],[0.6375,0.27375],[-0.3575,-0.05625],[-0.35125,0.36625],[0.1925,-0.295],[0.28875,0.39875],[0.4125,-0.1325]]",6.107,6.11,6.608,0,0,0,0,1,,,,,,,,,,,,,,,,,,,
,,,,,,,,,124118,001,2024-02-22_12h26.55.204,corsi_blocks,2023.2.2,Win32,60.0240096,,,,6.609,7.107,1,0,1,0,1,,,,,,,,,,,,,,,,,,,
,,,,,,,,,124118,001,2024-02-22_12h26.55.204,corsi_blocks,2023.2.2,Win32,60.0240096,,,,7.108,7.607,2,0,2,0,1,,,,,,,,,,,,,,,,,,,
,,,,,,,,,124118,001,2024-02-22_12h26.55.204,corsi_blocks,2023.2.2,Win32,60.0240096,,,,,,,,,,,7.607,10.007,"[-0.5046296296296297,0.2351851851851852,0.4861111111111111,0.5277777777777778]","[0.3453703703703704,0.10648148148148148,0.33240740740740743,-0.3888888888888889]","[1,1,1,1]","[0,0,0,0]","[0,0,0,0]","[0.2469999999999999,0.9809999999999999,1.5310000000000006,2.3970000000000002]","[""blk1"",""blk2"",""blk3""]","[1,1,1]",1,10.008,11.007,0,0,0,0,1,
,,,,,,,,,124118,001,2024-02-22_12h26.55.204,corsi_blocks,2023.2.2,Win32,60.0240096,11.007,"[[-0.3575,-0.05625],[-0.16125,-0.28],[0.19375,-0.17125],[0.0675,0.07375],[0.03125,-0.41],[0.28875,0.39875],[-0.45875,-0.3],[0.45375,0.175],[-0.26625,0.235]]",11.507,11.509,12.007,0,0,0,0,1,,,,,,,,,,,,,,,,,,,
,,,,,,,,,124118,001,2024-02-22_12h26.55.204,corsi_blocks,2023.2.2,Win32,60.0240096,,,,12.007,12.507,1,0,1,0,1,,,,,,,,,,,,,,,,,,,
,,,,,,,,,124118,001,2024-02-22_12h26.55.204,corsi_blocks,2023.2.2,Win32,60.0240096,,,,12.508,13.007,2,0,2,0,1,,,,,,,,,,,,,,,,,,,
,,,,,,,,,124118,001,2024-02-22_12h26.55.204,corsi_blocks,2023.2.2,Win32,60.0240096,,,,13.007,13.507,3,0,3,0,1,,,,,,,,,,,,,,,,,,,
,,,,,,,,,124118,001,2024-02-22_12h26.55.204,corsi_blocks,2023.2.2,Win32,60.0240096,,,,,,,,,,,13.507,16.757,"[-0.34814814814814815,-0.16018518518518518,0.19907407407407407,0.08333333333333333,0.5842592592592593]","[-0.05648148148148148,-0.2722222222222222,-0.1925925925925926,0.05,-0.42314814814814816]","[1,1,1,1,1]","[0,0,0,0,0]","[0,0,0,0,0]","[0.9499999999999975,1.549999999999999,2.0159999999999965,2.565999999999997,3.248999999999997]","[""blk1"",""blk2"",""blk3"",""blk4""]","[1,1,1,1]",1,16.758,17.757,1,0,1,0,1,
,,,,,,,,,124118,001,2024-02-22_12h26.55.204,corsi_blocks,2023.2.2,Win32,60.0240096,17.757,"[[-0.3575,-0.05625],[0.57875,-0.31375],[0.30125,-0.0175],[-0.35125,0.36625],[0.28875,0.39875],[-0.12125,-0.12625],[0.16625,0.3825],[0.0675,0.07375],[0.4125,-0.1325]]",18.256,18.26,18.757,0,0,0,0,1,,,,,,,,,,,,,,,,,,,
,,,,,,,,,124118,001,2024-02-22_12h26.55.204,corsi_blocks,2023.2.2,Win32,60.0240096,,,,18.758,19.257,1,0,1,0,1,,,,,,,,,,,,,,,,,,,
,,,,,,,,,124118,001,2024-02-22_12h26.55.204,corsi_blocks,2023.2.2,Win32,60.0240096,,,,19.258,19.758,2,0,2,0,1,,,,,,,,,,,,,,,,,,,
