instructions.started,instructions.stopped,key_resp.keys,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.time,participant,session,date,expName,psychopyVersion,OS,frameRate,ISI.started,positions,ISI.stopped,corsi_present.started,corsi_present.stopped,block_sequence.thisRepN,block_sequence.thisTrialN,block_sequence.thisN,block_sequence.thisIndex,block_sequence.ran
0.0002,17.0571,,0.27410411,0.136565897,1,0,0,17.0551,948192,001,2024-02-19_14h48.49.400,corsi_blocks,2023.2.2,MacIntel,60.24096386,,,,,,,,,,
,,,,,,,,,948192,001,2024-02-19_14h48.49.400,corsi_blocks,2023.2.2,MacIntel,60.24096386,17.0669,"[[0.05875,-0.0575],[0.54,0.03625],[0.0675,0.07375],[-0.09875,0.065],[-0.18625,0.41125],[-0.675,0.29875],[-0.12125,-0.12625],[0.4625,0.35875],[0.16625,0.3825]]",17.5683,17.5703,18.0699,0,0,0,0,1
,,,,,,,,,948192,001,2024-02-19_14h48.49.400,corsi_blocks,2023.2.2,MacIntel,60.24096386,,,,18.0711,18.5685,1,0,1,0,1
,,,,,,,,,948192,001,2024-02-19_14h48.49.400,corsi_blocks,2023.2.2,MacIntel,60.24096386,,,,18.5691,19.0686,2,0,2,0,1
