instructions.started,instructions.stopped,key_resp.keys,key_resp.rt,key_resp.duration,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.time,participant,session,date,expName,psychopyVersion,OS,frameRate,ISI.started,positions,ISI.stopped,corsi_present.started,corsi_present.stopped,block_sequence.thisRepN,block_sequence.thisTrialN,block_sequence.thisN,block_sequence.thisIndex,block_sequence.ran,corsi_respond.started,corsi_respond.stopped,corsi_mouse.x,corsi_mouse.y,corsi_mouse.leftButton,corsi_mouse.midButton,corsi_mouse.rightButton,corsi_mouse.time,corsi_mouse.clicked_name,correct_list,corsi_correct,feedback.started,feedback.stopped,corsi_task.thisRepN,corsi_task.thisTrialN,corsi_task.thisN,corsi_task.thisIndex,corsi_task.ran,corsi_task.order
,,,,,,,,,,,732876,001,2023-12-14_10h33.27.116,corsi_blocks,2023.2.2,Win32,59.52380952,,,,,,,,,,,56.2583,60.1623,"[0.21102750698150324,-0.26966714375961015,-0.08998551762052279,-0.62995658907635,0.46850939252442114,0.535195379629839]","[0.22862521887860665,-0.23354563733775777,0.048943570657335386,0.08228652004567656,0.33884225671439716,-0.3872937700682887]","[1,1,1,1,1,1]","[0,0,0,0,0,0]","[0,0,0,0,0,0]","[0.3496999999992596,1.1001999999992549,1.5675000000000026,2.1682999999998174,3.035799999999817,3.903199999999245]","[""blk1"",""blk2"",""blk3"",""blk4"",""blk5""]","[1,1,1,1,1]",1,60.1625,61.1633,4,0,4,0,1,
,,,,,,,,,,,732876,001,2023-12-14_10h33.27.116,corsi_blocks,2023.2.2,Win32,59.52380952,61.1635,"[[0.16625,0.3825],[-0.16125,-0.28],[-0.675,0.29875],[-0.485,0.34625],[0.6375,0.27375],[0.1925,-0.295],[-0.26625,0.235],[-0.68625,-0.225],[0.4625,0.35875]]",61.6638,61.6645,62.1642,0,0,0,0,1,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,732876,001,2023-12-14_10h33.27.116,corsi_blocks,2023.2.2,Win32,59.52380952,,,,62.1644,62.665,1,0,1,0,1,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,732876,001,2023-12-14_10h33.27.116,corsi_blocks,2023.2.2,Win32,59.52380952,,,,62.6653,63.1654,2,0,2,0,1,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,732876,001,2023-12-14_10h33.27.116,corsi_blocks,2023.2.2,Win32,59.52380952,,,,63.1657,63.6662,3,0,3,0,1,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,732876,001,2023-12-14_10h33.27.116,corsi_blocks,2023.2.2,Win32,59.52380952,,,,63.6663,64.1666,4,0,4,0,1,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,732876,001,2023-12-14_10h33.27.116,corsi_blocks,2023.2.2,Win32,59.52380952,,,,64.1668,64.6674,5,0,5,0,1,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,732876,001,2023-12-14_10h33.27.116,corsi_blocks,2023.2.2,Win32,59.52380952,,,,,,,,,,,64.6675,71.0077,"[0.17583212735166426,-0.14277863122964907,-0.6595947883926149,-0.30115775123518906,0.6213313542985709,0.1767581658149421,0.19620824170699167,0.5111143164627804]","[0.37681621545993127,-0.22984073269039434,0.30642547828243716,0.23973951325920315,0.26567291833902407,-0.2918958208495387,-0.2937482510910365,-0.409522491322585]","[1,1,1,1,1,1,1,1]","[0,0,0,0,0,0,0,0]","[0,0,0,0,0,0,0,0]","[0.38290000000037594,1.0507000000001767,1.7847999999998052,2.485500000000002,3.153499999999994,3.820099999999627,5.505499999999998,6.339599999999621]","[""blk1"",""blk3"",""blk7"",""blk5"",""blk6"",""blk6""]","[1,1,1,0,1,1]",0,71.0081,72.0088,5,0,5,0,1,
,,,,,,,,,,,732876,001,2023-12-14_10h33.27.116,corsi_blocks,2023.2.2,Win32,59.52380952,72.009,"[[0.6375,0.27375],[-0.16125,-0.28],[0.05875,-0.0575],[0.1925,-0.295],[-0.0225,0.395],[-0.01875,0.235],[-0.55125,-0.13375],[0.0675,0.07375],[-0.6025,0.0725]]",72.509,72.5096,73.0098,0,0,0,0,1,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,732876,001,2023-12-14_10h33.27.116,corsi_blocks,2023.2.2,Win32,59.52380952,,,,73.0101,73.5102,1,0,1,0,1,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,732876,001,2023-12-14_10h33.27.116,corsi_blocks,2023.2.2,Win32,59.52380952,,,,73.5105,74.0108,2,0,2,0,1,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,732876,001,2023-12-14_10h33.27.116,corsi_blocks,2023.2.2,Win32,59.52380952,,,,74.011,74.5112,3,0,3,0,1,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,732876,001,2023-12-14_10h33.27.116,corsi_blocks,2023.2.2,Win32,59.52380952,,,,74.5114,75.0119,4,0,4,0,1,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,732876,001,2023-12-14_10h33.27.116,corsi_blocks,2023.2.2,Win32,59.52380952,,,,75.0121,75.5124,5,0,5,0,1,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,732876,001,2023-12-14_10h33.27.116,corsi_blocks,2023.2.2,Win32,59.52380952,,,,,,,,,,,75.5125,80.0508,"[0.6167004553522974,-0.16037623271583304,0.039681596107317293,0.17305339366068198,0.005412431598227207,-0.03626627721938314,0.5037048604829957]","[0.2823444371975624,-0.26410998552821996,-0.08813313154339272,-0.2900433906080409,0.37866860153706133,0.24344428541346327,-0.3863676432762753]","[1,1,1,1,1,1,1]","[0,0,0,0,0,0,0]","[0,0,0,0,0,0,0]","[0.7332999999998151,1.417799999999815,1.8678999999994517,2.4358999999994495,3.186299999999818,3.6200999999996384,4.537599999999628]","[""blk1"",""blk2"",""blk3"",""blk4"",""blk5"",""blk6""]","[1,1,1,1,1,1]",1,80.0511,81.052,6,0,6,0,1,
,,,,,,,,,,,732876,001,2023-12-14_10h33.27.116,corsi_blocks,2023.2.2,Win32,59.52380952,81.0521,"[[-0.0225,0.395],[0.19375,-0.17125],[-0.16125,-0.28],[-0.45875,-0.3],[0.1925,-0.295],[0.4625,0.35875],[-0.24625,0.04375],[-0.18625,0.41125],[0.6375,0.27375]]",81.5525,81.5532,82.053,0,0,0,0,1,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,732876,001,2023-12-14_10h33.27.116,corsi_blocks,2023.2.2,Win32,59.52380952,,,,82.0532,82.5536,1,0,1,0,1,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,732876,001,2023-12-14_10h33.27.116,corsi_blocks,2023.2.2,Win32,59.52380952,,,,82.5538,83.0542,2,0,2,0,1,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,732876,001,2023-12-14_10h33.27.116,corsi_blocks,2023.2.2,Win32,59.52380952,,,,83.0543,83.5547,3,0,3,0,1,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,732876,001,2023-12-14_10h33.27.116,corsi_blocks,2023.2.2,Win32,59.52380952,,,,83.5549,84.0553,4,0,4,0,1,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,732876,001,2023-12-14_10h33.27.116,corsi_blocks,2023.2.2,Win32,59.52380952,,,,84.0554,84.556,5,0,5,0,1,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,732876,001,2023-12-14_10h33.27.116,corsi_blocks,2023.2.2,Win32,59.52380952,,,,84.5563,85.0566,6,0,6,0,1,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,732876,001,2023-12-14_10h33.27.116,corsi_blocks,2023.2.2,Win32,59.52380952,,,,,,,,,,,85.0567,89.9117,"[-0.004775669743804269,0.18602022869369572,-0.13259044155888206,-0.4160058205103564,0.16657015280164617,0.485180999711695,-0.23169320709625996,0.5037048604829957]","[0.3879305429638036,-0.1455571440987925,-0.268740972803229,-0.2956005930037988,-0.3076411245873282,0.3934877011951938,0.06098410224086469,-0.3900722387730644]","[1,1,1,1,1,1,1,1]","[0,0,0,0,0,0,0,0]","[0,0,0,0,0,0,0,0]","[0.0660000000000025,0.7671000000005677,1.5174000000003787,2.1679000000003725,2.935700000000196,3.469400000000377,4.186900000000378,4.85429999999981]","[""blk1"",""blk2"",""blk3"",""blk4"",""blk5"",""blk6"",""blk7""]","[1,1,1,1,1,1,1]",1,89.912,90.9128,7,0,7,0,1,
,,,,,,,,,,,732876,001,2023-12-14_10h33.27.116,corsi_blocks,2023.2.2,Win32,59.52380952,90.9132,"[[-0.16125,-0.28],[0.62875,-0.1825],[-0.12125,-0.12625],[0.365,-0.27625],[-0.485,0.34625],[0.4125,-0.1325],[0.4625,0.35875],[-0.68625,-0.225],[-0.3575,-0.05625]]",91.4131,91.4137,91.9137,0,0,0,0,1,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,732876,001,2023-12-14_10h33.27.116,corsi_blocks,2023.2.2,Win32,59.52380952,,,,91.9139,92.4145,1,0,1,0,1,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,732876,001,2023-12-14_10h33.27.116,corsi_blocks,2023.2.2,Win32,59.52380952,,,,92.4148,92.9148,2,0,2,0,1,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,732876,001,2023-12-14_10h33.27.116,corsi_blocks,2023.2.2,Win32,59.52380952,,,,92.915,93.4155,3,0,3,0,1,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,732876,001,2023-12-14_10h33.27.116,corsi_blocks,2023.2.2,Win32,59.52380952,,,,93.4159,93.9162,4,0,4,0,1,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,732876,001,2023-12-14_10h33.27.116,corsi_blocks,2023.2.2,Win32,59.52380952,,,,93.9163,94.4167,5,0,5,0,1,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,732876,001,2023-12-14_10h33.27.116,corsi_blocks,2023.2.2,Win32,59.52380952,,,,94.4169,94.917,6,0,6,0,1,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,732876,001,2023-12-14_10h33.27.116,corsi_blocks,2023.2.2,Win32,59.52380952,,,,94.9172,95.4179,7,0,7,0,1,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,732876,001,2023-12-14_10h33.27.116,corsi_blocks,2023.2.2,Win32,59.52380952,,,,,,,,,,,95.418,,,,,,,,,,,,,8,0,8,0,1,999
