instructions.started,instructions.stopped,key_resp.keys,key_resp.rt,key_resp.duration,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.time,participant,session,date,expName,psychopyVersion,OS,frameRate,ISI.started,positions,ISI.stopped,corsi_present.started,corsi_present.stopped,block_sequence.thisRepN,block_sequence.thisTrialN,block_sequence.thisN,block_sequence.thisIndex,block_sequence.ran,corsi_respond.started,corsi_task.thisRepN,corsi_task.thisTrialN,corsi_task.thisN,corsi_task.thisIndex,corsi_task.ran,corsi_task.order
0.0001,8.5922,right,8.5845,,,,,,,,537678,001,2023-11-02_11h37.43.684,corsi_blocks,2023.2.2,Win32,59.96282305,,,,,,,,,,,,,,,,,
,,,,,,,,,,,537678,001,2023-11-02_11h37.43.684,corsi_blocks,2023.2.2,Win32,59.96282305,8.5966,"[[-0.09875,0.065],[-0.12125,-0.12625],[0.30125,-0.0175],[-0.45875,-0.3],[0.62875,-0.1825],[0.365,-0.27625],[-0.01875,0.235],[-0.55125,-0.13375],[-0.485,0.34625]]",9.088,9.0897,9.5882,0,0,0,0,1,,,,,,,
,,,,,,,,,,,537678,001,2023-11-02_11h37.43.684,corsi_blocks,2023.2.2,Win32,59.96282305,,,,9.589,10.0836,1,0,1,0,1,,,,,,,
,,,,,,,,,,,537678,001,2023-11-02_11h37.43.684,corsi_blocks,2023.2.2,Win32,59.96282305,,,,10.0841,10.5838,2,0,2,0,1,,,,,,,
,,,,,,,,,,,537678,001,2023-11-02_11h37.43.684,corsi_blocks,2023.2.2,Win32,59.96282305,,,,,,,,,,,10.5844,0,0,0,0,1,999
