key_resp.keys,key_resp.rt,correct,response.x,response.y,response.leftButton,response.midButton,response.rightButton,response.time,response.clicked_name,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,reward_green,reward_blue,green_pos,pg,pb,corrAns,corrAmount,cash_green,cash_blue,cash_corr,cash_size,cashsize_h,cashsize_v,auditory_stim_green_path,auditory_stim_blue_path,audio_corr,ITI,ITI_s,participant,age,gender,years of education,date,expName,psychopyVersion,OS,frameRate,outerLoop.thisRepN,outerLoop.thisTrialN,outerLoop.thisN,outerLoop.thisIndex,outerLoop.ran,thisCond
,,1,[0.4336879830147342],[0.07226736483111036],[1],[0],[0],[0.8781350000062957],"[""blue""]",0,125,125,125,1,41,59,left,-0.4,0.4,images/blue_box.png,59,Reward3.png,Reward3.png,Rewardnull.png,0,0,0,auditory_stim/coin3.wav,auditory_stim/coin3.wav,auditory_stim/silence_short.wav,824,0.8,146989,20,female,0,2021-03-25_00h06.04.105,rl,2020.2.10,Linux x86_64,60,,,,,,
,,1,[0.37689904916819145],[-0.197788890962057],[1],[0],[0],[1.561164999992343],"[""blue""]",0,126,126,126,1,8,92,left,-0.4,0.4,images/blue_box.png,92,Reward1.png,Reward5.png,Rewardnull.png,0,0,0,auditory_stim/coin1.wav,auditory_stim/coin5.wav,auditory_stim/silence_short.wav,1144,1.1,146989,20,female,0,2021-03-25_00h06.04.105,rl,2020.2.10,Linux x86_64,60,,,,,,
,,0,[0.4205368347638193],[-0.023116759783681627],[1],[0],[0],[1.493984999993927],"[""blue""]",0,127,127,127,1,14,86,left,-0.4,0.4,images/green_box.png,14,Reward1.png,Reward5.png,Rewardnull.png,0,0,0,auditory_stim/coin1.wav,auditory_stim/coin5.wav,auditory_stim/silence_short.wav,1130,1.1,146989,20,female,0,2021-03-25_00h06.04.105,rl,2020.2.10,Linux x86_64,60,,,,,,
,,1,[-0.3446190691508571],[-0.015962950437572225],[1],[0],[0],[1.127014999991161],"[""green""]",0,128,128,128,1,56,44,left,-0.4,0.4,images/green_box.png,56,Reward3.png,Reward3.png,Rewardnull.png,0,0,0,auditory_stim/coin3.wav,auditory_stim/coin3.wav,auditory_stim/silence_short.wav,780,0.8,146989,20,female,0,2021-03-25_00h06.04.105,rl,2020.2.10,Linux x86_64,60,,,,,,
,,1,[-0.3613568557245522],[0.1271131894621533],[1],[0],[0],[1.7294949999925393],"[""green""]",0,129,129,129,1,58,42,left,-0.4,0.4,images/green_box.png,58,Reward3.png,Reward3.png,Rewardnull.png,0,0,0,auditory_stim/coin3.wav,auditory_stim/coin3.wav,auditory_stim/silence_short.wav,1081,1.1,146989,20,female,0,2021-03-25_00h06.04.105,rl,2020.2.10,Linux x86_64,60,,,,,,
,,0,[0.36135680870208975],[-0.13757766229896956],[1],[0],[0],[1.4795400000007248],"[""blue""]",0,130,130,130,1,46,54,left,-0.4,0.4,images/green_box.png,46,Reward3.png,Reward3.png,Rewardnull.png,0,0,0,auditory_stim/coin3.wav,auditory_stim/coin3.wav,auditory_stim/silence_short.wav,792,0.8,146989,20,female,0,2021-03-25_00h06.04.105,rl,2020.2.10,Linux x86_64,60,,,,,,
,,1,[-0.3643457445047669],[0.046632881340885016],[1],[0],[0],[1.3137200000051052],"[""green""]",0,131,131,131,1,75,25,left,-0.4,0.4,images/green_box.png,75,Reward4.png,Reward2.png,Rewardnull.png,0,0,0,auditory_stim/coin4.wav,auditory_stim/coin2.wav,auditory_stim/silence_short.wav,1197,1.2,146989,20,female,0,2021-03-25_00h06.04.105,rl,2020.2.10,Linux x86_64,60,,,,,,
,,0,[-0.31532793089127503],[0.01265228694686537],[1],[0],[0],[1.1395300000006046],"[""blue""]",0,132,132,132,1,39,61,right,0.4,-0.4,images/green_box.png,39,Reward2.png,Reward4.png,Rewardnull.png,0,0,0,auditory_stim/coin2.wav,auditory_stim/coin4.wav,auditory_stim/silence_short.wav,860,0.9,146989,20,female,0,2021-03-25_00h06.04.105,rl,2020.2.10,Linux x86_64,60,,,,,,
,,0,[-0.345216865715885],[0.02576760408139927],[1],[0],[0],[1.0629199999966659],"[""green""]",0,133,133,133,1,90,10,left,-0.4,0.4,images/blue_box.png,10,Reward5.png,Reward1.png,Rewardnull.png,0,0,0,auditory_stim/coin5.wav,auditory_stim/coin1.wav,auditory_stim/silence_short.wav,1243,1.2,146989,20,female,0,2021-03-25_00h06.04.105,rl,2020.2.10,Linux x86_64,60,,,,,,
,,1,[-0.37689909619065387],[-0.043982037043167374],[1],[0],[0],[1.1307149999918238],"[""green""]",0,134,134,134,1,88,12,left,-0.4,0.4,images/green_box.png,88,Reward5.png,Reward1.png,Rewardnull.png,0,0,0,auditory_stim/coin5.wav,auditory_stim/coin1.wav,auditory_stim/silence_short.wav,971,1,146989,20,female,0,2021-03-25_00h06.04.105,rl,2020.2.10,Linux x86_64,60,,,,,,
,,1,[0.42531911323911786],[0.033517564206351116],[1],[0],[0],[1.06464499999106],"[""green""]",0,135,135,135,1,81,19,right,0.4,-0.4,images/green_box.png,81,Reward5.png,Reward1.png,Rewardnull.png,0,0,0,auditory_stim/coin5.wav,auditory_stim/coin1.wav,auditory_stim/silence_short.wav,1246,1.2,146989,20,female,0,2021-03-25_00h06.04.105,rl,2020.2.10,Linux x86_64,60,,,,,,
,,1,[-0.2788634689636701],[0.06511355548500096],[1],[0],[0],[0.9300099999966278],"[""green""]",0,136,136,136,1,73,27,left,-0.4,0.4,images/green_box.png,73,Reward4.png,Reward2.png,Rewardnull.png,0,0,0,auditory_stim/coin4.wav,auditory_stim/coin2.wav,auditory_stim/silence_short.wav,921,0.9,146989,20,female,0,2021-03-25_00h06.04.105,rl,2020.2.10,Linux x86_64,60,,,,,,
,,0,[-0.3828768737510834],[0.04722903211972747],[1],[0],[0],[1.478369999997085],"[""blue""]",0,137,137,137,1,25,75,right,0.4,-0.4,images/green_box.png,25,Reward2.png,Reward4.png,Rewardnull.png,0,0,0,auditory_stim/coin2.wav,auditory_stim/coin4.wav,auditory_stim/silence_short.wav,1011,1,146989,20,female,0,2021-03-25_00h06.04.105,rl,2020.2.10,Linux x86_64,60,,,,,,
,,1,[0.46297912127431623],[-0.03325132302400327],[1],[0],[0],[1.7114849999927628],"[""green""]",0,138,138,138,1,85,15,right,0.4,-0.4,images/green_box.png,85,Reward5.png,Reward1.png,Rewardnull.png,0,0,0,auditory_stim/coin5.wav,auditory_stim/coin1.wav,auditory_stim/silence_short.wav,893,0.9,146989,20,female,0,2021-03-25_00h06.04.105,rl,2020.2.10,Linux x86_64,60,,,,,,
,,0,[-0.3858657625312982],[0.004902326821913521],[1],[0],[0],[1.150324999995064],"[""green""]",0,139,139,139,1,59,41,left,-0.4,0.4,images/blue_box.png,41,Reward3.png,Reward3.png,Rewardnull.png,0,0,0,auditory_stim/coin3.wav,auditory_stim/coin3.wav,auditory_stim/silence_short.wav,1009,1,146989,20,female,0,2021-03-25_00h06.04.105,rl,2020.2.10,Linux x86_64,60,,,,,,
,,1,[0.31233899508859786],[0.057959746138891564],[1],[0],[0],[1.0816550000020015],"[""green""]",0,140,140,140,1,57,43,right,0.4,-0.4,images/green_box.png,57,Reward3.png,Reward3.png,Rewardnull.png,0,0,0,auditory_stim/coin3.wav,auditory_stim/coin3.wav,auditory_stim/silence_short.wav,1143,1.1,146989,20,female,0,2021-03-25_00h06.04.105,rl,2020.2.10,Linux x86_64,60,,,,,,
,,1,[-0.3625524018321456],[0.003710025264228621],[1],[0],[0],[0.9274149999980636],"[""green""]",0,141,141,141,1,93,7,left,-0.4,0.4,images/green_box.png,93,Reward5.png,Reward1.png,Rewardnull.png,0,0,0,auditory_stim/coin5.wav,auditory_stim/coin1.wav,auditory_stim/silence_short.wav,983,1,146989,20,female,0,2021-03-25_00h06.04.105,rl,2020.2.10,Linux x86_64,60,,,,,,
,,1,[0.40798353010039484],[-0.035635926139373074],[1],[0],[0],[0.9138600000005681],"[""blue""]",0,142,142,142,1,42,58,left,-0.4,0.4,images/blue_box.png,58,Reward3.png,Reward3.png,Rewardnull.png,0,0,0,auditory_stim/coin3.wav,auditory_stim/coin3.wav,auditory_stim/silence_short.wav,1133,1.1,146989,20,female,0,2021-03-25_00h06.04.105,rl,2020.2.10,Linux x86_64,60,,,,,,
,,0,[-0.38467021642370475],[0.03232526264866622],[1],[0],[0],[1.5935049999970943],"[""blue""]",0,143,143,143,1,13,87,right,0.4,-0.4,images/green_box.png,13,Reward1.png,Reward5.png,Rewardnull.png,0,0,0,auditory_stim/coin1.wav,auditory_stim/coin5.wav,auditory_stim/silence_short.wav,882,0.9,146989,20,female,0,2021-03-25_00h06.04.105,rl,2020.2.10,Linux x86_64,60,,,,,,
,,0,[0.3523901893839079],[-0.09167409935056337],[1],[0],[0],[1.1940400000025875],"[""blue""]",0,144,144,144,1,43,57,left,-0.4,0.4,images/green_box.png,43,Reward3.png,Reward3.png,Rewardnull.png,0,0,0,auditory_stim/coin3.wav,auditory_stim/coin3.wav,auditory_stim/silence_short.wav,1238,1.2,146989,20,female,0,2021-03-25_00h06.04.105,rl,2020.2.10,Linux x86_64,60,,,,,,
,,1,[0.3860778338369126],[-0.05784731543119222],[1],[0],[0],[3.4438000000081956],"[""green""]",0,145,145,145,1,61,39,right,0.4,-0.4,images/green_box.png,61,Reward4.png,Reward2.png,Rewardnull.png,0,0,0,auditory_stim/coin4.wav,auditory_stim/coin2.wav,auditory_stim/silence_short.wav,918,0.9,146989,20,female,0,2021-03-25_00h06.04.105,rl,2020.2.10,Linux x86_64,60,,,,,,
,,1,[-0.381736626059322],[-0.037288577604367296],[1],[0],[0],[3.9245349999982864],"[""green""]",0,146,146,146,1,77,23,left,-0.4,0.4,images/green_box.png,77,Reward4.png,Reward2.png,Rewardnull.png,0,0,0,auditory_stim/coin4.wav,auditory_stim/coin2.wav,auditory_stim/silence_short.wav,794,0.8,146989,20,female,0,2021-03-25_00h06.04.105,rl,2020.2.10,Linux x86_64,60,,,,,,
,,1,[-0.3690399499079112],[-0.03186265566315967],[1],[0],[0],[1.1781550000018797],"[""green""]",0,147,147,147,1,90,10,left,-0.4,0.4,images/green_box.png,90,Reward5.png,Reward1.png,Rewardnull.png,0,0,0,auditory_stim/coin5.wav,auditory_stim/coin1.wav,auditory_stim/silence_short.wav,804,0.8,146989,20,female,0,2021-03-25_00h06.04.105,rl,2020.2.10,Linux x86_64,60,,,,,,
,,0,[-0.3690399499079112],[-0.03186265566315967],[1],[0],[0],[0.9604249999974854],"[""blue""]",0,148,148,148,1,39,61,right,0.4,-0.4,images/green_box.png,39,Reward2.png,Reward4.png,Rewardnull.png,0,0,0,auditory_stim/coin2.wav,auditory_stim/coin4.wav,auditory_stim/silence_short.wav,879,0.9,146989,20,female,0,2021-03-25_00h06.04.105,rl,2020.2.10,Linux x86_64,60,,,,,,
,,0,[-0.3690399499079112],[-0.03186265566315967],[1],[0],[0],[1.4929100000003928],"[""blue""]",0,149,149,149,1,68,32,right,0.4,-0.4,images/green_box.png,68,Reward4.png,Reward2.png,Rewardnull.png,0,0,0,auditory_stim/coin4.wav,auditory_stim/coin2.wav,auditory_stim/silence_short.wav,809,0.8,146989,20,female,0,2021-03-25_00h06.04.105,rl,2020.2.10,Linux x86_64,60,,,,,,
,,1,[0.40963552325091485],[-0.03976040738756741],[1],[0],[0],[0.9606000000055701],"[""green""]",0,150,150,150,1,93,7,right,0.4,-0.4,images/green_box.png,93,Reward5.png,Reward1.png,Rewardnull.png,0,0,0,auditory_stim/coin5.wav,auditory_stim/coin1.wav,auditory_stim/silence_short.wav,1194,1.2,146989,20,female,0,2021-03-25_00h06.04.105,rl,2020.2.10,Linux x86_64,60,,,,,,
,,0,[-0.32390515719797286],[-0.02504543310321167],[1],[0],[0],[2.581794999991189],"[""blue""]",0,151,151,151,1,9,91,right,0.4,-0.4,images/green_box.png,9,Reward1.png,Reward5.png,Rewardnull.png,0,0,0,auditory_stim/coin1.wav,auditory_stim/coin5.wav,auditory_stim/silence_short.wav,1119,1.1,146989,20,female,0,2021-03-25_00h06.04.105,rl,2020.2.10,Linux x86_64,60,,,,,,
,,0,[-0.2955596406581038],[-0.016715262814185287],[1],[0],[0],[1.4789149999999154],"[""blue""]",0,152,152,152,1,47,53,right,0.4,-0.4,images/green_box.png,47,Reward3.png,Reward3.png,Rewardnull.png,0,0,0,auditory_stim/coin3.wav,auditory_stim/coin3.wav,auditory_stim/silence_short.wav,932,0.9,146989,20,female,0,2021-03-25_00h06.04.105,rl,2020.2.10,Linux x86_64,60,,,,,,
,,0,"[0.23171381076054506,0.26827922991501346]","[-0.03568271348950308,-0.04389250627467739]","[1,1]","[0,0]","[0,0]","[1.2101899999977377,1.859240000005002]","[""blue""]",0,153,153,153,1,7,93,left,-0.4,0.4,images/green_box.png,7,Reward1.png,Reward5.png,Rewardnull.png,0,0,0,auditory_stim/coin1.wav,auditory_stim/coin5.wav,auditory_stim/silence_short.wav,826,0.8,146989,20,female,0,2021-03-25_00h06.04.105,rl,2020.2.10,Linux x86_64,60,,,,,,
,,1,[0.2649482527205316],[-0.04544706888301714],[1],[0],[0],[1.5268700000015087],"[""green""]",0,154,154,154,1,50,50,right,0.4,-0.4,images/green_box.png,50,Reward3.png,Reward3.png,Rewardnull.png,0,0,0,auditory_stim/coin3.wav,auditory_stim/coin3.wav,auditory_stim/silence_short.wav,1147,1.1,146989,20,female,0,2021-03-25_00h06.04.105,rl,2020.2.10,Linux x86_64,60,,,,,,
,,1,[-0.29322662118403314],[0.02342546224961479],[1],[0],[0],[1.411299999992707],"[""green""]",0,155,155,155,1,66,34,left,-0.4,0.4,images/green_box.png,66,Reward4.png,Reward2.png,Rewardnull.png,0,0,0,auditory_stim/coin4.wav,auditory_stim/coin2.wav,auditory_stim/silence_short.wav,1050,1.1,146989,20,female,0,2021-03-25_00h06.04.105,rl,2020.2.10,Linux x86_64,60,,,,,,
,,0,[-0.46150308617825503],[-0.10635498234964849],[1],[0],[0],[1.4625300000045627],"[""blue""]",0,156,156,156,1,48,52,right,0.4,-0.4,images/green_box.png,48,Reward3.png,Reward3.png,Rewardnull.png,0,0,0,auditory_stim/coin3.wav,auditory_stim/coin3.wav,auditory_stim/silence_short.wav,898,0.9,146989,20,female,0,2021-03-25_00h06.04.105,rl,2020.2.10,Linux x86_64,60,,,,,,
,,1,[-0.4452697095591776],[-0.09358857188643586],[1],[0],[0],[1.3011249999981374],"[""green""]",0,157,157,157,1,78,22,left,-0.4,0.4,images/green_box.png,78,Reward4.png,Reward2.png,Rewardnull.png,0,0,0,auditory_stim/coin4.wav,auditory_stim/coin2.wav,auditory_stim/silence_short.wav,982,1,146989,20,female,0,2021-03-25_00h06.04.105,rl,2020.2.10,Linux x86_64,60,,,,,,
,,1,[-0.2580058563655624],[-0.1203117664495859],[1],[0],[0],[1.0041049999999814],"[""green""]",0,158,158,158,1,88,12,left,-0.4,0.4,images/green_box.png,88,Reward5.png,Reward1.png,Rewardnull.png,0,0,0,auditory_stim/coin5.wav,auditory_stim/coin1.wav,auditory_stim/silence_short.wav,1198,1.2,146989,20,female,0,2021-03-25_00h06.04.105,rl,2020.2.10,Linux x86_64,60,,,,,,
,,1,[0.38415075928110554],[0.09135688581892816],[1],[0],[0],[1.245360000000801],"[""green""]",0,159,159,159,1,89,11,right,0.4,-0.4,images/green_box.png,89,Reward5.png,Reward1.png,Rewardnull.png,0,0,0,auditory_stim/coin5.wav,auditory_stim/coin1.wav,auditory_stim/silence_short.wav,800,0.8,146989,20,female,0,2021-03-25_00h06.04.105,rl,2020.2.10,Linux x86_64,60,,,,,,
,,0,[0.5109746665543143],[0.058174920927027154],[1],[0],[0],[1.2180749999968157],"[""green""]",0,160,160,160,1,77,23,right,0.4,-0.4,images/blue_box.png,23,Reward4.png,Reward2.png,Rewardnull.png,0,0,0,auditory_stim/coin4.wav,auditory_stim/coin2.wav,auditory_stim/silence_short.wav,1245,1.2,146989,20,female,0,2021-03-25_00h06.04.105,rl,2020.2.10,Linux x86_64,60,,,,,,
,,0,[0.4819588918347939],[-0.07080830484399075],[1],[0],[0],[1.264314999993303],"[""blue""]",0,161,161,161,1,30,70,left,-0.4,0.4,images/green_box.png,30,Reward2.png,Reward4.png,Rewardnull.png,0,0,0,auditory_stim/coin2.wav,auditory_stim/coin4.wav,auditory_stim/silence_short.wav,829,0.8,146989,20,female,0,2021-03-25_00h06.04.105,rl,2020.2.10,Linux x86_64,60,,,,,,
,,1,[0.4819588918347939],[-0.07080830484399075],[1],[0],[0],[1.1836499999922125],"[""green""]",0,162,162,162,1,45,55,right,0.4,-0.4,images/green_box.png,45,Reward3.png,Reward3.png,Rewardnull.png,0,0,0,auditory_stim/coin3.wav,auditory_stim/coin3.wav,auditory_stim/silence_short.wav,1115,1.1,146989,20,female,0,2021-03-25_00h06.04.105,rl,2020.2.10,Linux x86_64,60,,,,,,
,,0,[-0.2791367164929218],[-0.05000119437054603],[1],[0],[0],[1.5753750000001219],"[""blue""]",0,163,163,163,1,8,92,right,0.4,-0.4,images/green_box.png,8,Reward1.png,Reward5.png,Rewardnull.png,0,0,0,auditory_stim/coin1.wav,auditory_stim/coin5.wav,auditory_stim/silence_short.wav,806,0.8,146989,20,female,0,2021-03-25_00h06.04.105,rl,2020.2.10,Linux x86_64,60,,,,,,
,,0,[0.354076320842161],[-0.1947373212394068],[1],[0],[0],[1.7654250000052798],"[""green""]",0,164,164,164,1,58,42,right,0.4,-0.4,images/blue_box.png,42,Reward3.png,Reward3.png,Rewardnull.png,0,0,0,auditory_stim/coin3.wav,auditory_stim/coin3.wav,auditory_stim/silence_short.wav,1019,1,146989,20,female,0,2021-03-25_00h06.04.105,rl,2020.2.10,Linux x86_64,60,,,,,,
,,1,[-0.299289932603645],[-0.02555210013602658],[1],[0],[0],[1.8604300000006333],"[""green""]",0,165,165,165,1,51,49,left,-0.4,0.4,images/green_box.png,51,Reward3.png,Reward3.png,Rewardnull.png,0,0,0,auditory_stim/coin3.wav,auditory_stim/coin3.wav,auditory_stim/silence_short.wav,880,0.9,146989,20,female,0,2021-03-25_00h06.04.105,rl,2020.2.10,Linux x86_64,60,,,,,,
,,1,[0.34014920791602465],[-0.030570619462634823],[1],[0],[0],[2.180940000005421],"[""blue""]",0,166,166,166,1,43,57,left,-0.4,0.4,images/blue_box.png,57,Reward3.png,Reward3.png,Rewardnull.png,0,0,0,auditory_stim/coin3.wav,auditory_stim/coin3.wav,auditory_stim/silence_short.wav,1120,1.1,146989,20,female,0,2021-03-25_00h06.04.105,rl,2020.2.10,Linux x86_64,60,,,,,,
,,0,[0.47350735657020415],[-0.02601240302087346],[1],[0],[0],[1.2114650000003166],"[""green""]",0,167,167,167,1,77,23,right,0.4,-0.4,images/blue_box.png,23,Reward4.png,Reward2.png,Rewardnull.png,0,0,0,auditory_stim/coin4.wav,auditory_stim/coin2.wav,auditory_stim/silence_short.wav,751,0.8,146989,20,female,0,2021-03-25_00h06.04.105,rl,2020.2.10,Linux x86_64,60,,,,,,
,,0,[-0.29920138930686635],[-0.04663781869944145],[1],[0],[0],[1.6113849999965169],"[""green""]",0,168,168,168,1,57,43,left,-0.4,0.4,images/blue_box.png,43,Reward3.png,Reward3.png,Rewardnull.png,0,0,0,auditory_stim/coin3.wav,auditory_stim/coin3.wav,auditory_stim/silence_short.wav,1008,1,146989,20,female,0,2021-03-25_00h06.04.105,rl,2020.2.10,Linux x86_64,60,,,,,,
,,0,[0.291368011333542],[-0.07023909793612769],[1],[0],[0],[2.959714999990183],"[""green""]",0,169,169,169,1,86,14,right,0.4,-0.4,images/blue_box.png,14,Reward5.png,Reward1.png,Rewardnull.png,0,0,0,auditory_stim/coin5.wav,auditory_stim/coin1.wav,auditory_stim/silence_short.wav,873,0.9,146989,20,female,0,2021-03-25_00h06.04.105,rl,2020.2.10,Linux x86_64,60,,,,,,
,,0,[0.291368011333542],[-0.07023909793612769],[1],[0],[0],[1.0629699999994955],"[""blue""]",0,170,170,170,1,11,89,left,-0.4,0.4,images/green_box.png,11,Reward1.png,Reward5.png,Rewardnull.png,0,0,0,auditory_stim/coin1.wav,auditory_stim/coin5.wav,auditory_stim/silence_short.wav,1223,1.2,146989,20,female,0,2021-03-25_00h06.04.105,rl,2020.2.10,Linux x86_64,60,,,,,,
,,1,[0.291368011333542],[-0.07023909793612769],[1],[0],[0],[1.1308599999899798],"[""blue""]",0,171,171,171,1,30,70,left,-0.4,0.4,images/blue_box.png,70,Reward2.png,Reward4.png,Rewardnull.png,0,0,0,auditory_stim/coin2.wav,auditory_stim/coin4.wav,auditory_stim/silence_short.wav,753,0.8,146989,20,female,0,2021-03-25_00h06.04.105,rl,2020.2.10,Linux x86_64,60,,,,,,
,,1,[0.291368011333542],[-0.07023909793612769],[1],[0],[0],[3.6086149999903228],"[""blue""]",0,172,172,172,1,51,49,left,-0.4,0.4,images/blue_box.png,49,Reward3.png,Reward3.png,Rewardnull.png,0,0,0,auditory_stim/coin3.wav,auditory_stim/coin3.wav,auditory_stim/silence_short.wav,1072,1.1,146989,20,female,0,2021-03-25_00h06.04.105,rl,2020.2.10,Linux x86_64,60,,,,,,
,,0,[-0.3130961978013049],[0.0049759169756355935],[1],[0],[0],[2.7423450000064804],"[""green""]",0,173,173,173,1,89,11,left,-0.4,0.4,images/blue_box.png,11,Reward5.png,Reward1.png,Rewardnull.png,0,0,0,auditory_stim/coin5.wav,auditory_stim/coin1.wav,auditory_stim/silence_short.wav,1136,1.1,146989,20,female,0,2021-03-25_00h06.04.105,rl,2020.2.10,Linux x86_64,60,,,,,,
,,0,[-0.2629400173945493],[-0.023226322121171997],[1],[0],[0],[1.3485649999929592],"[""blue""]",0,174,174,174,1,10,90,right,0.4,-0.4,images/green_box.png,10,Reward1.png,Reward5.png,Rewardnull.png,0,0,0,auditory_stim/coin1.wav,auditory_stim/coin5.wav,auditory_stim/silence_short.wav,1051,1.1,146989,20,female,0,2021-03-25_00h06.04.105,rl,2020.2.10,Linux x86_64,60,,,,,,
,,1,[0.39615286663978233],[-0.009220023368282934],[1],[0],[0],[1.281854999993584],"[""blue""]",0,175,175,175,1,27,73,left,-0.4,0.4,images/blue_box.png,73,Reward2.png,Reward4.png,Rewardnull.png,0,0,0,auditory_stim/coin2.wav,auditory_stim/coin4.wav,auditory_stim/silence_short.wav,1099,1.1,146989,20,female,0,2021-03-25_00h06.04.105,rl,2020.2.10,Linux x86_64,60,,,,,,
,,1,[-0.32822661554133764],[-0.03552688104896957],[1],[0],[0],[1.9476549999963026],"[""blue""]",0,176,176,176,1,44,56,right,0.4,-0.4,images/blue_box.png,56,Reward3.png,Reward3.png,Rewardnull.png,0,0,0,auditory_stim/coin3.wav,auditory_stim/coin3.wav,auditory_stim/silence_short.wav,805,0.8,146989,20,female,0,2021-03-25_00h06.04.105,rl,2020.2.10,Linux x86_64,60,,,,,,
,,0,[-0.5288154120070542],[-0.05479870812367585],[1],[0],[0],[1.4964249999902677],"[""green""]",0,177,177,177,1,48,52,left,-0.4,0.4,images/blue_box.png,52,Reward3.png,Reward3.png,Rewardnull.png,0,0,0,auditory_stim/coin3.wav,auditory_stim/coin3.wav,auditory_stim/silence_short.wav,1126,1.1,146989,20,female,0,2021-03-25_00h06.04.105,rl,2020.2.10,Linux x86_64,60,,,,,,
,,0,[-0.44448579808780336],[-0.07338475960612481],[1],[0],[0],[0.5933550000042942],"[""green""]",0,178,178,178,1,37,63,left,-0.4,0.4,images/blue_box.png,63,Reward2.png,Reward4.png,Rewardnull.png,0,0,0,auditory_stim/coin2.wav,auditory_stim/coin4.wav,auditory_stim/silence_short.wav,1141,1.1,146989,20,female,0,2021-03-25_00h06.04.105,rl,2020.2.10,Linux x86_64,60,,,,,,
,,0,[-0.44448579808780336],[-0.07338475960612481],[1],[0],[0],[0.929560000003903],"[""green""]",0,179,179,179,1,35,65,left,-0.4,0.4,images/blue_box.png,65,Reward2.png,Reward4.png,Rewardnull.png,0,0,0,auditory_stim/coin2.wav,auditory_stim/coin4.wav,auditory_stim/silence_short.wav,996,1,146989,20,female,0,2021-03-25_00h06.04.105,rl,2020.2.10,Linux x86_64,60,,,,,,
,,1,[-0.39356221109399075],[-0.10150268742777349],[1],[0],[0],[0.5609650000114925],"[""green""]",0,180,180,180,1,79,21,left,-0.4,0.4,images/green_box.png,79,Reward4.png,Reward2.png,Rewardnull.png,0,0,0,auditory_stim/coin4.wav,auditory_stim/coin2.wav,auditory_stim/silence_short.wav,1097,1.1,146989,20,female,0,2021-03-25_00h06.04.105,rl,2020.2.10,Linux x86_64,60,,,,,,
,,1,[-0.39356221109399075],[-0.10150268742777349],[1],[0],[0],[2.043904999998631],"[""blue""]",0,181,181,181,1,39,61,right,0.4,-0.4,images/blue_box.png,61,Reward2.png,Reward4.png,Rewardnull.png,0,0,0,auditory_stim/coin2.wav,auditory_stim/coin4.wav,auditory_stim/silence_short.wav,1173,1.2,146989,20,female,0,2021-03-25_00h06.04.105,rl,2020.2.10,Linux x86_64,60,,,,,,
,,1,[-0.39356221109399075],[-0.10150268742777349],[1],[0],[0],[0.9151949999939006],"[""blue""]",0,182,182,182,1,18,82,right,0.4,-0.4,images/blue_box.png,82,Reward1.png,Reward5.png,Rewardnull.png,0,0,0,auditory_stim/coin1.wav,auditory_stim/coin5.wav,auditory_stim/silence_short.wav,1172,1.2,146989,20,female,0,2021-03-25_00h06.04.105,rl,2020.2.10,Linux x86_64,60,,,,,,
,,1,[-0.39356221109399075],[-0.10150268742777349],[1],[0],[0],[1.1965249999918797],"[""blue""]",0,183,183,183,1,20,80,right,0.4,-0.4,images/blue_box.png,80,Reward1.png,Reward4.png,Rewardnull.png,0,0,0,auditory_stim/coin1.wav,auditory_stim/coin4.wav,auditory_stim/silence_short.wav,784,0.8,146989,20,female,0,2021-03-25_00h06.04.105,rl,2020.2.10,Linux x86_64,60,,,,,,
,,1,[-0.39356221109399075],[-0.10150268742777349],[1],[0],[0],[0.7773900000029244],"[""blue""]",0,184,184,184,1,76,24,right,0.4,-0.4,images/blue_box.png,24,Reward4.png,Reward2.png,Rewardnull.png,0,0,0,auditory_stim/coin4.wav,auditory_stim/coin2.wav,auditory_stim/silence_short.wav,1032,1,146989,20,female,0,2021-03-25_00h06.04.105,rl,2020.2.10,Linux x86_64,60,,,,,,
,,0,[-0.39356221109399075],[-0.10150268742777349],[1],[0],[0],[1.2274449999968056],"[""green""]",0,185,185,185,1,30,70,left,-0.4,0.4,images/blue_box.png,70,Reward2.png,Reward4.png,Rewardnull.png,0,0,0,auditory_stim/coin2.wav,auditory_stim/coin4.wav,auditory_stim/silence_short.wav,1113,1.1,146989,20,female,0,2021-03-25_00h06.04.105,rl,2020.2.10,Linux x86_64,60,,,,,,
,,0,[-0.39356221109399075],[-0.10150268742777349],[0],[0],[1],[0.6584149999982856],"[""green""]",0,186,186,186,1,86,14,left,-0.4,0.4,images/blue_box.png,14,Reward5.png,Reward1.png,Rewardnull.png,0,0,0,auditory_stim/coin5.wav,auditory_stim/coin1.wav,auditory_stim/silence_short.wav,1148,1.1,146989,20,female,0,2021-03-25_00h06.04.105,rl,2020.2.10,Linux x86_64,60,,,,,,
,,1,[],[],[],[],[],[],[],0,187,187,187,1,11,89,right,0.4,-0.4,images/blue_box.png,89,Reward1.png,Reward5.png,Rewardnull.png,0,0,0,auditory_stim/coin1.wav,auditory_stim/coin5.wav,auditory_stim/silence_short.wav,985,1,146989,20,female,0,2021-03-25_00h06.04.105,rl,2020.2.10,Linux x86_64,60,,,,,,
